construct_id	u2os_cas9b_t21_S3_trimmed53_len_filtered_counts	u2os_trex2b_t21_S5_trimmed53_len_filtered_counts	u2os_trex2a_t21_S4_trimmed53_len_filtered_counts	u2os_parent_t21_S1_trimmed53_len_filtered_counts	u2os_cas9a_t21_S2_trimmed53_len_filtered_counts
FNTA_chr8_42914260__ROR1_chr1_64240143	13	127	0	201	9
FNTA_chr8_42914260__RPS6KB1_chr17_57987949	2	0	525	539	124
FNTA_chr8_42914260__RRM2_chr2_10262728	1	0	1	348	53
FNTA_chr8_42914260__RUNX1_chr21_36252860	65	0	385	428	734
FNTA_chr8_42914260__RUNX1_chr21_36252902	171	0	0	118	166
FNTA_chr8_42914260__RUNX1_chr21_36421144	0	1	0	257	0
FNTA_chr8_42914260__SETD2_chr3_47142951	117	0	0	100	33
FNTA_chr8_42914260__SETD2_chr3_47205411	0	0	4	271	432
FNTA_chr8_42914260__SMAD4_chr18_48573460	106	0	0	290	0
FNTA_chr8_42914260__SMAD4_chr18_48575673	0	0	491	13	1
FNTA_chr8_42914260__SMAD4_chr18_48586241	0	0	0	0	1
FNTA_chr8_42914260__SMARCA4_chr19_11094819	32	0	79	222	45
FNTA_chr8_42914260__SMARCA4_chr19_11095011	35	820	105	132	42
FNTA_chr8_42914260__SMARCB1_chr22_24133993	215	0	0	349	43
FNTA_chr8_42914260__SMO_chr7_128828974	264	0	0	431	0
FNTA_chr8_42914260__SMO_chr7_128845081	28	1	1	364	32
FNTA_chr8_42914260__SRC_chr20_36022600	257	0	1	158	183
FNTA_chr8_42914260__TP53_chr17_7577537	52	0	0	990	0
FNTA_chr8_42914260__TP53_chr17_7579881	28	0	0	250	1
FNTA_chr8_42914260__TSC1_chr9_135804256	103	0	27	39	0
FNTA_chr8_42914260__TYMS_chr18_659656	0	40	0	230	0
FNTA_chr8_42914260__TYMS_chr18_659665	1	3	624	207	27
FNTA_chr8_42914260__VEGFA_chr6_43738425	26	0	1	276	26
FNTA_chr8_42914260__VHL_chr3_10183791	0	0	0	35	1
FNTA_chr8_42914260__WEE1_chr11_9595462	3	1	0	279	48
FNTA_chr8_42914260__WEE1_chr11_9595542	0	0	203	171	0
FNTA_chr8_42924781__ABL1_chr9_133589790	20	0	0	291	0
FNTA_chr8_42924781__ADA_chr20_43257696	1	95	1141	37	102
FNTA_chr8_42924781__ADA_chr20_43257769	178	381	92	412	108
FNTA_chr8_42924781__AKT1_chr14_105239686	69	2	243	272	61
FNTA_chr8_42924781__ALK_chr2_30143522	169	2	701	303	371
FNTA_chr8_42924781__ARID1A_chr1_27022876	0	0	16	3	511
FNTA_chr8_42924781__ARID2_chr12_46254608	31	2	2	1	32
FNTA_chr8_42924781__ATM_chr11_108098350	570	0	0	166	104
FNTA_chr8_42924781__ATM_chr11_108098390	5	508	268	308	115
FNTA_chr8_42924781__BCL2_chr18_60795945	417	0	3	72	839
FNTA_chr8_42924781__BCL2_chr18_60795960	194	1	1	154	626
FNTA_chr8_42924781__BRAF_chr7_140534469	329	0	22	455	80
FNTA_chr8_42924781__BRCA1_chr17_41267735	0	35	43	251	705
FNTA_chr8_42924781__BRCA1_chr17_41276018	58	0	1	102	15
FNTA_chr8_42924781__BRD4_chr19_15376361	7	402	0	107	0
FNTA_chr8_42924781__BTK_chrX_100626613	0	0	0	98	0
FNTA_chr8_42924781__BTK_chrX_100629565	225	0	0	377	43
FNTA_chr8_42924781__BTK_chrX_100645534	97	0	1	319	98
FNTA_chr8_42924781__CASP8_chr2_202123033	3	0	4	85	69
FNTA_chr8_42924781__CASP8_chr2_202134297	412	2	0	750	31
FNTA_chr8_42924781__CDH1_chr16_68771300	201	79	619	459	147
FNTA_chr8_42924781__CDK4_chr12_58145497	131	0	253	809	434
FNTA_chr8_42924781__CDK6_chr7_92252365	190	0	12	344	60
FNTA_chr8_42924781__CDK6_chr7_92462628	98	2	22	853	34
FNTA_chr8_42924781__CDK9_chr9_130548998	61	259	0	417	0
FNTA_chr8_42924781__CDK9_chr9_130550235	414	0	0	1026	160
FNTA_chr8_42924781__CDKN1B_chr12_12870931	1	0	0	37	10
FNTA_chr8_42924781__CDKN2A_chr9_21994327	111	1	0	750	84
FNTA_chr8_42924781__CHEK1_chr11_125496687	1	0	0	120	51
FNTA_chr8_42924781__CHEK1_chr11_125499147	0	1	43	351	106
FNTA_chr8_42924781__EGFR_chr7_55209986	613	796	123	1058	778
FNTA_chr8_42924781__EGFR_chr7_55209992	0	0	0	19	0
FNTA_chr8_42924781__ERBB2_chr17_37855800	1	0	1	3	264
FNTA_chr8_42924781__ERBB2_chr17_37868292	82	173	83	737	400
FNTA_chr8_42924781__FGFR2_chr10_123298118	704	186	26	1060	524
FNTA_chr8_42924781__FGFR3_chr4_1795655	182	0	117	307	1
FNTA_chr8_42924781__FGFR3_chr4_1795735	60	1	0	278	220
FNTA_chr8_42924781__FLT3_chr13_28636131	87	1	920	473	4
FNTA_chr8_42924781__FLT3_chr13_28636172	971	1455	107	1426	2767
FNTA_chr8_42924781__GATA3_chr10_8097722	1	833	196	282	359
FNTA_chr8_42924781__GATA3_chr10_8097790	385	1	1823	711	64
FNTA_chr8_42924781__HDAC1_chr1_32792637	2	0	5	591	125
FNTA_chr8_42924781__HDAC2_chr6_114267214	426	124	114	445	165
FNTA_chr8_42924781__HDAC2_chr6_114292056	317	53	1	1666	191
FNTA_chr8_42924781__HDAC6_chrX_48661089	565	0	1	352	1
FNTA_chr8_42924781__HDAC6_chrX_48661385	168	0	596	527	681
FNTA_chr8_42924781__HDAC6_chrX_48674389	176	1	0	34	55
FNTA_chr8_42924781__IGF1R_chr15_99434664	185	81	2228	425	196
FNTA_chr8_42924781__IGF1R_chr15_99434807	2	1	1	265	79
FNTA_chr8_42924781__JAK2_chr9_5050816	1	0	1	296	1
FNTA_chr8_42924781__KDM5C_chrX_53241021	1	0	1	95	0
FNTA_chr8_42924781__KDM5C_chrX_53254068	112	3	333	1442	573
FNTA_chr8_42924781__KDM6A_chrX_44820615	233	0	0	61	229
FNTA_chr8_42924781__KDM6A_chrX_44820616	2	0	0	2	41
FNTA_chr8_42924781__KIT_chr4_55524164	172	0	54	298	58
FNTA_chr8_42924781__KMT2D_chr12_49448168	140	1	1	170	452
FNTA_chr8_42924781__KMT2D_chr12_49448468	64	262	264	514	161
FNTA_chr8_42924781__MAP2K1_chr15_66679728	1214	102	1312	1285	265
FNTA_chr8_42924781__MAP2K1_chr15_66679756	18	12	578	69	44
FNTA_chr8_42924781__MAP3K1_chr5_56111382	400	0	0	5	0
FNTA_chr8_42924781__MAP3K1_chr5_56152466	189	1	98	531	42
FNTA_chr8_42924781__MET_chr7_116340207	108	0	1	140	0
FNTA_chr8_42924781__MLH1_chr3_37038179	86	0	1476	1599	0
FNTA_chr8_42924781__MSH6_chr2_48018154	52	135	15	540	84
FNTA_chr8_42924781__MTOR_chr1_11317010	2	1242	36	366	2
FNTA_chr8_42924781__NF1_chr17_29422308	981	0	995	917	126
FNTA_chr8_42924781__NF1_chr17_29483039	437	64	143	1378	45
FNTA_chr8_42924781__NonTargetingControlGuideForHuman0352	30	88	148	50	446
FNTA_chr8_42924781__PARP1_chr1_226578301	445	1	0	216	32
FNTA_chr8_42924781__PARP1_chr1_226595581	1	1	593	223	71
FNTA_chr8_42924781__PBRM1_chr3_52696257	195	4	55	28	65
FNTA_chr8_42924781__PDGFRA_chr4_55124963	83	96	1	490	176
FNTA_chr8_42924781__PIK3CA_chr3_178919070	282	0	583	389	10
FNTA_chr8_42924781__PIK3R1_chr5_67576410	31	0	45	179	1
FNTA_chr8_42924781__PRKDC_chr8_48872683	383	78	3	229	753
FNTA_chr8_42924781__PTEN_chr10_89653786	302	69	1	46	36
FNTA_chr8_42924781__PTEN_chr10_89685297	347	1	0	41	222
FNTA_chr8_42924781__ROR1_chr1_64240072	708	1	2849	1186	341
FNTA_chr8_42924781__ROR1_chr1_64240143	371	2	1882	1365	312
FNTA_chr8_42924781__RPS6KB1_chr17_57987949	1388	286	1	780	243
FNTA_chr8_42924781__RRM2_chr2_10262728	0	2	0	559	2
FNTA_chr8_42924781__RUNX1_chr21_36252860	135	176	6	373	109
FNTA_chr8_42924781__RUNX1_chr21_36252902	355	1	0	177	0
FNTA_chr8_42924781__RUNX1_chr21_36421144	878	39	1080	198	324
FNTA_chr8_42924781__SETD2_chr3_47205411	356	3	0	128	251
FNTA_chr8_42924781__SMAD4_chr18_48573460	1	0	0	88	113
FNTA_chr8_42924781__SMAD4_chr18_48575673	71	0	11	369	0
FNTA_chr8_42924781__SMAD4_chr18_48586241	185	0	0	8	58
FNTA_chr8_42924781__SMARCA4_chr19_11094819	228	861	798	648	509
FNTA_chr8_42924781__SMARCA4_chr19_11095011	551	2	257	867	83
FNTA_chr8_42924781__SMARCB1_chr22_24133949	246	104	43	971	234
FNTA_chr8_42924781__SMO_chr7_128828974	447	114	347	321	1
FNTA_chr8_42924781__SRC_chr20_36022600	601	0	60	298	728
FNTA_chr8_42924781__TOP1_chr20_39657693	54	0	95	132	1
FNTA_chr8_42924781__TOP1_chr20_39690109	1	238	0	1	115
FNTA_chr8_42924781__TP53_chr17_7577537	494	103	8	98	53
FNTA_chr8_42924781__TP53_chr17_7579881	4	2	2283	162	165
FNTA_chr8_42924781__TSC1_chr9_135804256	15	0	273	88	63
FNTA_chr8_42924781__TYMS_chr18_659656	448	0	365	436	258
FNTA_chr8_42924781__TYMS_chr18_659665	62	0	2	550	907
FNTA_chr8_42924781__VEGFA_chr6_43738425	156	0	135	1078	200
FNTA_chr8_42924781__VHL_chr3_10183773	16	286	1	1325	49
FNTA_chr8_42924781__VHL_chr3_10183791	0	0	204	287	25
FNTA_chr8_42924781__WEE1_chr11_9595462	36	235	930	174	0
FNTA_chr8_42924781__WEE1_chr11_9595542	724	0	1	588	548
GATA3_chr10_8097612__ABL1_chr9_133589790	536	920	761	1082	787
GATA3_chr10_8097612__ABL1_chr9_133738356	547	244	1344	913	655
GATA3_chr10_8097612__ADA_chr20_43257696	280	868	895	672	951
GATA3_chr10_8097612__AKT1_chr14_105239686	981	1205	1024	1113	1162
GATA3_chr10_8097612__ALK_chr2_29541171	99	0	193	190	302
GATA3_chr10_8097612__ALK_chr2_29541172	126	166	4	125	1346
GATA3_chr10_8097612__APC_chr5_112102023	349	3	82	13	91
GATA3_chr10_8097612__ARID1A_chr1_27022876	63	310	701	350	947
GATA3_chr10_8097612__ARID1A_chr1_27056286	757	399	2382	646	354
GATA3_chr10_8097612__ARID2_chr12_46123614	105	1	1861	170	59
GATA3_chr10_8097612__ATM_chr11_108098390	413	33	2	402	714
GATA3_chr10_8097612__ATM_chr11_108098402	78	67	2	33	0
GATA3_chr10_8097612__BCL2_chr18_60795945	422	111	0	508	147
GATA3_chr10_8097612__BCL2_chr18_60795960	1221	20	1679	638	481
GATA3_chr10_8097612__BCL2_chr18_60985877	242	443	639	440	185
GATA3_chr10_8097612__BRCA1_chr17_41267735	405	464	133	303	138
GATA3_chr10_8097612__BRCA1_chr17_41276018	29	63	0	653	54
GATA3_chr10_8097612__BRCA2_chr13_32890586	87	0	2	591	655
GATA3_chr10_8097612__BTK_chrX_100626613	1088	130	1148	135	105
GATA3_chr10_8097612__CASP8_chr2_202131404	31	115	637	622	223
GATA3_chr10_8097612__CDH1_chr16_68771300	1054	2	346	161	398
GATA3_chr10_8097612__CDH1_chr16_68772250	719	209	173	385	1103
GATA3_chr10_8097612__CDK4_chr12_58143253	225	0	0	22	73
GATA3_chr10_8097612__CDK6_chr7_92252365	413	27	614	1158	72
GATA3_chr10_8097612__CDK6_chr7_92462628	245	337	1	254	28
GATA3_chr10_8097612__CDK9_chr9_130548409	636	13	1808	605	526
GATA3_chr10_8097612__CHEK1_chr11_125496644	1029	255	695	873	668
GATA3_chr10_8097612__CHEK2_chr22_29085137	417	34	79	457	1182
GATA3_chr10_8097612__DHFR_chr5_79949819	188	236	203	768	161
GATA3_chr10_8097612__DHFR_chr5_79950217	548	25	514	189	150
GATA3_chr10_8097612__EGFR_chr7_55086962	655	1487	116	166	569
GATA3_chr10_8097612__EGFR_chr7_55209986	523	131	836	443	274
GATA3_chr10_8097612__ERBB2_chr17_37855800	497	81	345	668	538
GATA3_chr10_8097612__FGFR2_chr10_123298215	176	1	3	81	172
GATA3_chr10_8097612__FGFR2_chr10_123353328	977	137	926	1424	1047
GATA3_chr10_8097612__FGFR3_chr4_1795735	1553	539	825	458	740
GATA3_chr10_8097612__FGFR3_chr4_1795736	176	67	0	454	435
GATA3_chr10_8097612__FLT3_chr13_28636172	1043	142	9	893	893
GATA3_chr10_8097612__FNTA_chr8_42911471	1215	5	171	419	549
GATA3_chr10_8097612__FNTA_chr8_42914260	232	1	181	564	345
GATA3_chr10_8097612__FNTA_chr8_42924781	245	4	4387	133	786
GATA3_chr10_8097612__HDAC1_chr1_32757816	259	170	2	692	266
GATA3_chr10_8097612__HDAC1_chr1_32792601	905	564	1783	629	572
GATA3_chr10_8097612__HDAC1_chr1_32792637	523	142	36	397	353
GATA3_chr10_8097612__HDAC2_chr6_114292056	451	1795	1	611	488
GATA3_chr10_8097612__HDAC6_chrX_48661089	345	815	132	582	124
GATA3_chr10_8097612__HDAC6_chrX_48661385	153	2268	510	1212	252
GATA3_chr10_8097612__HSP90AA1_chr14_102605736	734	626	1094	894	1196
GATA3_chr10_8097612__IGF1R_chr15_99192824	1242	225	279	782	1796
GATA3_chr10_8097612__JAK2_chr9_5021970	719	839	2079	779	709
GATA3_chr10_8097612__JAK2_chr9_5050816	759	278	36	974	379
GATA3_chr10_8097612__KDM5C_chrX_53241022	137	76	119	354	414
GATA3_chr10_8097612__KDM6A_chrX_44820616	997	1511	2	1192	631
GATA3_chr10_8097612__KIT_chr4_55524229	423	2	119	191	559
GATA3_chr10_8097612__KMT2D_chr12_49448161	475	1457	1339	315	239
GATA3_chr10_8097612__KMT2D_chr12_49448468	1005	1216	2118	1178	2222
GATA3_chr10_8097612__MAP2K1_chr15_66679728	301	232	1381	200	512
GATA3_chr10_8097612__MAP3K1_chr5_56152485	687	1644	89	753	1851
GATA3_chr10_8097612__MET_chr7_116340188	417	1	3	158	959
GATA3_chr10_8097612__MET_chr7_116340207	187	386	837	311	413
GATA3_chr10_8097612__MLH1_chr3_37038179	1049	3177	1006	574	1109
GATA3_chr10_8097612__MLH1_chr3_37045912	37	3	23	178	690
GATA3_chr10_8097612__MSH6_chr2_48010356	182	69	459	167	325
GATA3_chr10_8097612__MSH6_chr2_48018111	647	34	149	409	359
GATA3_chr10_8097612__MTOR_chr1_11317010	1059	244	373	723	1769
GATA3_chr10_8097612__MTOR_chr1_11317149	322	1	1	482	234
GATA3_chr10_8097612__NF1_chr17_29483038	235	753	26	310	249
GATA3_chr10_8097612__NF1_chr17_29483039	571	2409	156	363	741
GATA3_chr10_8097612__NonTargetingControlGuideForHuman0362	992	316	660	696	590
GATA3_chr10_8097612__NonTargetingControlGuideForHuman0412	1062	35	198	594	129
GATA3_chr10_8097612__PARP1_chr1_226578249	407	416	2	660	1358
GATA3_chr10_8097612__PBRM1_chr3_52702516	604	61	766	675	543
GATA3_chr10_8097612__PBRM1_chr3_52713723	638	156	250	513	249
GATA3_chr10_8097612__PDGFRA_chr4_55124963	757	856	338	1054	1118
GATA3_chr10_8097612__PDGFRA_chr4_55129914	422	29	1301	1231	266
GATA3_chr10_8097612__PIK3CA_chr3_178916614	266	23	5	639	192
GATA3_chr10_8097612__PIK3R1_chr5_67522521	735	6082	347	463	990
GATA3_chr10_8097612__PIK3R1_chr5_67576421	246	2	278	137	183
GATA3_chr10_8097612__PRKDC_chr8_48872683	6	50	282	477	140
GATA3_chr10_8097612__RB1_chr13_48878054	752	15	1	275	180
GATA3_chr10_8097612__RB1_chr13_48936969	690	5043	5068	889	910
GATA3_chr10_8097612__RRM2_chr2_10262728	176	79	2	95	41
GATA3_chr10_8097612__RRM2_chr2_10262940	877	301	151	1607	1584
GATA3_chr10_8097612__RRM2_chr2_10262957	75	146	1300	560	152
GATA3_chr10_8097612__RUNX1_chr21_36252902	272	509	352	486	259
GATA3_chr10_8097612__RUNX1_chr21_36421144	95	0	2	224	11
GATA3_chr10_8097612__SMAD4_chr18_48575673	718	3043	2821	576	223
GATA3_chr10_8097612__SMAD4_chr18_48586241	6	1	44	543	10
GATA3_chr10_8097612__SMARCA4_chr19_11094851	1403	610	48	568	289
GATA3_chr10_8097612__SMARCB1_chr22_24129339	57	163	133	416	69
GATA3_chr10_8097612__SMARCB1_chr22_24133949	1271	34	238	666	71
GATA3_chr10_8097612__SRC_chr20_36014563	380	124	1341	328	739
GATA3_chr10_8097612__SRC_chr20_36022600	253	1483	809	719	128
GATA3_chr10_8097612__TOP1_chr20_39657693	539	1	486	334	437
GATA3_chr10_8097612__TOP1_chr20_39690055	501	370	642	1017	389
GATA3_chr10_8097612__TOP1_chr20_39690109	113	3	0	63	1
GATA3_chr10_8097612__TP53_chr17_7577537	162	56	49	296	436
GATA3_chr10_8097612__TSC1_chr9_135796748	1372	676	1575	627	2519
GATA3_chr10_8097612__TSC1_chr9_135796796	1056	974	101	400	242
GATA3_chr10_8097612__TSC1_chr9_135804256	295	0	47	5	199
GATA3_chr10_8097612__TYMS_chr18_659656	293	3258	5	135	48
GATA3_chr10_8097612__VEGFA_chr6_43738425	884	45	474	933	55
GATA3_chr10_8097612__VHL_chr3_10183773	1035	3	96	422	129
GATA3_chr10_8097612__VHL_chr3_10183791	563	227	135	562	663
GATA3_chr10_8097612__WEE1_chr11_9595462	941	5	795	1263	44
GATA3_chr10_8097612__WEE1_chr11_9595542	80	374	2	27	168
GATA3_chr10_8097722__ABL1_chr9_133738283	141	5	194	236	2
GATA3_chr10_8097722__ADA_chr20_43257696	957	135	241	193	736
GATA3_chr10_8097722__ADA_chr20_43257769	866	22	153	214	780
GATA3_chr10_8097722__ADA_chr20_43280245	474	1493	595	526	815
GATA3_chr10_8097722__AKT1_chr14_105239609	413	547	696	556	246
GATA3_chr10_8097722__AKT1_chr14_105239686	1437	1645	2797	904	1628
GATA3_chr10_8097722__APC_chr5_112043408	660	1298	288	51	719
GATA3_chr10_8097722__ARID1A_chr1_27022876	135	564	229	91	406
GATA3_chr10_8097722__ARID2_chr12_46123614	1001	33	507	175	409
GATA3_chr10_8097722__ARID2_chr12_46205318	751	111	494	732	946
GATA3_chr10_8097722__ATM_chr11_108098402	421	1	0	461	269
GATA3_chr10_8097722__BCL2_chr18_60795960	1846	772	95	943	137
GATA3_chr10_8097722__BCL2_chr18_60985877	1532	1	6	281	122
GATA3_chr10_8097722__BRAF_chr7_140508787	1254	1183	282	261	400
GATA3_chr10_8097722__BRAF_chr7_140624501	135	177	4	72	427
GATA3_chr10_8097722__BRCA1_chr17_41256141	669	41	1098	178	565
GATA3_chr10_8097722__BRCA1_chr17_41267735	163	41	0	615	131
GATA3_chr10_8097722__BRCA2_chr13_32912006	418	19	128	430	135
GATA3_chr10_8097722__BRD4_chr19_15376403	894	416	1942	858	397
GATA3_chr10_8097722__BTK_chrX_100626613	406	19	420	248	196
GATA3_chr10_8097722__BTK_chrX_100629565	147	0	2	149	512
GATA3_chr10_8097722__CASP8_chr2_202134297	974	40	1707	954	371
GATA3_chr10_8097722__CDH1_chr16_68772250	813	754	1404	655	468
GATA3_chr10_8097722__CDH1_chr16_68772255	424	1	235	1	1
GATA3_chr10_8097722__CDK4_chr12_58144705	109	4974	469	262	35
GATA3_chr10_8097722__CDK4_chr12_58145497	95	3	0	454	282
GATA3_chr10_8097722__CDK6_chr7_92462628	93	90	553	709	283
GATA3_chr10_8097722__CDK9_chr9_130550235	826	119	1585	436	637
GATA3_chr10_8097722__CDKN1B_chr12_12870931	374	166	312	467	892
GATA3_chr10_8097722__CDKN1B_chr12_12871196	435	3487	1196	737	1182
GATA3_chr10_8097722__CDKN2A_chr9_21968726	478	440	33	342	313
GATA3_chr10_8097722__CDKN2A_chr9_21971100	680	155	716	955	406
GATA3_chr10_8097722__CHEK1_chr11_125496644	198	332	203	64	272
GATA3_chr10_8097722__CHEK1_chr11_125499147	392	55	69	389	287
GATA3_chr10_8097722__CHEK2_chr22_29090029	521	2	2	272	28
GATA3_chr10_8097722__DHFR_chr5_79949819	130	271	853	143	107
GATA3_chr10_8097722__EGFR_chr7_55209986	3685	387	2878	772	1208
GATA3_chr10_8097722__ERBB2_chr17_37868221	882	1298	1037	278	547
GATA3_chr10_8097722__FGFR2_chr10_123298215	936	306	456	608	664
GATA3_chr10_8097722__FGFR2_chr10_123353328	193	73	956	510	633
GATA3_chr10_8097722__FGFR3_chr4_1795655	850	13	343	260	275
GATA3_chr10_8097722__FGFR3_chr4_1795735	359	7745	4660	148	701
GATA3_chr10_8097722__FGFR3_chr4_1795736	136	1	3	303	919
GATA3_chr10_8097722__FLT3_chr13_28636131	1437	918	1076	508	321
GATA3_chr10_8097722__FLT3_chr13_28674643	318	477	260	459	455
GATA3_chr10_8097722__FNTA_chr8_42914260	460	11	96	103	2
GATA3_chr10_8097722__HDAC1_chr1_32757816	217	407	1896	542	1009
GATA3_chr10_8097722__HDAC2_chr6_114292056	1888	278	294	555	1613
GATA3_chr10_8097722__HDAC6_chrX_48661385	309	4178	2411	684	276
GATA3_chr10_8097722__HDAC6_chrX_48674389	193	181	144	339	539
GATA3_chr10_8097722__HSP90AA1_chr14_102551760	348	755	208	642	212
GATA3_chr10_8097722__IGF1R_chr15_99434664	524	1	3	436	443
GATA3_chr10_8097722__JAK2_chr9_5021970	364	60	3	370	155
GATA3_chr10_8097722__JAK2_chr9_5050721	246	3	526	150	72
GATA3_chr10_8097722__KDM5C_chrX_53241022	1536	427	670	691	446
GATA3_chr10_8097722__KDM6A_chrX_44820615	166	9	159	293	27
GATA3_chr10_8097722__KDM6A_chrX_44820616	170	0	0	1	0
GATA3_chr10_8097722__KIT_chr4_55524164	630	400	1788	514	576
GATA3_chr10_8097722__KIT_chr4_55524229	549	240	7795	598	389
GATA3_chr10_8097722__KMT2D_chr12_49448168	551	100	438	329	456
GATA3_chr10_8097722__KMT2D_chr12_49448468	381	603	22	596	553
GATA3_chr10_8097722__MAP2K1_chr15_66679728	350	144	3365	464	1417
GATA3_chr10_8097722__MAP3K1_chr5_56111382	42	2	0	272	27
GATA3_chr10_8097722__MAP3K1_chr5_56152485	1449	77	926	1661	891
GATA3_chr10_8097722__MET_chr7_116339123	966	63	1124	270	349
GATA3_chr10_8097722__MET_chr7_116340188	101	988	1387	563	1271
GATA3_chr10_8097722__MET_chr7_116340207	652	109	3	141	86
GATA3_chr10_8097722__MLH1_chr3_37045912	373	850	750	126	93
GATA3_chr10_8097722__MSH6_chr2_48010356	491	2	48	251	169
GATA3_chr10_8097722__MSH6_chr2_48018111	337	647	665	159	1108
GATA3_chr10_8097722__MSH6_chr2_48018154	670	0	489	80	119
GATA3_chr10_8097722__MTOR_chr1_11319459	144	277	1	175	217
GATA3_chr10_8097722__NF1_chr17_29422308	1559	480	4082	873	640
GATA3_chr10_8097722__NF1_chr17_29483038	805	281	315	502	145
GATA3_chr10_8097722__NF1_chr17_29483039	791	1979	1135	1024	529
GATA3_chr10_8097722__NonTargetingControlGuideForHuman0362	1714	12	153	1719	1878
GATA3_chr10_8097722__NonTargetingControlGuideForHuman0412	435	139	1	213	1609
GATA3_chr10_8097722__PARP1_chr1_226578249	482	104	2025	1041	719
GATA3_chr10_8097722__PARP1_chr1_226578301	416	0	28	526	139
GATA3_chr10_8097722__PBRM1_chr3_52713723	93	125	339	160	133
GATA3_chr10_8097722__PDGFRA_chr4_55124932	760	14	631	417	223
GATA3_chr10_8097722__PDGFRA_chr4_55129914	1204	553	1019	493	388
GATA3_chr10_8097722__PRKDC_chr8_48686781	149	561	114	760	259
GATA3_chr10_8097722__PTEN_chr10_89685297	61	507	715	338	209
GATA3_chr10_8097722__PTEN_chr10_89711868	570	63	5217	1371	264
GATA3_chr10_8097722__ROR1_chr1_64240143	642	418	373	474	754
GATA3_chr10_8097722__RPS6KB1_chr17_57970538	175	2	2485	445	150
GATA3_chr10_8097722__RPS6KB1_chr17_57987949	934	697	428	991	491
GATA3_chr10_8097722__RRM2_chr2_10262940	859	216	1144	1567	367
GATA3_chr10_8097722__SETD2_chr3_47142972	166	6	47	211	188
GATA3_chr10_8097722__SETD2_chr3_47205411	382	3	361	264	717
GATA3_chr10_8097722__SMAD4_chr18_48575673	398	2	234	241	130
GATA3_chr10_8097722__SMAD4_chr18_48586241	619	1	299	392	206
GATA3_chr10_8097722__SMARCA4_chr19_11094819	506	581	8831	762	220
GATA3_chr10_8097722__SMARCB1_chr22_24133949	684	72	186	794	788
GATA3_chr10_8097722__SMARCB1_chr22_24133993	261	2	0	100	349
GATA3_chr10_8097722__SMO_chr7_128828974	126	5	68	854	556
GATA3_chr10_8097722__SMO_chr7_128845117	194	6	460	258	0
GATA3_chr10_8097722__SRC_chr20_36014563	344	367	1762	390	173
GATA3_chr10_8097722__TOP1_chr20_39690055	297	2	2	799	18
GATA3_chr10_8097722__TOP1_chr20_39690109	720	78	968	638	837
GATA3_chr10_8097722__TP53_chr17_7578373	2	3	27	50	200
GATA3_chr10_8097722__TP53_chr17_7579881	77	251	1	121	13
GATA3_chr10_8097722__TSC1_chr9_135796796	557	1115	4	288	507
GATA3_chr10_8097722__TSC1_chr9_135804256	136	1	0	242	260
GATA3_chr10_8097722__VEGFA_chr6_43738425	400	805	368	78	294
GATA3_chr10_8097722__VEGFA_chr6_43742108	631	2	897	513	419
GATA3_chr10_8097722__VHL_chr3_10183518	16	73	622	228	257
GATA3_chr10_8097722__VHL_chr3_10183773	632	50	553	771	433
GATA3_chr10_8097722__VHL_chr3_10183791	251	0	1	41	339
GATA3_chr10_8097722__WEE1_chr11_9595542	794	6	4	249	239
GATA3_chr10_8097790__ABL1_chr9_133738283	724	252	1075	493	476
GATA3_chr10_8097790__ADA_chr20_43257696	336	504	264	256	243
GATA3_chr10_8097790__ADA_chr20_43257769	1616	3273	45	863	968
GATA3_chr10_8097790__ADA_chr20_43280245	1711	177	290	668	954
GATA3_chr10_8097790__AKT1_chr14_105239686	1219	4733	5991	691	1143
GATA3_chr10_8097790__ALK_chr2_29541171	729	35	186	496	635
GATA3_chr10_8097790__ALK_chr2_29541172	841	4	1208	957	803
GATA3_chr10_8097790__ALK_chr2_30143522	555	15	6313	69	347
GATA3_chr10_8097790__APC_chr5_112043408	2681	483	1941	1698	2227
GATA3_chr10_8097790__APC_chr5_112102023	801	1	171	83	163
GATA3_chr10_8097790__ARID1A_chr1_27056288	858	1	18	257	386
GATA3_chr10_8097790__ARID2_chr12_46123614	848	1	0	75	447
GATA3_chr10_8097790__ARID2_chr12_46205318	981	190	953	1427	1075
GATA3_chr10_8097790__ARID2_chr12_46254608	1672	65	181	889	333
GATA3_chr10_8097790__BCL2_chr18_60795945	1185	520	955	524	320
GATA3_chr10_8097790__BCL2_chr18_60985877	127	45	1279	293	193
GATA3_chr10_8097790__BRAF_chr7_140534469	1862	2731	159	586	295
GATA3_chr10_8097790__BRCA1_chr17_41256141	974	530	105	480	159
GATA3_chr10_8097790__BRCA1_chr17_41267735	426	0	0	161	1
GATA3_chr10_8097790__BRCA1_chr17_41276018	63	1	3	40	82
GATA3_chr10_8097790__BRCA2_chr13_32912006	446	1	84	1096	679
GATA3_chr10_8097790__BRCA2_chr13_32914228	7	176	137	172	798
GATA3_chr10_8097790__BRD4_chr19_15376361	307	20	2	369	533
GATA3_chr10_8097790__BRD4_chr19_15376403	855	2154	1506	614	155
GATA3_chr10_8097790__BTK_chrX_100629565	593	438	2852	677	102
GATA3_chr10_8097790__BTK_chrX_100645534	707	51	230	337	267
GATA3_chr10_8097790__CASP8_chr2_202123033	355	3	306	386	360
