construct_id	UPt28_S3_trimmed53_len_filtered_counts
JAK2_chr9_5050816__WEE1_chr11_9595542	578
JAK2_chr9_5050816__WEE1_chr11_9595845	417
KDM5C_chrX_53241021__ABL1_chr9_133738356	354
KDM5C_chrX_53241021__AKT1_chr14_105258968	146
KDM5C_chrX_53241021__ALK_chr2_29541171	49
KDM5C_chrX_53241021__ALK_chr2_30143522	220
KDM5C_chrX_53241021__APC_chr5_112102023	213
KDM5C_chrX_53241021__APC_chr5_112102933	40
KDM5C_chrX_53241021__ARID1A_chr1_27022876	85
KDM5C_chrX_53241021__ARID1A_chr1_27056288	143
KDM5C_chrX_53241021__ARID2_chr12_46205318	92
KDM5C_chrX_53241021__ATM_chr11_108098350	316
KDM5C_chrX_53241021__BCL2_chr18_60795945	97
KDM5C_chrX_53241021__BRAF_chr7_140508787	1512
KDM5C_chrX_53241021__BRAF_chr7_140534469	1088
KDM5C_chrX_53241021__BRAF_chr7_140624501	548
KDM5C_chrX_53241021__BRCA1_chr17_41276018	157
KDM5C_chrX_53241021__BRCA2_chr13_32890586	932
KDM5C_chrX_53241021__BRCA2_chr13_32912006	137
KDM5C_chrX_53241021__BRCA2_chr13_32914228	40
KDM5C_chrX_53241021__BRD4_chr19_15376361	88
KDM5C_chrX_53241021__BRD4_chr19_15383894	90
KDM5C_chrX_53241021__BTK_chrX_100645534	499
KDM5C_chrX_53241021__CASP8_chr2_202123033	1070
KDM5C_chrX_53241021__CASP8_chr2_202131404	32
KDM5C_chrX_53241021__CASP8_chr2_202134297	76
KDM5C_chrX_53241021__CDH1_chr16_68771300	2729
KDM5C_chrX_53241021__CDH1_chr16_68772255	408
KDM5C_chrX_53241021__CDK4_chr12_58143253	73
KDM5C_chrX_53241021__CDK4_chr12_58144705	184
KDM5C_chrX_53241021__CDK6_chr7_92252365	1003
KDM5C_chrX_53241021__CDK9_chr9_130548409	730
KDM5C_chrX_53241021__CDKN1B_chr12_12870777	42
KDM5C_chrX_53241021__CDKN2A_chr9_21968726	336
KDM5C_chrX_53241021__CDKN2A_chr9_21994327	287
KDM5C_chrX_53241021__CHEK1_chr11_125496644	192
KDM5C_chrX_53241021__CHEK1_chr11_125496687	12
KDM5C_chrX_53241021__CHEK1_chr11_125499147	263
KDM5C_chrX_53241021__CHEK2_chr22_29085137	299
KDM5C_chrX_53241021__CHEK2_chr22_29130694	254
KDM5C_chrX_53241021__DHFR_chr5_79950216	493
KDM5C_chrX_53241021__DHFR_chr5_79950217	161
KDM5C_chrX_53241021__EGFR_chr7_55086962	31
KDM5C_chrX_53241021__EGFR_chr7_55209986	315
KDM5C_chrX_53241021__EGFR_chr7_55209992	109
KDM5C_chrX_53241021__ERBB2_chr17_37868221	347
KDM5C_chrX_53241021__FGFR2_chr10_123298118	65
KDM5C_chrX_53241021__FGFR2_chr10_123298215	36
KDM5C_chrX_53241021__FGFR3_chr4_1795735	71
KDM5C_chrX_53241021__FGFR3_chr4_1795736	391
KDM5C_chrX_53241021__FLT3_chr13_28636172	265
KDM5C_chrX_53241021__FNTA_chr8_42911471	37
KDM5C_chrX_53241021__GATA3_chr10_8097612	603
KDM5C_chrX_53241021__GATA3_chr10_8097722	427
KDM5C_chrX_53241021__HDAC1_chr1_32792637	266
KDM5C_chrX_53241021__HDAC2_chr6_114266539	181
KDM5C_chrX_53241021__HDAC2_chr6_114267214	187
KDM5C_chrX_53241021__HSP90AA1_chr14_102605736	88
KDM5C_chrX_53241021__IGF1R_chr15_99192824	193
KDM5C_chrX_53241021__IGF1R_chr15_99434664	508
KDM5C_chrX_53241021__IGF1R_chr15_99434807	175
KDM5C_chrX_53241021__JAK2_chr9_5050721	43
KDM5C_chrX_53241021__JAK2_chr9_5050816	565
KDM5C_chrX_53241021__KDM6A_chrX_44732838	878
KDM5C_chrX_53241021__KIT_chr4_55524176	203
KDM5C_chrX_53241021__MAP2K1_chr15_66679721	525
KDM5C_chrX_53241021__MAP2K1_chr15_66679756	31
KDM5C_chrX_53241021__MAP3K1_chr5_56111382	143
KDM5C_chrX_53241021__MAP3K1_chr5_56152466	59
KDM5C_chrX_53241021__MAP3K1_chr5_56152485	327
KDM5C_chrX_53241021__MET_chr7_116340188	140
KDM5C_chrX_53241021__MET_chr7_116340207	53
KDM5C_chrX_53241021__MLH1_chr3_37035029	64
KDM5C_chrX_53241021__MSH6_chr2_48010356	132
KDM5C_chrX_53241021__MTOR_chr1_11317149	159
KDM5C_chrX_53241021__MTOR_chr1_11319459	24
KDM5C_chrX_53241021__NF1_chr17_29422308	397
KDM5C_chrX_53241021__NF1_chr17_29483038	1242
KDM5C_chrX_53241021__NF1_chr17_29483039	425
KDM5C_chrX_53241021__NonTargetingControlGuideForHuman0362	371
KDM5C_chrX_53241021__NonTargetingControlGuideForHuman0412	399
KDM5C_chrX_53241021__PARP1_chr1_226595581	35
KDM5C_chrX_53241021__PBRM1_chr3_52702516	1248
KDM5C_chrX_53241021__PIK3CA_chr3_178916614	53
KDM5C_chrX_53241021__PIK3R1_chr5_67576421	52
KDM5C_chrX_53241021__PRKDC_chr8_48686398	138
KDM5C_chrX_53241021__PRKDC_chr8_48686781	373
KDM5C_chrX_53241021__PTEN_chr10_89653786	32
KDM5C_chrX_53241021__PTEN_chr10_89685297	95
KDM5C_chrX_53241021__RB1_chr13_48934148	30
KDM5C_chrX_53241021__RB1_chr13_48936969	712
KDM5C_chrX_53241021__ROR1_chr1_64240143	633
KDM5C_chrX_53241021__RPS6KB1_chr17_57987922	201
KDM5C_chrX_53241021__RRM2_chr2_10262957	123
KDM5C_chrX_53241021__RUNX1_chr21_36252902	29
KDM5C_chrX_53241021__RUNX1_chr21_36421144	405
KDM5C_chrX_53241021__SMAD4_chr18_48575673	80
KDM5C_chrX_53241021__SMARCA4_chr19_11094819	71
KDM5C_chrX_53241021__SMARCA4_chr19_11094851	262
KDM5C_chrX_53241021__SMARCA4_chr19_11095011	102
KDM5C_chrX_53241021__SMARCB1_chr22_24129339	40
KDM5C_chrX_53241021__SMO_chr7_128845081	348
KDM5C_chrX_53241021__SRC_chr20_36012562	30
KDM5C_chrX_53241021__SRC_chr20_36014563	574
KDM5C_chrX_53241021__TOP1_chr20_39657693	351
KDM5C_chrX_53241021__TOP1_chr20_39690055	93
KDM5C_chrX_53241021__TOP1_chr20_39690109	22
KDM5C_chrX_53241021__TP53_chr17_7577537	943
KDM5C_chrX_53241021__TP53_chr17_7578373	678
KDM5C_chrX_53241021__TSC1_chr9_135804256	256
KDM5C_chrX_53241021__TYMS_chr18_659656	785
KDM5C_chrX_53241021__VEGFA_chr6_43738425	822
KDM5C_chrX_53241021__VEGFA_chr6_43742077	60
KDM5C_chrX_53241021__VHL_chr3_10183773	123
KDM5C_chrX_53241021__WEE1_chr11_9595462	66
KDM5C_chrX_53241021__WEE1_chr11_9595845	28
KDM5C_chrX_53241022__ABL1_chr9_133589790	27
KDM5C_chrX_53241022__ABL1_chr9_133738283	101
KDM5C_chrX_53241022__ADA_chr20_43257769	133
KDM5C_chrX_53241022__ADA_chr20_43280245	947
KDM5C_chrX_53241022__AKT1_chr14_105239686	358
KDM5C_chrX_53241022__ALK_chr2_29541172	311
KDM5C_chrX_53241022__ALK_chr2_30143522	559
KDM5C_chrX_53241022__ARID2_chr12_46254608	135
KDM5C_chrX_53241022__ATM_chr11_108098350	295
KDM5C_chrX_53241022__ATM_chr11_108098390	246
KDM5C_chrX_53241022__ATM_chr11_108098402	16
KDM5C_chrX_53241022__BCL2_chr18_60795945	1651
KDM5C_chrX_53241022__BCL2_chr18_60795960	179
KDM5C_chrX_53241022__BCL2_chr18_60985877	585
KDM5C_chrX_53241022__BRCA1_chr17_41256141	281
KDM5C_chrX_53241022__BRCA1_chr17_41267735	83
KDM5C_chrX_53241022__BRCA2_chr13_32914228	309
KDM5C_chrX_53241022__BTK_chrX_100626613	96
KDM5C_chrX_53241022__BTK_chrX_100645534	215
KDM5C_chrX_53241022__CDH1_chr16_68772250	193
KDM5C_chrX_53241022__CDK4_chr12_58143253	34
KDM5C_chrX_53241022__CDK4_chr12_58145497	124
KDM5C_chrX_53241022__CDK6_chr7_92252365	252
KDM5C_chrX_53241022__CDK6_chr7_92462628	188
KDM5C_chrX_53241022__CDK9_chr9_130548998	499
KDM5C_chrX_53241022__CDKN1B_chr12_12870931	163
KDM5C_chrX_53241022__CDKN2A_chr9_21971100	305
KDM5C_chrX_53241022__CHEK1_chr11_125499147	346
KDM5C_chrX_53241022__CHEK2_chr22_29090029	61
KDM5C_chrX_53241022__EGFR_chr7_55209986	867
KDM5C_chrX_53241022__EGFR_chr7_55209992	249
KDM5C_chrX_53241022__ERBB2_chr17_37855800	68
KDM5C_chrX_53241022__ERBB2_chr17_37868292	141
KDM5C_chrX_53241022__FGFR2_chr10_123298118	711
KDM5C_chrX_53241022__FGFR2_chr10_123298215	1617
KDM5C_chrX_53241022__FGFR2_chr10_123353328	276
KDM5C_chrX_53241022__FGFR3_chr4_1795655	307
KDM5C_chrX_53241022__FLT3_chr13_28636131	203
KDM5C_chrX_53241022__FLT3_chr13_28674643	129
KDM5C_chrX_53241022__FNTA_chr8_42914260	18
KDM5C_chrX_53241022__FNTA_chr8_42924781	130
KDM5C_chrX_53241022__GATA3_chr10_8097790	50
KDM5C_chrX_53241022__HDAC6_chrX_48661385	527
KDM5C_chrX_53241022__HDAC6_chrX_48674389	230
KDM5C_chrX_53241022__HSP90AA1_chr14_102551760	171
KDM5C_chrX_53241022__IGF1R_chr15_99434664	555
KDM5C_chrX_53241022__IGF1R_chr15_99434807	156
KDM5C_chrX_53241022__JAK2_chr9_5021970	33
KDM5C_chrX_53241022__KIT_chr4_55524176	266
KDM5C_chrX_53241022__KMT2D_chr12_49448161	25
KDM5C_chrX_53241022__KMT2D_chr12_49448168	1157
KDM5C_chrX_53241022__KMT2D_chr12_49448468	266
KDM5C_chrX_53241022__MAP2K1_chr15_66679721	185
KDM5C_chrX_53241022__MAP2K1_chr15_66679728	58
KDM5C_chrX_53241022__MAP3K1_chr5_56111382	135
KDM5C_chrX_53241022__MAP3K1_chr5_56152466	25
KDM5C_chrX_53241022__MAP3K1_chr5_56152485	1332
KDM5C_chrX_53241022__MET_chr7_116339123	112
KDM5C_chrX_53241022__MET_chr7_116340207	406
KDM5C_chrX_53241022__MLH1_chr3_37038179	612
KDM5C_chrX_53241022__MLH1_chr3_37045912	30
KDM5C_chrX_53241022__MSH6_chr2_48010356	150
KDM5C_chrX_53241022__MSH6_chr2_48018111	3613
KDM5C_chrX_53241022__MSH6_chr2_48018154	42
KDM5C_chrX_53241022__MTOR_chr1_11317010	627
KDM5C_chrX_53241022__MTOR_chr1_11317149	38
KDM5C_chrX_53241022__MTOR_chr1_11319459	156
KDM5C_chrX_53241022__NF1_chr17_29422308	127
KDM5C_chrX_53241022__NF1_chr17_29483039	133
KDM5C_chrX_53241022__NonTargetingControlGuideForHuman0362	595
KDM5C_chrX_53241022__NonTargetingControlGuideForHuman0412	669
KDM5C_chrX_53241022__PARP1_chr1_226578249	346
KDM5C_chrX_53241022__PARP1_chr1_226595581	191
KDM5C_chrX_53241022__PBRM1_chr3_52696257	17
KDM5C_chrX_53241022__PBRM1_chr3_52713723	363
KDM5C_chrX_53241022__PDGFRA_chr4_55124932	597
KDM5C_chrX_53241022__PDGFRA_chr4_55124963	431
KDM5C_chrX_53241022__PDGFRA_chr4_55129914	187
KDM5C_chrX_53241022__PIK3CA_chr3_178919070	38
KDM5C_chrX_53241022__PIK3CA_chr3_178919167	80
KDM5C_chrX_53241022__PIK3R1_chr5_67522521	181
KDM5C_chrX_53241022__PIK3R1_chr5_67576410	34
KDM5C_chrX_53241022__PIK3R1_chr5_67576421	97
KDM5C_chrX_53241022__PTEN_chr10_89653786	520
KDM5C_chrX_53241022__PTEN_chr10_89711868	504
KDM5C_chrX_53241022__RB1_chr13_48878054	35
KDM5C_chrX_53241022__ROR1_chr1_64240072	440
KDM5C_chrX_53241022__RPS6KB1_chr17_57970538	711
KDM5C_chrX_53241022__RPS6KB1_chr17_57987949	445
KDM5C_chrX_53241022__RRM2_chr2_10262728	55
KDM5C_chrX_53241022__RUNX1_chr21_36252860	156
KDM5C_chrX_53241022__RUNX1_chr21_36252902	50
KDM5C_chrX_53241022__SETD2_chr3_47142951	53
KDM5C_chrX_53241022__SETD2_chr3_47142972	91
KDM5C_chrX_53241022__SETD2_chr3_47205411	48
KDM5C_chrX_53241022__SMAD4_chr18_48573460	508
KDM5C_chrX_53241022__SMAD4_chr18_48586241	31
KDM5C_chrX_53241022__SMARCA4_chr19_11094819	350
KDM5C_chrX_53241022__SMARCB1_chr22_24133949	319
KDM5C_chrX_53241022__SMARCB1_chr22_24133993	1218
KDM5C_chrX_53241022__SMO_chr7_128828974	169
KDM5C_chrX_53241022__SMO_chr7_128845117	142
KDM5C_chrX_53241022__SRC_chr20_36022600	169
KDM5C_chrX_53241022__TP53_chr17_7579881	75
KDM5C_chrX_53241022__TSC1_chr9_135804256	29
KDM5C_chrX_53241022__VEGFA_chr6_43742108	434
KDM5C_chrX_53241022__VHL_chr3_10183518	145
KDM5C_chrX_53241022__VHL_chr3_10183791	388
KDM5C_chrX_53241022__WEE1_chr11_9595462	107
KDM5C_chrX_53241022__WEE1_chr11_9595542	87
KDM5C_chrX_53241022__WEE1_chr11_9595845	46
KDM5C_chrX_53254068__ADA_chr20_43257696	413
KDM5C_chrX_53254068__ADA_chr20_43257769	206
KDM5C_chrX_53254068__AKT1_chr14_105239609	895
KDM5C_chrX_53254068__AKT1_chr14_105258968	832
KDM5C_chrX_53254068__ALK_chr2_29541171	42
KDM5C_chrX_53254068__APC_chr5_112043408	1667
KDM5C_chrX_53254068__APC_chr5_112102023	98
KDM5C_chrX_53254068__APC_chr5_112102933	255
KDM5C_chrX_53254068__ARID1A_chr1_27022876	141
KDM5C_chrX_53254068__ARID1A_chr1_27056288	556
KDM5C_chrX_53254068__ARID2_chr12_46123614	42
KDM5C_chrX_53254068__ARID2_chr12_46205318	379
KDM5C_chrX_53254068__ATM_chr11_108098350	33
KDM5C_chrX_53254068__ATM_chr11_108098390	121
KDM5C_chrX_53254068__BCL2_chr18_60795960	828
KDM5C_chrX_53254068__BCL2_chr18_60985877	346
KDM5C_chrX_53254068__BRAF_chr7_140508787	392
KDM5C_chrX_53254068__BRAF_chr7_140534469	1422
KDM5C_chrX_53254068__BRCA1_chr17_41276018	735
KDM5C_chrX_53254068__BRCA2_chr13_32912006	59
KDM5C_chrX_53254068__BRD4_chr19_15376361	802
KDM5C_chrX_53254068__BRD4_chr19_15376403	1317
KDM5C_chrX_53254068__BRD4_chr19_15383894	54
KDM5C_chrX_53254068__BTK_chrX_100626613	432
KDM5C_chrX_53254068__CASP8_chr2_202123033	286
KDM5C_chrX_53254068__CASP8_chr2_202134297	927
KDM5C_chrX_53254068__CDH1_chr16_68771300	211
KDM5C_chrX_53254068__CDH1_chr16_68772250	302
KDM5C_chrX_53254068__CDH1_chr16_68772255	1292
KDM5C_chrX_53254068__CDK4_chr12_58143253	534
KDM5C_chrX_53254068__CDK4_chr12_58144705	334
KDM5C_chrX_53254068__CDK9_chr9_130548409	851
KDM5C_chrX_53254068__CDK9_chr9_130550235	359
KDM5C_chrX_53254068__CDKN1B_chr12_12870777	228
KDM5C_chrX_53254068__CDKN1B_chr12_12871196	213
KDM5C_chrX_53254068__CDKN2A_chr9_21968726	580
KDM5C_chrX_53254068__CHEK1_chr11_125496687	225
KDM5C_chrX_53254068__CHEK2_chr22_29130694	534
KDM5C_chrX_53254068__DHFR_chr5_79949819	205
KDM5C_chrX_53254068__DHFR_chr5_79950216	1049
KDM5C_chrX_53254068__DHFR_chr5_79950217	373
KDM5C_chrX_53254068__EGFR_chr7_55086962	578
KDM5C_chrX_53254068__EGFR_chr7_55209986	780
KDM5C_chrX_53254068__ERBB2_chr17_37868221	744
KDM5C_chrX_53254068__ERBB2_chr17_37868292	153
KDM5C_chrX_53254068__FGFR3_chr4_1795735	308
KDM5C_chrX_53254068__FGFR3_chr4_1795736	85
KDM5C_chrX_53254068__FLT3_chr13_28636172	210
KDM5C_chrX_53254068__FLT3_chr13_28674643	939
KDM5C_chrX_53254068__FNTA_chr8_42911471	40
KDM5C_chrX_53254068__GATA3_chr10_8097612	504
KDM5C_chrX_53254068__GATA3_chr10_8097722	476
KDM5C_chrX_53254068__HDAC1_chr1_32757816	634
KDM5C_chrX_53254068__HDAC1_chr1_32792601	181
KDM5C_chrX_53254068__HDAC2_chr6_114266539	378
KDM5C_chrX_53254068__HDAC6_chrX_48661089	301
KDM5C_chrX_53254068__HDAC6_chrX_48674389	1981
KDM5C_chrX_53254068__HSP90AA1_chr14_102551760	535
KDM5C_chrX_53254068__HSP90AA1_chr14_102552141	450
KDM5C_chrX_53254068__HSP90AA1_chr14_102605736	928
KDM5C_chrX_53254068__IGF1R_chr15_99192824	384
KDM5C_chrX_53254068__IGF1R_chr15_99434807	87
KDM5C_chrX_53254068__JAK2_chr9_5050721	402
KDM5C_chrX_53254068__KDM6A_chrX_44732838	686
KDM5C_chrX_53254068__KDM6A_chrX_44820615	239
KDM5C_chrX_53254068__KDM6A_chrX_44820616	148
KDM5C_chrX_53254068__KIT_chr4_55524164	236
KDM5C_chrX_53254068__KIT_chr4_55524229	47
KDM5C_chrX_53254068__KMT2D_chr12_49448161	1447
KDM5C_chrX_53254068__MAP2K1_chr15_66679756	257
KDM5C_chrX_53254068__MET_chr7_116340188	176
KDM5C_chrX_53254068__MLH1_chr3_37045912	344
KDM5C_chrX_53254068__MTOR_chr1_11319459	451
KDM5C_chrX_53254068__NF1_chr17_29483038	993
KDM5C_chrX_53254068__NonTargetingControlGuideForHuman0362	455
KDM5C_chrX_53254068__NonTargetingControlGuideForHuman0412	317
KDM5C_chrX_53254068__PARP1_chr1_226578249	518
KDM5C_chrX_53254068__PARP1_chr1_226578301	35
KDM5C_chrX_53254068__PBRM1_chr3_52696257	355
KDM5C_chrX_53254068__PBRM1_chr3_52702516	64
KDM5C_chrX_53254068__PIK3CA_chr3_178916614	198
KDM5C_chrX_53254068__PRKDC_chr8_48686398	285
KDM5C_chrX_53254068__PRKDC_chr8_48686781	953
KDM5C_chrX_53254068__PRKDC_chr8_48872683	198
KDM5C_chrX_53254068__RB1_chr13_48934148	798
KDM5C_chrX_53254068__RB1_chr13_48936969	170
KDM5C_chrX_53254068__ROR1_chr1_64240089	899
KDM5C_chrX_53254068__RPS6KB1_chr17_57987949	991
KDM5C_chrX_53254068__RRM2_chr2_10262940	1107
KDM5C_chrX_53254068__RRM2_chr2_10262957	59
KDM5C_chrX_53254068__RUNX1_chr21_36252860	218
KDM5C_chrX_53254068__RUNX1_chr21_36421144	799
KDM5C_chrX_53254068__SMAD4_chr18_48573460	112
KDM5C_chrX_53254068__SMAD4_chr18_48575673	47
KDM5C_chrX_53254068__SMAD4_chr18_48586241	642
KDM5C_chrX_53254068__SMARCA4_chr19_11095011	1995
KDM5C_chrX_53254068__SMO_chr7_128828974	151
KDM5C_chrX_53254068__SMO_chr7_128845117	97
KDM5C_chrX_53254068__SRC_chr20_36012562	1668
KDM5C_chrX_53254068__TOP1_chr20_39657693	795
KDM5C_chrX_53254068__TOP1_chr20_39690055	32
KDM5C_chrX_53254068__TOP1_chr20_39690109	573
KDM5C_chrX_53254068__TP53_chr17_7578373	140
KDM5C_chrX_53254068__TSC1_chr9_135796748	1524
KDM5C_chrX_53254068__TSC1_chr9_135796796	460
KDM5C_chrX_53254068__TSC1_chr9_135804256	402
KDM5C_chrX_53254068__TYMS_chr18_657730	432
KDM5C_chrX_53254068__TYMS_chr18_659665	1275
KDM5C_chrX_53254068__VEGFA_chr6_43738425	836
KDM6A_chrX_44732838__ABL1_chr9_133589790	107
KDM6A_chrX_44732838__ABL1_chr9_133738356	1168
KDM6A_chrX_44732838__ADA_chr20_43257769	973
KDM6A_chrX_44732838__AKT1_chr14_105239609	59
KDM6A_chrX_44732838__ALK_chr2_29541171	51
KDM6A_chrX_44732838__ALK_chr2_29541172	39
KDM6A_chrX_44732838__ALK_chr2_30143522	83
KDM6A_chrX_44732838__APC_chr5_112102023	25
KDM6A_chrX_44732838__APC_chr5_112102933	40
KDM6A_chrX_44732838__ARID1A_chr1_27056286	65
KDM6A_chrX_44732838__ARID2_chr12_46123614	23
KDM6A_chrX_44732838__ARID2_chr12_46205318	772
KDM6A_chrX_44732838__ATM_chr11_108098350	261
KDM6A_chrX_44732838__ATM_chr11_108098390	144
KDM6A_chrX_44732838__BCL2_chr18_60795960	263
KDM6A_chrX_44732838__BRAF_chr7_140508787	323
KDM6A_chrX_44732838__BRAF_chr7_140534469	254
KDM6A_chrX_44732838__BRAF_chr7_140624501	183
KDM6A_chrX_44732838__BRCA1_chr17_41256141	280
KDM6A_chrX_44732838__BRCA1_chr17_41276018	81
KDM6A_chrX_44732838__BRCA2_chr13_32890586	503
KDM6A_chrX_44732838__BRCA2_chr13_32914228	21
KDM6A_chrX_44732838__BRD4_chr19_15376361	137
KDM6A_chrX_44732838__BRD4_chr19_15383894	210
KDM6A_chrX_44732838__BTK_chrX_100626613	45
KDM6A_chrX_44732838__CASP8_chr2_202131404	42
KDM6A_chrX_44732838__CDH1_chr16_68771300	237
KDM6A_chrX_44732838__CDH1_chr16_68772250	177
KDM6A_chrX_44732838__CDK4_chr12_58143253	387
KDM6A_chrX_44732838__CDK4_chr12_58144705	180
KDM6A_chrX_44732838__CDK6_chr7_92244474	60
KDM6A_chrX_44732838__CDK6_chr7_92462628	71
KDM6A_chrX_44732838__CDK9_chr9_130548409	412
KDM6A_chrX_44732838__CDK9_chr9_130550235	409
KDM6A_chrX_44732838__CDKN1B_chr12_12871196	453
KDM6A_chrX_44732838__CDKN2A_chr9_21968726	535
KDM6A_chrX_44732838__CHEK1_chr11_125499147	225
KDM6A_chrX_44732838__CHEK2_chr22_29090029	1839
KDM6A_chrX_44732838__DHFR_chr5_79950216	433
KDM6A_chrX_44732838__DHFR_chr5_79950217	636
KDM6A_chrX_44732838__EGFR_chr7_55086962	679
KDM6A_chrX_44732838__FGFR2_chr10_123298215	213
KDM6A_chrX_44732838__FGFR3_chr4_1795736	1205
KDM6A_chrX_44732838__FLT3_chr13_28636131	127
KDM6A_chrX_44732838__FLT3_chr13_28636172	175
KDM6A_chrX_44732838__FLT3_chr13_28674643	127
KDM6A_chrX_44732838__FNTA_chr8_42911471	362
KDM6A_chrX_44732838__FNTA_chr8_42924781	535
KDM6A_chrX_44732838__GATA3_chr10_8097612	119
KDM6A_chrX_44732838__GATA3_chr10_8097722	448
KDM6A_chrX_44732838__HDAC1_chr1_32757816	86
KDM6A_chrX_44732838__HDAC2_chr6_114266539	267
KDM6A_chrX_44732838__HDAC6_chrX_48661089	120
KDM6A_chrX_44732838__HDAC6_chrX_48674389	406
KDM6A_chrX_44732838__HSP90AA1_chr14_102551760	182
KDM6A_chrX_44732838__HSP90AA1_chr14_102605736	1461
KDM6A_chrX_44732838__IGF1R_chr15_99192824	199
KDM6A_chrX_44732838__IGF1R_chr15_99434807	225
KDM6A_chrX_44732838__JAK2_chr9_5050721	827
KDM6A_chrX_44732838__KDM5C_chrX_53241022	145
KDM6A_chrX_44732838__KMT2D_chr12_49448161	149
KDM6A_chrX_44732838__MAP2K1_chr15_66679721	73
KDM6A_chrX_44732838__MAP2K1_chr15_66679728	109
KDM6A_chrX_44732838__MAP2K1_chr15_66679756	116
KDM6A_chrX_44732838__MAP3K1_chr5_56111382	224
KDM6A_chrX_44732838__MAP3K1_chr5_56152466	52
KDM6A_chrX_44732838__MET_chr7_116340207	289
KDM6A_chrX_44732838__MLH1_chr3_37045912	42
KDM6A_chrX_44732838__MSH6_chr2_48018111	330
KDM6A_chrX_44732838__MTOR_chr1_11317149	290
KDM6A_chrX_44732838__MTOR_chr1_11319459	180
KDM6A_chrX_44732838__NF1_chr17_29483038	77
KDM6A_chrX_44732838__NF1_chr17_29483039	43
KDM6A_chrX_44732838__NonTargetingControlGuideForHuman0352	447
KDM6A_chrX_44732838__PARP1_chr1_226578249	596
KDM6A_chrX_44732838__PARP1_chr1_226578301	299
KDM6A_chrX_44732838__PARP1_chr1_226595581	51
KDM6A_chrX_44732838__PBRM1_chr3_52696257	42
KDM6A_chrX_44732838__PBRM1_chr3_52702516	319
KDM6A_chrX_44732838__PBRM1_chr3_52713723	17
KDM6A_chrX_44732838__PDGFRA_chr4_55124963	1674
KDM6A_chrX_44732838__PIK3CA_chr3_178916614	340
KDM6A_chrX_44732838__PIK3CA_chr3_178919167	117
KDM6A_chrX_44732838__PIK3R1_chr5_67522521	35
KDM6A_chrX_44732838__PRKDC_chr8_48872683	799
KDM6A_chrX_44732838__RB1_chr13_48878054	30
KDM6A_chrX_44732838__RB1_chr13_48934148	105
KDM6A_chrX_44732838__RB1_chr13_48936969	50
KDM6A_chrX_44732838__RPS6KB1_chr17_57987949	260
KDM6A_chrX_44732838__RUNX1_chr21_36421144	42
KDM6A_chrX_44732838__SMAD4_chr18_48586241	73
KDM6A_chrX_44732838__SMARCB1_chr22_24133949	68
KDM6A_chrX_44732838__SMARCB1_chr22_24133993	40
KDM6A_chrX_44732838__SMO_chr7_128828974	300
KDM6A_chrX_44732838__SMO_chr7_128845117	267
KDM6A_chrX_44732838__SRC_chr20_36012562	157
KDM6A_chrX_44732838__TOP1_chr20_39657693	1331
KDM6A_chrX_44732838__TOP1_chr20_39690055	229
KDM6A_chrX_44732838__TP53_chr17_7578373	126
KDM6A_chrX_44732838__TSC1_chr9_135796748	559
KDM6A_chrX_44732838__TSC1_chr9_135796796	617
KDM6A_chrX_44732838__TYMS_chr18_657730	316
KDM6A_chrX_44732838__TYMS_chr18_659665	780
KDM6A_chrX_44732838__VHL_chr3_10183773	323
KDM6A_chrX_44732838__VHL_chr3_10183791	480
KDM6A_chrX_44732838__WEE1_chr11_9595462	200
KDM6A_chrX_44732838__WEE1_chr11_9595542	233
KDM6A_chrX_44820615__ABL1_chr9_133738283	47
KDM6A_chrX_44820615__ABL1_chr9_133738356	153
KDM6A_chrX_44820615__ADA_chr20_43257769	1104
KDM6A_chrX_44820615__AKT1_chr14_105258968	67
KDM6A_chrX_44820615__ALK_chr2_29541171	18
KDM6A_chrX_44820615__ALK_chr2_30143522	417
KDM6A_chrX_44820615__APC_chr5_112102933	312
KDM6A_chrX_44820615__ARID1A_chr1_27022876	339
KDM6A_chrX_44820615__ARID1A_chr1_27056288	657
KDM6A_chrX_44820615__BCL2_chr18_60795945	83
KDM6A_chrX_44820615__BRAF_chr7_140508787	70
KDM6A_chrX_44820615__BRAF_chr7_140534469	385
KDM6A_chrX_44820615__BRCA1_chr17_41267735	225
KDM6A_chrX_44820615__BRCA1_chr17_41276018	32
KDM6A_chrX_44820615__BRCA2_chr13_32912006	421
KDM6A_chrX_44820615__BRCA2_chr13_32914228	89
KDM6A_chrX_44820615__BRD4_chr19_15383894	583
KDM6A_chrX_44820615__BTK_chrX_100645534	392
KDM6A_chrX_44820615__CASP8_chr2_202134297	38
KDM6A_chrX_44820615__CDH1_chr16_68771300	147
KDM6A_chrX_44820615__CDH1_chr16_68772255	126
KDM6A_chrX_44820615__CDK4_chr12_58143253	142
KDM6A_chrX_44820615__CDK4_chr12_58144705	50
KDM6A_chrX_44820615__CDK6_chr7_92252365	946
KDM6A_chrX_44820615__CDK9_chr9_130548409	52
KDM6A_chrX_44820615__CDKN1B_chr12_12870931	184
KDM6A_chrX_44820615__CDKN2A_chr9_21994327	252
KDM6A_chrX_44820615__CHEK1_chr11_125496687	13
KDM6A_chrX_44820615__CHEK1_chr11_125499147	352
KDM6A_chrX_44820615__CHEK2_chr22_29130694	65
KDM6A_chrX_44820615__DHFR_chr5_79950216	1070
