construct_id	UCTAt1-2_S4_trimmed53_len_filtered_counts	UCAt1-2_S2_trimmed53_len_filtered_counts	UCBt1-2_S3_trimmed53_len_filtered_counts	UCTBt1-2_S5_trimmed53_len_filtered_counts	UPt1-2_S1_trimmed53_len_filtered_counts
IGF1R_chr15_99434664__PTEN_chr10_89685297	82	411	473	4	873
IGF1R_chr15_99434664__RB1_chr13_48934148	2164	351	146	4	3
IGF1R_chr15_99434664__RB1_chr13_48936969	136	43	789	532	158
IGF1R_chr15_99434664__ROR1_chr1_64240089	113	988	308	2	577
IGF1R_chr15_99434664__ROR1_chr1_64240143	78	31	131	3	631
IGF1R_chr15_99434664__RPS6KB1_chr17_57987922	6513	552	599	666	200
IGF1R_chr15_99434664__RRM2_chr2_10262940	0	608	277	1865	703
IGF1R_chr15_99434664__RRM2_chr2_10262957	4	20	35	1	102
IGF1R_chr15_99434664__RUNX1_chr21_36252902	2	254	202	181	276
IGF1R_chr15_99434664__RUNX1_chr21_36421144	514	1189	959	5	504
IGF1R_chr15_99434664__SETD2_chr3_47142972	1	2	99	0	2
IGF1R_chr15_99434664__SMAD4_chr18_48575673	1	338	279	2	107
IGF1R_chr15_99434664__SMARCA4_chr19_11094851	2	10	172	2	1
IGF1R_chr15_99434664__SMARCA4_chr19_11095011	1598	840	87	647	953
IGF1R_chr15_99434664__SMARCB1_chr22_24129339	1	10	311	4	461
IGF1R_chr15_99434664__SMO_chr7_128845081	0	277	338	1403	3
IGF1R_chr15_99434664__SRC_chr20_36012562	0	61	300	1344	6
IGF1R_chr15_99434664__SRC_chr20_36014563	203	388	227	3	353
IGF1R_chr15_99434664__TOP1_chr20_39657693	3	911	853	628	116
IGF1R_chr15_99434664__TOP1_chr20_39690055	3	447	61	124	160
IGF1R_chr15_99434664__TP53_chr17_7577537	1080	1153	453	648	247
IGF1R_chr15_99434664__TP53_chr17_7578373	2	267	651	1	446
IGF1R_chr15_99434664__TSC1_chr9_135796748	563	614	94	4	165
IGF1R_chr15_99434664__TSC1_chr9_135796796	285	11	50	1	328
IGF1R_chr15_99434664__TYMS_chr18_657730	722	1871	556	818	1521
IGF1R_chr15_99434664__TYMS_chr18_659656	265	2147	637	3	628
IGF1R_chr15_99434664__TYMS_chr18_659665	108	725	482	540	577
IGF1R_chr15_99434664__VEGFA_chr6_43738425	280	147	94	48	130
IGF1R_chr15_99434664__VEGFA_chr6_43742077	588	613	932	258	3172
IGF1R_chr15_99434664__VHL_chr3_10183773	365	53	402	1	764
IGF1R_chr15_99434664__WEE1_chr11_9595845	473	233	252	3	230
IGF1R_chr15_99434807__ABL1_chr9_133589790	255	15	132	356	135
IGF1R_chr15_99434807__ABL1_chr9_133738356	0	318	526	54	1867
IGF1R_chr15_99434807__ADA_chr20_43257696	3218	21	177	17	243
IGF1R_chr15_99434807__ADA_chr20_43257769	6	675	185	92	1
IGF1R_chr15_99434807__AKT1_chr14_105239609	521	334	794	1055	259
IGF1R_chr15_99434807__ALK_chr2_30143522	201	209	220	6	59
IGF1R_chr15_99434807__APC_chr5_112102023	897	4	49	1	192
IGF1R_chr15_99434807__APC_chr5_112102933	6	396	309	213	21
IGF1R_chr15_99434807__ARID1A_chr1_27022876	1346	477	457	2	67
IGF1R_chr15_99434807__ARID2_chr12_46123614	0	2	348	289	374
IGF1R_chr15_99434807__ARID2_chr12_46205318	93	1236	614	643	41
IGF1R_chr15_99434807__ARID2_chr12_46254608	9	1180	477	1314	161
IGF1R_chr15_99434807__ATM_chr11_108098390	0	211	133	6	128
IGF1R_chr15_99434807__BCL2_chr18_60795960	639	55	109	597	0
IGF1R_chr15_99434807__BRAF_chr7_140534469	306	1800	760	1612	734
IGF1R_chr15_99434807__BRAF_chr7_140624501	1174	522	130	1	416
IGF1R_chr15_99434807__BRCA1_chr17_41276018	1676	86	512	1951	222
IGF1R_chr15_99434807__BRCA2_chr13_32890586	1	3	53	1003	84
IGF1R_chr15_99434807__BRCA2_chr13_32914228	250	667	202	1	30
IGF1R_chr15_99434807__BRD4_chr19_15376361	1817	452	679	4	2
IGF1R_chr15_99434807__BRD4_chr19_15376403	0	69	195	1	1
IGF1R_chr15_99434807__BTK_chrX_100626613	1	88	15	650	1
IGF1R_chr15_99434807__CASP8_chr2_202131404	7	2499	937	1	676
IGF1R_chr15_99434807__CASP8_chr2_202134297	1	335	242	411	65
IGF1R_chr15_99434807__CDH1_chr16_68771300	461	169	744	88	1
IGF1R_chr15_99434807__CDH1_chr16_68772250	29	606	339	305	180
IGF1R_chr15_99434807__CDH1_chr16_68772255	0	0	5	0	0
IGF1R_chr15_99434807__CDK4_chr12_58143253	0	435	195	1171	0
IGF1R_chr15_99434807__CDK6_chr7_92462628	77	116	201	642	83
IGF1R_chr15_99434807__CDK9_chr9_130548409	748	4	224	222	240
IGF1R_chr15_99434807__CDK9_chr9_130550235	10	21	89	4	0
IGF1R_chr15_99434807__CDKN1B_chr12_12870777	0	251	10	158	27
IGF1R_chr15_99434807__CDKN1B_chr12_12871196	1	242	247	7	162
IGF1R_chr15_99434807__CDKN2A_chr9_21968726	297	747	491	1020	993
IGF1R_chr15_99434807__CHEK1_chr11_125496644	257	29	558	183	114
IGF1R_chr15_99434807__CHEK1_chr11_125496687	2	6	93	3	1
IGF1R_chr15_99434807__CHEK2_chr22_29085137	633	571	579	640	136
IGF1R_chr15_99434807__CHEK2_chr22_29090029	169	1424	597	543	32
IGF1R_chr15_99434807__CHEK2_chr22_29130694	0	427	129	2	2
IGF1R_chr15_99434807__DHFR_chr5_79950217	224	372	402	531	280
IGF1R_chr15_99434807__EGFR_chr7_55209986	449	116	526	372	199
IGF1R_chr15_99434807__ERBB2_chr17_37855800	455	201	300	1010	46
IGF1R_chr15_99434807__ERBB2_chr17_37868221	9	1320	514	1	181
IGF1R_chr15_99434807__ERBB2_chr17_37868292	325	135	185	630	80
IGF1R_chr15_99434807__FGFR2_chr10_123298118	2	367	445	2784	1
IGF1R_chr15_99434807__FGFR3_chr4_1795655	42	458	67	659	266
IGF1R_chr15_99434807__FGFR3_chr4_1795735	2	57	308	114	612
IGF1R_chr15_99434807__FLT3_chr13_28636172	17	880	159	350	201
IGF1R_chr15_99434807__FLT3_chr13_28674643	696	446	270	5	599
IGF1R_chr15_99434807__FNTA_chr8_42911471	429	182	342	475	120
IGF1R_chr15_99434807__GATA3_chr10_8097612	11	3	284	4	428
IGF1R_chr15_99434807__GATA3_chr10_8097722	79	75	262	851	297
IGF1R_chr15_99434807__GATA3_chr10_8097790	1	3	253	367	561
IGF1R_chr15_99434807__HDAC1_chr1_32757816	732	2199	547	259	84
IGF1R_chr15_99434807__HDAC1_chr1_32792601	3	502	609	1344	451
IGF1R_chr15_99434807__HDAC2_chr6_114266539	7	2813	932	3396	569
IGF1R_chr15_99434807__HDAC6_chrX_48661089	1758	725	562	5	479
IGF1R_chr15_99434807__HDAC6_chrX_48661385	49	62	501	1097	271
IGF1R_chr15_99434807__HSP90AA1_chr14_102551760	177	1695	374	1	432
IGF1R_chr15_99434807__HSP90AA1_chr14_102552141	68	2	124	264	0
IGF1R_chr15_99434807__HSP90AA1_chr14_102605736	1024	262	1051	109	710
IGF1R_chr15_99434807__KDM6A_chrX_44820615	11	16	700	279	632
IGF1R_chr15_99434807__KIT_chr4_55524176	2	708	437	27	23
IGF1R_chr15_99434807__KMT2D_chr12_49448168	678	144	493	803	0
IGF1R_chr15_99434807__MAP2K1_chr15_66679721	763	338	359	5	5
IGF1R_chr15_99434807__MAP2K1_chr15_66679756	1	12	13	3	5
IGF1R_chr15_99434807__MAP3K1_chr5_56152485	1362	90	313	198	2
IGF1R_chr15_99434807__MET_chr7_116340188	1	128	169	283	0
IGF1R_chr15_99434807__MLH1_chr3_37045912	29	1031	218	77	1
IGF1R_chr15_99434807__MSH6_chr2_48010356	191	349	591	3	105
IGF1R_chr15_99434807__MTOR_chr1_11317149	249	328	163	329	1418
IGF1R_chr15_99434807__MTOR_chr1_11319459	409	793	365	872	85
IGF1R_chr15_99434807__NF1_chr17_29422308	255	346	563	9	1354
IGF1R_chr15_99434807__NF1_chr17_29483038	9	4	15	1	368
IGF1R_chr15_99434807__NF1_chr17_29483039	200	2200	406	1	1
IGF1R_chr15_99434807__NonTargetingControlGuideForHuman0362	1025	605	313	878	141
IGF1R_chr15_99434807__NonTargetingControlGuideForHuman0412	1158	136	451	5	2
IGF1R_chr15_99434807__PARP1_chr1_226578301	4	17	19	202	15
IGF1R_chr15_99434807__PBRM1_chr3_52702516	1	3	149	4	561
IGF1R_chr15_99434807__PBRM1_chr3_52713723	535	344	442	2186	42
IGF1R_chr15_99434807__PDGFRA_chr4_55129914	289	1639	901	4	47
IGF1R_chr15_99434807__PIK3CA_chr3_178916614	2	934	395	568	261
IGF1R_chr15_99434807__PIK3CA_chr3_178919070	0	3	24	1	14
IGF1R_chr15_99434807__PIK3R1_chr5_67522521	1	1	392	1	222
IGF1R_chr15_99434807__PIK3R1_chr5_67576421	52	2	226	2	2
IGF1R_chr15_99434807__PRKDC_chr8_48686781	1203	505	1462	396	378
IGF1R_chr15_99434807__PTEN_chr10_89685297	192	942	464	7	694
IGF1R_chr15_99434807__RB1_chr13_48934148	96	5	159	66	1
IGF1R_chr15_99434807__ROR1_chr1_64240072	966	1168	187	1081	937
IGF1R_chr15_99434807__ROR1_chr1_64240089	428	1622	1145	315	3146
IGF1R_chr15_99434807__ROR1_chr1_64240143	5	289	524	299	69
IGF1R_chr15_99434807__RPS6KB1_chr17_57987922	1	754	371	286	77
IGF1R_chr15_99434807__RPS6KB1_chr17_57987949	500	1	267	236	2
IGF1R_chr15_99434807__RRM2_chr2_10262728	1	1165	67	2	369
IGF1R_chr15_99434807__RRM2_chr2_10262940	1407	471	551	703	606
IGF1R_chr15_99434807__RUNX1_chr21_36252860	1	920	789	909	22
IGF1R_chr15_99434807__RUNX1_chr21_36421144	356	880	309	509	227
IGF1R_chr15_99434807__SETD2_chr3_47142951	1	338	544	513	245
IGF1R_chr15_99434807__SETD2_chr3_47205411	97	190	552	695	748
IGF1R_chr15_99434807__SMAD4_chr18_48575673	18	77	269	681	18
IGF1R_chr15_99434807__SMARCA4_chr19_11094819	2412	1239	987	1084	375
IGF1R_chr15_99434807__SMARCB1_chr22_24133993	152	22	174	2	299
IGF1R_chr15_99434807__SMO_chr7_128828974	1208	1932	1848	1613	44
IGF1R_chr15_99434807__SMO_chr7_128845081	5968	1515	255	387	53
IGF1R_chr15_99434807__SMO_chr7_128845117	1	988	270	2	22
IGF1R_chr15_99434807__SRC_chr20_36014563	18	461	257	914	432
IGF1R_chr15_99434807__SRC_chr20_36022600	3	5	127	2	104
IGF1R_chr15_99434807__TP53_chr17_7578373	52	385	158	0	266
IGF1R_chr15_99434807__TP53_chr17_7579881	508	12	367	218	3
IGF1R_chr15_99434807__TSC1_chr9_135804256	2	51	8	92	4
IGF1R_chr15_99434807__VHL_chr3_10183773	264	161	488	234	702
IGF1R_chr15_99434807__VHL_chr3_10183791	2841	460	394	3	299
IGF1R_chr15_99434807__WEE1_chr11_9595542	0	141	523	288	5
IGF1R_chr15_99434807__WEE1_chr11_9595845	3	549	315	5	206
JAK2_chr9_5021970__ABL1_chr9_133589790	0	392	229	2	0
JAK2_chr9_5021970__ABL1_chr9_133738283	275	51	248	294	1
JAK2_chr9_5021970__ADA_chr20_43257696	45	223	203	3	358
JAK2_chr9_5021970__ADA_chr20_43257769	15	1538	679	1882	846
JAK2_chr9_5021970__ADA_chr20_43280245	47	285	606	1605	208
JAK2_chr9_5021970__AKT1_chr14_105258968	3	176	631	796	1021
JAK2_chr9_5021970__ALK_chr2_29541172	5	1616	383	3	7
JAK2_chr9_5021970__ARID1A_chr1_27056286	2160	4	228	1	3
JAK2_chr9_5021970__ARID1A_chr1_27056288	109	500	368	218	1
JAK2_chr9_5021970__ARID2_chr12_46205318	3	975	376	190	412
JAK2_chr9_5021970__ARID2_chr12_46254608	759	372	284	5	448
JAK2_chr9_5021970__ATM_chr11_108098350	535	72	194	0	213
JAK2_chr9_5021970__ATM_chr11_108098402	0	0	41	2	1
JAK2_chr9_5021970__BCL2_chr18_60795945	0	920	389	2914	3
JAK2_chr9_5021970__BRAF_chr7_140534469	2	172	477	723	46
JAK2_chr9_5021970__BRAF_chr7_140624501	0	1196	521	1354	5
JAK2_chr9_5021970__BTK_chrX_100629565	449	8	25	1	350
JAK2_chr9_5021970__BTK_chrX_100645534	3	870	544	1087	4
JAK2_chr9_5021970__CASP8_chr2_202123033	3246	163	961	277	305
JAK2_chr9_5021970__CDH1_chr16_68772255	1	2	70	1	393
JAK2_chr9_5021970__CDK4_chr12_58144705	19	13	424	844	715
JAK2_chr9_5021970__CDK4_chr12_58145497	49	330	524	2107	3
JAK2_chr9_5021970__CDK6_chr7_92244474	8079	470	409	1	118
JAK2_chr9_5021970__CDK6_chr7_92252365	225	5	486	335	1679
JAK2_chr9_5021970__CDK9_chr9_130548998	4	437	459	2	1
JAK2_chr9_5021970__CDKN1B_chr12_12870777	82	3	534	1	0
JAK2_chr9_5021970__CDKN1B_chr12_12870931	419	238	502	2	286
JAK2_chr9_5021970__CDKN2A_chr9_21968726	1	6	277	6	545
JAK2_chr9_5021970__CDKN2A_chr9_21994327	0	497	220	890	2
JAK2_chr9_5021970__CHEK1_chr11_125499147	334	653	518	5	258
JAK2_chr9_5021970__CHEK2_chr22_29090029	0	24	169	116	393
JAK2_chr9_5021970__CHEK2_chr22_29130694	636	1708	1018	716	443
JAK2_chr9_5021970__DHFR_chr5_79949819	3	2	18	1	0
JAK2_chr9_5021970__EGFR_chr7_55209992	19	618	452	2	4
JAK2_chr9_5021970__ERBB2_chr17_37855800	5	277	234	1299	3
JAK2_chr9_5021970__ERBB2_chr17_37868221	1950	1696	1536	4069	442
JAK2_chr9_5021970__ERBB2_chr17_37868292	956	573	176	397	46
JAK2_chr9_5021970__FGFR2_chr10_123298118	0	205	683	794	2
JAK2_chr9_5021970__FGFR3_chr4_1795655	167	598	206	2	29
JAK2_chr9_5021970__FLT3_chr13_28636131	111	271	369	6	2
JAK2_chr9_5021970__FLT3_chr13_28636172	784	710	240	3	1
JAK2_chr9_5021970__FNTA_chr8_42924781	77	369	518	3	175
JAK2_chr9_5021970__GATA3_chr10_8097790	136	459	325	1247	31
JAK2_chr9_5021970__HDAC1_chr1_32792637	12	494	633	381	672
JAK2_chr9_5021970__HDAC2_chr6_114266539	69	1644	386	514	97
JAK2_chr9_5021970__HDAC2_chr6_114267214	0	1033	470	1	462
JAK2_chr9_5021970__HDAC2_chr6_114292056	2	35	88	959	139
JAK2_chr9_5021970__HDAC6_chrX_48661385	53	264	872	1086	1146
JAK2_chr9_5021970__HDAC6_chrX_48674389	28	21	130	78	344
JAK2_chr9_5021970__HSP90AA1_chr14_102551760	0	4	662	1	126
JAK2_chr9_5021970__IGF1R_chr15_99434664	3	351	496	211	158
JAK2_chr9_5021970__IGF1R_chr15_99434807	40	1283	375	1	1
JAK2_chr9_5021970__KDM5C_chrX_53241021	0	1	30	799	0
JAK2_chr9_5021970__KDM5C_chrX_53254068	19	95	519	906	1127
JAK2_chr9_5021970__KDM6A_chrX_44732838	2	799	249	2	283
JAK2_chr9_5021970__KDM6A_chrX_44820615	102	1825	1185	2	411
JAK2_chr9_5021970__KDM6A_chrX_44820616	1	2475	363	346	1980
JAK2_chr9_5021970__KIT_chr4_55524176	1	0	176	37	185
JAK2_chr9_5021970__KIT_chr4_55524229	2	498	401	631	4
JAK2_chr9_5021970__KMT2D_chr12_49448168	3	9	474	4	72
JAK2_chr9_5021970__KMT2D_chr12_49448468	17	242	375	2241	693
JAK2_chr9_5021970__MAP2K1_chr15_66679721	934	303	686	209	57
JAK2_chr9_5021970__MAP2K1_chr15_66679756	1	170	414	115	3
JAK2_chr9_5021970__MAP3K1_chr5_56111382	0	5	62	0	8
JAK2_chr9_5021970__MAP3K1_chr5_56152466	1446	32	123	1	1
JAK2_chr9_5021970__MET_chr7_116339123	53	1574	539	177	35
JAK2_chr9_5021970__MET_chr7_116340207	1516	1448	807	1062	127
JAK2_chr9_5021970__MLH1_chr3_37035029	0	1556	1405	550	228
JAK2_chr9_5021970__MSH6_chr2_48018154	16	1200	115	5	158
JAK2_chr9_5021970__MTOR_chr1_11317149	3367	1280	1025	312	914
JAK2_chr9_5021970__MTOR_chr1_11319459	2	1	104	318	1
JAK2_chr9_5021970__NF1_chr17_29483039	1009	90	606	3	1046
JAK2_chr9_5021970__NonTargetingControlGuideForHuman0352	15	13	824	264	1068
JAK2_chr9_5021970__PARP1_chr1_226578301	9	1073	515	1204	1446
JAK2_chr9_5021970__PARP1_chr1_226595581	57	1083	794	1295	0
JAK2_chr9_5021970__PBRM1_chr3_52696257	1586	7	367	1910	460
JAK2_chr9_5021970__PBRM1_chr3_52713723	3	0	401	2	157
JAK2_chr9_5021970__PDGFRA_chr4_55124932	15	38	625	125	1722
JAK2_chr9_5021970__PDGFRA_chr4_55124963	26	69	356	4	108
JAK2_chr9_5021970__PIK3CA_chr3_178919070	78	19	223	1437	5
JAK2_chr9_5021970__PIK3CA_chr3_178919167	3	45	156	919	5
JAK2_chr9_5021970__PIK3R1_chr5_67522521	279	86	103	2	428
JAK2_chr9_5021970__PIK3R1_chr5_67576410	2	413	794	1441	186
JAK2_chr9_5021970__PRKDC_chr8_48686398	2	228	332	1622	270
JAK2_chr9_5021970__PTEN_chr10_89653786	0	10	37	9	1206
JAK2_chr9_5021970__PTEN_chr10_89685297	3057	25	459	8	139
JAK2_chr9_5021970__RB1_chr13_48878054	3	2586	1372	1009	1365
JAK2_chr9_5021970__RB1_chr13_48934148	55	4	198	1	308
JAK2_chr9_5021970__ROR1_chr1_64240072	2558	403	952	1472	201
JAK2_chr9_5021970__ROR1_chr1_64240143	172	22	527	336	11
JAK2_chr9_5021970__RPS6KB1_chr17_57970538	0	1	199	512	142
JAK2_chr9_5021970__RPS6KB1_chr17_57987922	348	297	251	1	161
JAK2_chr9_5021970__RPS6KB1_chr17_57987949	1028	2621	1683	3126	1405
JAK2_chr9_5021970__RRM2_chr2_10262728	82	1626	571	3	662
JAK2_chr9_5021970__RRM2_chr2_10262940	841	129	801	1246	509
JAK2_chr9_5021970__RUNX1_chr21_36252860	5	499	408	5	1044
JAK2_chr9_5021970__RUNX1_chr21_36252902	0	35	181	37	72
JAK2_chr9_5021970__SETD2_chr3_47142951	374	279	407	193	3
JAK2_chr9_5021970__SETD2_chr3_47142972	2	2	125	4	857
JAK2_chr9_5021970__SETD2_chr3_47205411	18	392	816	0	17
JAK2_chr9_5021970__SMAD4_chr18_48573460	0	25	543	111	3
JAK2_chr9_5021970__SMARCB1_chr22_24129339	16	728	289	3	4
JAK2_chr9_5021970__SMARCB1_chr22_24133993	2	17	267	530	92
JAK2_chr9_5021970__SMO_chr7_128845081	1	359	681	471	332
JAK2_chr9_5021970__TP53_chr17_7577537	2	562	579	2505	4
JAK2_chr9_5021970__TP53_chr17_7579881	332	4	282	47	182
JAK2_chr9_5021970__TSC1_chr9_135796748	299	2897	2278	1090	1785
JAK2_chr9_5021970__TYMS_chr18_657730	1090	879	875	3524	236
JAK2_chr9_5021970__TYMS_chr18_659656	155	384	71	0	849
JAK2_chr9_5021970__TYMS_chr18_659665	1	284	318	6	1349
JAK2_chr9_5021970__VEGFA_chr6_43742108	2032	349	693	3	80
JAK2_chr9_5021970__VHL_chr3_10183518	0	1121	536	6	0
JAK2_chr9_5050721__ABL1_chr9_133589790	2	1	132	2	10
JAK2_chr9_5050721__ABL1_chr9_133738283	568	263	328	3	97
JAK2_chr9_5050721__ABL1_chr9_133738356	113	7	234	823	6
JAK2_chr9_5050721__AKT1_chr14_105239686	222	1681	1171	1532	1497
JAK2_chr9_5050721__AKT1_chr14_105258968	3	52	2007	1431	801
JAK2_chr9_5050721__ALK_chr2_29541171	21	6	622	746	0
JAK2_chr9_5050721__APC_chr5_112102933	103	1	54	570	151
JAK2_chr9_5050721__ARID1A_chr1_27022876	2	1	486	268	0
JAK2_chr9_5050721__ARID1A_chr1_27056286	47	398	396	700	674
JAK2_chr9_5050721__ARID2_chr12_46205318	2	1289	1078	9	1611
JAK2_chr9_5050721__ARID2_chr12_46254608	283	1071	424	1	0
JAK2_chr9_5050721__ATM_chr11_108098350	202	402	316	1789	112
JAK2_chr9_5050721__ATM_chr11_108098390	209	759	398	4	163
JAK2_chr9_5050721__ATM_chr11_108098402	1	1	9	2	299
JAK2_chr9_5050721__BRCA1_chr17_41276018	138	940	395	207	286
JAK2_chr9_5050721__BRCA2_chr13_32890586	5332	26	476	9	844
JAK2_chr9_5050721__BRCA2_chr13_32912006	5	127	590	1240	439
JAK2_chr9_5050721__BRD4_chr19_15376361	1	2	125	5	588
JAK2_chr9_5050721__BTK_chrX_100626613	3	1245	745	1090	12
JAK2_chr9_5050721__BTK_chrX_100629565	1	873	555	1166	44
JAK2_chr9_5050721__BTK_chrX_100645534	14	61	406	591	306
JAK2_chr9_5050721__CASP8_chr2_202123033	4	1654	1267	45	291
JAK2_chr9_5050721__CASP8_chr2_202131404	2	179	638	2	1002
JAK2_chr9_5050721__CASP8_chr2_202134297	354	1478	952	816	511
JAK2_chr9_5050721__CDH1_chr16_68771300	467	534	337	902	2
JAK2_chr9_5050721__CDH1_chr16_68772255	0	4	60	1766	3
JAK2_chr9_5050721__CDK4_chr12_58144705	6	408	927	408	284
JAK2_chr9_5050721__CDK6_chr7_92244474	133	2086	1607	5	945
JAK2_chr9_5050721__CDK6_chr7_92252365	10	1076	1073	1250	1251
JAK2_chr9_5050721__CDK6_chr7_92462628	0	8	113	2	2
JAK2_chr9_5050721__CDK9_chr9_130548998	2	6	391	450	739
JAK2_chr9_5050721__CDKN1B_chr12_12870777	0	242	142	3	3
JAK2_chr9_5050721__CDKN1B_chr12_12870931	10	2	340	1414	181
JAK2_chr9_5050721__CDKN2A_chr9_21968726	131	37	212	51	0
JAK2_chr9_5050721__CDKN2A_chr9_21994327	4	9	426	344	1
JAK2_chr9_5050721__CHEK1_chr11_125496644	430	1800	672	4	2125
JAK2_chr9_5050721__CHEK1_chr11_125496687	6	32	406	3	362
JAK2_chr9_5050721__CHEK1_chr11_125499147	505	270	683	1055	1539
JAK2_chr9_5050721__CHEK2_chr22_29085137	1315	2385	793	1645	322
JAK2_chr9_5050721__DHFR_chr5_79949819	0	31	145	0	154
JAK2_chr9_5050721__DHFR_chr5_79950217	134	74	973	2829	268
JAK2_chr9_5050721__EGFR_chr7_55209992	224	379	361	699	3
JAK2_chr9_5050721__ERBB2_chr17_37855800	5	6	300	535	289
JAK2_chr9_5050721__ERBB2_chr17_37868221	539	942	339	1844	1246
JAK2_chr9_5050721__ERBB2_chr17_37868292	0	1102	602	5	1285
JAK2_chr9_5050721__FGFR2_chr10_123353328	12	654	859	514	4
JAK2_chr9_5050721__FGFR3_chr4_1795655	4962	588	997	4	258
JAK2_chr9_5050721__FGFR3_chr4_1795735	71	1389	1340	368	4
JAK2_chr9_5050721__FLT3_chr13_28636131	541	109	369	1114	1407
JAK2_chr9_5050721__FLT3_chr13_28674643	1273	424	459	878	506
JAK2_chr9_5050721__FNTA_chr8_42911471	33	587	117	1	229
JAK2_chr9_5050721__FNTA_chr8_42914260	44	153	116	1	176
JAK2_chr9_5050721__FNTA_chr8_42924781	244	1474	372	726	1
JAK2_chr9_5050721__GATA3_chr10_8097612	1	259	327	334	154
JAK2_chr9_5050721__GATA3_chr10_8097790	4	7	578	1086	1720
JAK2_chr9_5050721__HDAC1_chr1_32757816	931	889	606	136	262
JAK2_chr9_5050721__HDAC1_chr1_32792637	287	365	240	1675	930
JAK2_chr9_5050721__HDAC2_chr6_114267214	0	289	247	4	79
JAK2_chr9_5050721__HDAC2_chr6_114292056	3154	468	591	2572	521
JAK2_chr9_5050721__HDAC6_chrX_48661089	2	140	229	318	438
JAK2_chr9_5050721__HSP90AA1_chr14_102552141	25	665	187	1	0
JAK2_chr9_5050721__IGF1R_chr15_99434807	5	5	239	7	606
JAK2_chr9_5050721__KDM5C_chrX_53241022	913	1322	978	734	955
JAK2_chr9_5050721__KDM6A_chrX_44820615	5	1388	1116	2	3
JAK2_chr9_5050721__KIT_chr4_55524229	1	1293	356	8	1
JAK2_chr9_5050721__KMT2D_chr12_49448168	2917	1197	843	1726	555
JAK2_chr9_5050721__KMT2D_chr12_49448468	706	390	883	148	822
JAK2_chr9_5050721__MAP3K1_chr5_56152466	1	177	562	2	2
JAK2_chr9_5050721__MET_chr7_116339123	230	2	368	7	380
JAK2_chr9_5050721__MET_chr7_116340188	77	835	783	213	505
JAK2_chr9_5050721__MET_chr7_116340207	3	2712	1825	254	126
JAK2_chr9_5050721__MLH1_chr3_37035029	4	614	1012	1383	427
JAK2_chr9_5050721__MLH1_chr3_37045912	543	272	798	504	1639
JAK2_chr9_5050721__MSH6_chr2_48010356	3	84	257	5	1
JAK2_chr9_5050721__MSH6_chr2_48018111	16	2319	1695	450	607
JAK2_chr9_5050721__MSH6_chr2_48018154	29	434	139	588	3
JAK2_chr9_5050721__MTOR_chr1_11317149	1	1270	140	2	3
JAK2_chr9_5050721__NF1_chr17_29422308	737	841	882	744	4
JAK2_chr9_5050721__NF1_chr17_29483039	69	1169	773	3	593
JAK2_chr9_5050721__NonTargetingControlGuideForHuman0362	1	509	496	449	1167
JAK2_chr9_5050721__NonTargetingControlGuideForHuman0412	806	438	335	386	174
JAK2_chr9_5050721__PARP1_chr1_226578301	471	2546	787	1923	547
JAK2_chr9_5050721__PDGFRA_chr4_55124963	315	2269	862	13	4
JAK2_chr9_5050721__PIK3CA_chr3_178919070	1	54	353	829	530
JAK2_chr9_5050721__PIK3CA_chr3_178919167	23	530	938	209	7
JAK2_chr9_5050721__PIK3R1_chr5_67576410	78	1847	816	5	57
JAK2_chr9_5050721__PIK3R1_chr5_67576421	648	222	110	683	2
JAK2_chr9_5050721__PTEN_chr10_89653786	1985	1393	453	67	271
JAK2_chr9_5050721__PTEN_chr10_89685297	1	628	321	1985	860
JAK2_chr9_5050721__PTEN_chr10_89711868	2	7	212	11	603
JAK2_chr9_5050721__RB1_chr13_48934148	0	5	232	1	4
JAK2_chr9_5050721__RB1_chr13_48936969	2	9	173	1222	1
JAK2_chr9_5050721__ROR1_chr1_64240143	1027	1107	593	5	744
JAK2_chr9_5050721__RPS6KB1_chr17_57987922	1934	986	937	3	457
JAK2_chr9_5050721__RPS6KB1_chr17_57987949	1853	1072	913	1137	5
JAK2_chr9_5050721__RRM2_chr2_10262957	1	29	445	421	485
JAK2_chr9_5050721__RUNX1_chr21_36252902	0	1	390	2	241
JAK2_chr9_5050721__RUNX1_chr21_36421144	3	6	153	3	3
JAK2_chr9_5050721__SETD2_chr3_47205411	2	168	815	1168	299
JAK2_chr9_5050721__SMAD4_chr18_48573460	358	1359	680	3	849
JAK2_chr9_5050721__SMAD4_chr18_48575673	23	66	43	2	180
JAK2_chr9_5050721__SMARCA4_chr19_11094819	46	429	467	6	195
JAK2_chr9_5050721__SMARCA4_chr19_11094851	1514	758	695	701	588
JAK2_chr9_5050721__SMARCA4_chr19_11095011	7	488	706	450	372
JAK2_chr9_5050721__SRC_chr20_36022600	3	1753	483	548	7
JAK2_chr9_5050721__TOP1_chr20_39690109	4	214	187	494	0
JAK2_chr9_5050721__TP53_chr17_7577537	1298	1514	1021	413	418
JAK2_chr9_5050721__TSC1_chr9_135796796	193	329	655	1226	294
JAK2_chr9_5050721__TSC1_chr9_135804256	5	49	419	2	844
JAK2_chr9_5050721__VEGFA_chr6_43738425	832	331	400	523	1345
JAK2_chr9_5050721__VEGFA_chr6_43742108	0	123	128	555	104
JAK2_chr9_5050721__VHL_chr3_10183773	49	340	463	878	970
