construct_id	Hela_Trex2_CV4_d14_2_S4_trimmed53_len_filtered_counts	Hela_Trex2_CV4_d3_1_S1_trimmed53_len_filtered_counts	Hela_Trex2_CV4_d28_2_S6_trimmed53_len_filtered_counts	Hela_Trex2_CV4_d14_1_S3_trimmed53_len_filtered_counts	Hela_Trex2_CV4_d3_2_S2_trimmed53_len_filtered_counts	Hela_Trex2_CV4_d28_1_S5_trimmed53_len_filtered_counts
FNTA_chr8_42924781__TOP1_chr20_39690109	0	0	0	0	0	0
FNTA_chr8_42924781__TP53_chr17_7577537	118	1048	325	97	486	0
FNTA_chr8_42924781__TP53_chr17_7579881	0	489	0	0	167	0
FNTA_chr8_42924781__TSC1_chr9_135804256	0	121	0	54	298	0
FNTA_chr8_42924781__TYMS_chr18_659656	34	387	1	0	638	0
FNTA_chr8_42924781__TYMS_chr18_659665	0	212	1	65	627	57
FNTA_chr8_42924781__VEGFA_chr6_43738425	0	955	0	20	330	0
FNTA_chr8_42924781__VHL_chr3_10183773	144	868	1	69	362	0
FNTA_chr8_42924781__VHL_chr3_10183791	0	288	0	2	136	33
FNTA_chr8_42924781__WEE1_chr11_9595462	0	517	0	52	225	0
FNTA_chr8_42924781__WEE1_chr11_9595542	116	69	41	0	594	0
GATA3_chr10_8097612__ABL1_chr9_133589790	309	389	260	96	1093	150
GATA3_chr10_8097612__ABL1_chr9_133738356	355	657	369	317	580	246
GATA3_chr10_8097612__ADA_chr20_43257696	519	367	182	113	612	60
GATA3_chr10_8097612__AKT1_chr14_105239686	382	976	88	393	1238	576
GATA3_chr10_8097612__ALK_chr2_29541171	90	337	57	244	450	263
GATA3_chr10_8097612__ALK_chr2_29541172	160	0	311	126	181	75
GATA3_chr10_8097612__APC_chr5_112102023	194	135	1	202	255	302
GATA3_chr10_8097612__ARID1A_chr1_27022876	648	675	200	174	635	2
GATA3_chr10_8097612__ARID1A_chr1_27056286	299	780	478	665	681	357
GATA3_chr10_8097612__ARID2_chr12_46123614	203	197	233	281	500	272
GATA3_chr10_8097612__ATM_chr11_108098390	293	423	41	620	835	863
GATA3_chr10_8097612__ATM_chr11_108098402	108	122	105	128	18	238
GATA3_chr10_8097612__BCL2_chr18_60795945	75	294	31	218	348	267
GATA3_chr10_8097612__BCL2_chr18_60795960	552	1328	429	415	739	91
GATA3_chr10_8097612__BCL2_chr18_60985877	405	365	16	74	420	181
GATA3_chr10_8097612__BRCA1_chr17_41267735	66	254	34	116	688	0
GATA3_chr10_8097612__BRCA1_chr17_41276018	24	449	0	22	532	0
GATA3_chr10_8097612__BRCA2_chr13_32890586	76	244	0	38	144	40
GATA3_chr10_8097612__BTK_chrX_100626613	361	489	716	157	470	0
GATA3_chr10_8097612__CASP8_chr2_202131404	302	438	85	113	94	0
GATA3_chr10_8097612__CDH1_chr16_68771300	758	429	687	306	232	5
GATA3_chr10_8097612__CDH1_chr16_68772250	1588	649	1632	56	1179	46
GATA3_chr10_8097612__CDK4_chr12_58143253	55	0	0	0	30	0
GATA3_chr10_8097612__CDK6_chr7_92252365	280	820	190	162	977	406
GATA3_chr10_8097612__CDK6_chr7_92462628	276	95	235	402	874	237
GATA3_chr10_8097612__CDK9_chr9_130548409	261	415	202	233	1205	0
GATA3_chr10_8097612__CHEK1_chr11_125496644	499	1544	317	432	1333	214
GATA3_chr10_8097612__CHEK2_chr22_29085137	381	512	31	687	948	561
GATA3_chr10_8097612__DHFR_chr5_79949819	70	75	0	205	367	56
GATA3_chr10_8097612__DHFR_chr5_79950217	864	567	738	284	391	80
GATA3_chr10_8097612__EGFR_chr7_55086962	467	215	247	351	1410	84
GATA3_chr10_8097612__EGFR_chr7_55209986	1165	845	607	289	676	318
GATA3_chr10_8097612__ERBB2_chr17_37855800	619	1277	281	349	1435	41
GATA3_chr10_8097612__FGFR2_chr10_123298215	281	528	4	270	307	10
GATA3_chr10_8097612__FGFR2_chr10_123353328	337	885	426	388	1491	174
GATA3_chr10_8097612__FGFR3_chr4_1795735	817	1026	1090	317	386	562
GATA3_chr10_8097612__FGFR3_chr4_1795736	186	659	95	248	504	246
GATA3_chr10_8097612__FLT3_chr13_28636172	685	749	510	275	1260	259
GATA3_chr10_8097612__FNTA_chr8_42911471	63	440	1	0	486	0
GATA3_chr10_8097612__FNTA_chr8_42914260	206	280	92	98	695	41
GATA3_chr10_8097612__FNTA_chr8_42924781	138	115	71	151	508	49
GATA3_chr10_8097612__HDAC1_chr1_32757816	910	876	1040	256	448	39
GATA3_chr10_8097612__HDAC1_chr1_32792601	1743	1098	1067	284	1062	442
GATA3_chr10_8097612__HDAC1_chr1_32792637	267	928	270	678	501	499
GATA3_chr10_8097612__HDAC2_chr6_114292056	311	934	407	128	253	186
GATA3_chr10_8097612__HDAC6_chrX_48661089	341	768	375	166	698	435
GATA3_chr10_8097612__HDAC6_chrX_48661385	916	806	1949	499	989	55
GATA3_chr10_8097612__HSP90AA1_chr14_102605736	1101	858	791	345	1070	331
GATA3_chr10_8097612__IGF1R_chr15_99192824	151	1313	28	828	1267	926
GATA3_chr10_8097612__JAK2_chr9_5021970	929	1424	686	272	980	98
GATA3_chr10_8097612__JAK2_chr9_5050816	1370	350	2003	66	898	0
GATA3_chr10_8097612__KDM5C_chrX_53241022	264	379	83	42	654	2
GATA3_chr10_8097612__KDM6A_chrX_44820616	906	490	608	325	280	220
GATA3_chr10_8097612__KIT_chr4_55524229	161	262	0	39	68	43
GATA3_chr10_8097612__KMT2D_chr12_49448161	335	641	93	39	322	0
GATA3_chr10_8097612__KMT2D_chr12_49448468	262	1283	527	877	535	611
GATA3_chr10_8097612__MAP2K1_chr15_66679728	325	29	94	45	367	0
GATA3_chr10_8097612__MAP3K1_chr5_56152485	477	34	379	49	54	159
GATA3_chr10_8097612__MET_chr7_116340188	315	733	406	80	99	21
GATA3_chr10_8097612__MET_chr7_116340207	1470	960	883	400	600	196
GATA3_chr10_8097612__MLH1_chr3_37038179	617	1278	135	258	2120	190
GATA3_chr10_8097612__MLH1_chr3_37045912	116	347	3	73	244	0
GATA3_chr10_8097612__MSH6_chr2_48010356	353	200	31	178	502	45
GATA3_chr10_8097612__MSH6_chr2_48018111	858	254	572	305	50	226
GATA3_chr10_8097612__MTOR_chr1_11317010	506	876	0	128	966	0
GATA3_chr10_8097612__MTOR_chr1_11317149	98	435	0	34	102	0
GATA3_chr10_8097612__NF1_chr17_29483038	446	711	531	547	711	2685
GATA3_chr10_8097612__NF1_chr17_29483039	1989	994	5849	782	1054	2204
GATA3_chr10_8097612__NonTargetingControlGuideForHuman0362	426	231	191	245	677	415
GATA3_chr10_8097612__NonTargetingControlGuideForHuman0412	120	704	244	392	766	253
GATA3_chr10_8097612__PARP1_chr1_226578249	1155	795	399	392	460	307
GATA3_chr10_8097612__PBRM1_chr3_52702516	578	197	592	352	750	133
GATA3_chr10_8097612__PBRM1_chr3_52713723	467	494	183	374	831	535
GATA3_chr10_8097612__PDGFRA_chr4_55124963	324	1593	84	452	1494	1
GATA3_chr10_8097612__PDGFRA_chr4_55129914	423	362	433	362	502	255
GATA3_chr10_8097612__PIK3CA_chr3_178916614	603	165	72	98	416	49
GATA3_chr10_8097612__PIK3R1_chr5_67522521	374	549	108	787	944	789
GATA3_chr10_8097612__PIK3R1_chr5_67576421	160	87	64	94	90	48
GATA3_chr10_8097612__PRKDC_chr8_48872683	79	589	91	519	1098	69
GATA3_chr10_8097612__RB1_chr13_48878054	120	66	15	149	204	169
GATA3_chr10_8097612__RB1_chr13_48936969	802	436	432	599	704	1129
GATA3_chr10_8097612__RRM2_chr2_10262728	81	30	221	74	88	0
GATA3_chr10_8097612__RRM2_chr2_10262940	251	788	692	21	525	0
GATA3_chr10_8097612__RRM2_chr2_10262957	109	536	65	63	523	0
GATA3_chr10_8097612__RUNX1_chr21_36252902	536	456	287	722	1394	1026
GATA3_chr10_8097612__RUNX1_chr21_36421144	0	54	0	0	27	75
GATA3_chr10_8097612__SMAD4_chr18_48575673	399	871	216	293	1350	92
GATA3_chr10_8097612__SMAD4_chr18_48586241	411	136	134	42	273	20
GATA3_chr10_8097612__SMARCA4_chr19_11094851	466	871	259	155	452	204
GATA3_chr10_8097612__SMARCB1_chr22_24129339	431	951	72	292	450	1
GATA3_chr10_8097612__SMARCB1_chr22_24133949	87	132	1	65	668	104
GATA3_chr10_8097612__SRC_chr20_36014563	389	437	402	208	342	78
GATA3_chr10_8097612__SRC_chr20_36022600	352	849	52	382	1110	388
GATA3_chr10_8097612__TOP1_chr20_39657693	302	385	296	69	456	0
GATA3_chr10_8097612__TOP1_chr20_39690055	693	700	431	224	1218	10
GATA3_chr10_8097612__TOP1_chr20_39690109	0	153	0	0	91	0
GATA3_chr10_8097612__TP53_chr17_7577537	579	917	434	249	957	238
GATA3_chr10_8097612__TSC1_chr9_135796748	607	498	184	164	486	282
GATA3_chr10_8097612__TSC1_chr9_135796796	275	517	0	64	392	2
GATA3_chr10_8097612__TSC1_chr9_135804256	32	62	39	109	0	35
GATA3_chr10_8097612__TYMS_chr18_659656	665	1039	303	293	102	363
GATA3_chr10_8097612__VEGFA_chr6_43738425	454	1585	110	645	542	692
GATA3_chr10_8097612__VHL_chr3_10183773	221	622	2	91	724	18
GATA3_chr10_8097612__VHL_chr3_10183791	209	962	36	155	619	1
GATA3_chr10_8097612__WEE1_chr11_9595462	516	1100	286	199	1258	0
GATA3_chr10_8097612__WEE1_chr11_9595542	211	153	0	148	157	54
GATA3_chr10_8097722__ABL1_chr9_133738283	368	77	84	56	237	106
GATA3_chr10_8097722__ADA_chr20_43257696	658	730	519	229	910	185
GATA3_chr10_8097722__ADA_chr20_43257769	192	172	91	2	254	34
GATA3_chr10_8097722__ADA_chr20_43280245	869	1171	1193	360	733	425
GATA3_chr10_8097722__AKT1_chr14_105239609	331	619	213	80	480	81
GATA3_chr10_8097722__AKT1_chr14_105239686	1149	502	714	425	715	297
GATA3_chr10_8097722__APC_chr5_112043408	677	746	566	770	839	620
GATA3_chr10_8097722__ARID1A_chr1_27022876	318	324	103	308	178	280
GATA3_chr10_8097722__ARID2_chr12_46123614	694	302	777	139	636	322
GATA3_chr10_8097722__ARID2_chr12_46205318	899	203	787	545	1498	1210
GATA3_chr10_8097722__ATM_chr11_108098402	159	329	0	177	219	0
GATA3_chr10_8097722__BCL2_chr18_60795960	412	526	501	342	1143	286
GATA3_chr10_8097722__BCL2_chr18_60985877	40	269	0	41	254	0
GATA3_chr10_8097722__BRAF_chr7_140508787	684	930	628	820	749	1132
GATA3_chr10_8097722__BRAF_chr7_140624501	222	635	79	116	105	77
GATA3_chr10_8097722__BRCA1_chr17_41256141	97	498	124	86	713	0
GATA3_chr10_8097722__BRCA1_chr17_41267735	51	189	17	43	124	0
GATA3_chr10_8097722__BRCA2_chr13_32912006	468	424	461	241	201	212
GATA3_chr10_8097722__BRD4_chr19_15376403	411	800	18	553	1534	25
GATA3_chr10_8097722__BTK_chrX_100626613	576	0	958	162	52	91
GATA3_chr10_8097722__BTK_chrX_100629565	376	165	543	213	413	458
GATA3_chr10_8097722__CASP8_chr2_202134297	217	424	338	478	974	422
GATA3_chr10_8097722__CDH1_chr16_68772250	495	802	353	484	561	200
GATA3_chr10_8097722__CDH1_chr16_68772255	16	78	126	4	242	0
GATA3_chr10_8097722__CDK4_chr12_58144705	568	61	370	507	544	737
GATA3_chr10_8097722__CDK4_chr12_58145497	149	352	61	274	306	439
GATA3_chr10_8097722__CDK6_chr7_92462628	422	552	393	335	629	365
GATA3_chr10_8097722__CDK9_chr9_130550235	781	544	281	768	577	488
GATA3_chr10_8097722__CDKN1B_chr12_12870931	267	348	62	152	515	66
GATA3_chr10_8097722__CDKN1B_chr12_12871196	214	654	297	621	726	524
GATA3_chr10_8097722__CDKN2A_chr9_21968726	152	589	1	214	511	284
GATA3_chr10_8097722__CDKN2A_chr9_21971100	503	579	790	497	743	343
GATA3_chr10_8097722__CHEK1_chr11_125496644	252	379	366	70	289	51
GATA3_chr10_8097722__CHEK1_chr11_125499147	115	0	8	0	0	1
GATA3_chr10_8097722__CHEK2_chr22_29090029	4	167	0	189	175	172
GATA3_chr10_8097722__DHFR_chr5_79949819	162	404	24	185	829	25
GATA3_chr10_8097722__EGFR_chr7_55209986	1215	991	1151	762	1336	1459
GATA3_chr10_8097722__ERBB2_chr17_37868221	519	641	270	143	816	237
GATA3_chr10_8097722__FGFR2_chr10_123298215	603	508	1115	447	290	280
GATA3_chr10_8097722__FGFR2_chr10_123353328	375	580	119	245	373	235
GATA3_chr10_8097722__FGFR3_chr4_1795655	135	444	203	3	896	0
GATA3_chr10_8097722__FGFR3_chr4_1795735	1098	593	763	250	610	467
GATA3_chr10_8097722__FGFR3_chr4_1795736	502	555	231	151	272	141
GATA3_chr10_8097722__FLT3_chr13_28636131	265	1144	98	62	134	4
GATA3_chr10_8097722__FLT3_chr13_28674643	802	684	580	551	361	669
GATA3_chr10_8097722__FNTA_chr8_42914260	59	42	0	58	94	35
GATA3_chr10_8097722__HDAC1_chr1_32757816	940	441	1002	542	827	529
GATA3_chr10_8097722__HDAC2_chr6_114292056	925	572	888	306	947	167
GATA3_chr10_8097722__HDAC6_chrX_48661385	578	814	464	690	358	1222
GATA3_chr10_8097722__HDAC6_chrX_48674389	348	225	0	62	672	49
GATA3_chr10_8097722__HSP90AA1_chr14_102551760	782	408	690	775	615	311
GATA3_chr10_8097722__IGF1R_chr15_99434664	98	1335	1	73	771	1
GATA3_chr10_8097722__JAK2_chr9_5021970	62	167	0	164	271	46
GATA3_chr10_8097722__JAK2_chr9_5050721	367	271	230	8	120	2
GATA3_chr10_8097722__KDM5C_chrX_53241022	203	738	167	595	697	1549
GATA3_chr10_8097722__KDM6A_chrX_44820615	735	408	524	147	309	130
GATA3_chr10_8097722__KDM6A_chrX_44820616	30	55	1	54	65	6
GATA3_chr10_8097722__KIT_chr4_55524164	812	525	716	118	219	54
GATA3_chr10_8097722__KIT_chr4_55524229	603	94	465	83	687	59
GATA3_chr10_8097722__KMT2D_chr12_49448168	1267	379	869	148	716	165
GATA3_chr10_8097722__KMT2D_chr12_49448468	1475	931	3462	510	763	462
GATA3_chr10_8097722__MAP2K1_chr15_66679728	322	580	839	440	539	219
GATA3_chr10_8097722__MAP3K1_chr5_56111382	83	162	104	146	84	225
GATA3_chr10_8097722__MAP3K1_chr5_56152485	940	1311	2120	704	902	1149
GATA3_chr10_8097722__MET_chr7_116339123	848	604	356	167	527	99
GATA3_chr10_8097722__MET_chr7_116340188	354	196	42	150	982	80
GATA3_chr10_8097722__MET_chr7_116340207	157	169	499	349	317	768
GATA3_chr10_8097722__MLH1_chr3_37045912	177	228	84	95	106	85
GATA3_chr10_8097722__MSH6_chr2_48010356	173	223	0	277	336	215
GATA3_chr10_8097722__MSH6_chr2_48018111	691	422	591	283	76	747
GATA3_chr10_8097722__MSH6_chr2_48018154	46	0	45	107	222	51
GATA3_chr10_8097722__MTOR_chr1_11319459	3	203	0	46	482	40
GATA3_chr10_8097722__NF1_chr17_29422308	537	745	561	412	713	544
GATA3_chr10_8097722__NF1_chr17_29483038	479	197	370	608	1264	1458
GATA3_chr10_8097722__NF1_chr17_29483039	809	870	1040	773	354	3661
GATA3_chr10_8097722__NonTargetingControlGuideForHuman0362	560	591	1216	199	674	186
GATA3_chr10_8097722__NonTargetingControlGuideForHuman0412	1006	234	1131	863	675	390
GATA3_chr10_8097722__PARP1_chr1_226578249	540	1084	298	344	506	187
GATA3_chr10_8097722__PARP1_chr1_226578301	422	333	165	338	48	465
GATA3_chr10_8097722__PBRM1_chr3_52713723	48	47	86	143	230	111
GATA3_chr10_8097722__PDGFRA_chr4_55124932	430	162	920	184	363	302
GATA3_chr10_8097722__PDGFRA_chr4_55129914	665	263	676	269	591	298
GATA3_chr10_8097722__PRKDC_chr8_48686781	1199	819	553	637	1412	332
GATA3_chr10_8097722__PTEN_chr10_89685297	44	226	177	117	425	318
GATA3_chr10_8097722__PTEN_chr10_89711868	3727	624	7460	1237	1258	2010
GATA3_chr10_8097722__ROR1_chr1_64240143	441	578	858	261	213	197
GATA3_chr10_8097722__RPS6KB1_chr17_57970538	30	450	138	155	360	74
GATA3_chr10_8097722__RPS6KB1_chr17_57987949	287	712	239	298	919	95
GATA3_chr10_8097722__RRM2_chr2_10262940	193	711	142	181	756	229
GATA3_chr10_8097722__SETD2_chr3_47142972	366	269	18	659	272	552
GATA3_chr10_8097722__SETD2_chr3_47205411	127	516	186	465	842	238
GATA3_chr10_8097722__SMAD4_chr18_48575673	0	111	34	42	187	0
GATA3_chr10_8097722__SMAD4_chr18_48586241	401	341	168	240	731	78
GATA3_chr10_8097722__SMARCA4_chr19_11094819	601	568	124	728	352	1646
GATA3_chr10_8097722__SMARCB1_chr22_24133949	272	424	30	621	707	120
GATA3_chr10_8097722__SMARCB1_chr22_24133993	67	242	0	75	304	14
GATA3_chr10_8097722__SMO_chr7_128828974	263	529	460	131	983	323
GATA3_chr10_8097722__SMO_chr7_128845117	369	263	312	35	271	0
GATA3_chr10_8097722__SRC_chr20_36014563	577	408	1020	284	530	363
GATA3_chr10_8097722__TOP1_chr20_39690055	149	580	68	58	265	54
GATA3_chr10_8097722__TOP1_chr20_39690109	43	450	163	22	369	0
GATA3_chr10_8097722__TP53_chr17_7578373	85	155	38	33	91	37
GATA3_chr10_8097722__TP53_chr17_7579881	154	164	106	422	84	184
GATA3_chr10_8097722__TSC1_chr9_135796796	216	186	214	254	136	123
GATA3_chr10_8097722__TSC1_chr9_135804256	408	248	253	593	531	1793
GATA3_chr10_8097722__VEGFA_chr6_43738425	258	375	317	184	359	385
GATA3_chr10_8097722__VEGFA_chr6_43742108	394	216	132	26	46	1
GATA3_chr10_8097722__VHL_chr3_10183518	557	441	99	500	483	451
GATA3_chr10_8097722__VHL_chr3_10183773	325	1022	3	131	1076	44
GATA3_chr10_8097722__VHL_chr3_10183791	149	325	9	120	356	168
GATA3_chr10_8097722__WEE1_chr11_9595542	646	851	81	166	374	48
GATA3_chr10_8097790__ABL1_chr9_133738283	845	409	1488	364	344	629
GATA3_chr10_8097790__ADA_chr20_43257696	0	165	37	41	367	0
GATA3_chr10_8097790__ADA_chr20_43257769	857	720	359	868	727	734
GATA3_chr10_8097790__ADA_chr20_43280245	227	714	718	91	614	88
GATA3_chr10_8097790__AKT1_chr14_105239686	940	727	592	632	1362	721
GATA3_chr10_8097790__ALK_chr2_29541171	1286	833	656	341	1045	34
GATA3_chr10_8097790__ALK_chr2_29541172	852	909	1262	462	1145	551
GATA3_chr10_8097790__ALK_chr2_30143522	122	400	28	248	656	24
GATA3_chr10_8097790__APC_chr5_112043408	2816	2265	3478	941	1411	961
GATA3_chr10_8097790__APC_chr5_112102023	524	197	414	174	364	140
GATA3_chr10_8097790__ARID1A_chr1_27056288	301	232	157	310	694	229
GATA3_chr10_8097790__ARID2_chr12_46123614	175	75	12	16	173	0
GATA3_chr10_8097790__ARID2_chr12_46205318	1427	649	2451	604	1192	334
GATA3_chr10_8097790__ARID2_chr12_46254608	642	261	708	712	819	642
GATA3_chr10_8097790__BCL2_chr18_60795945	394	475	363	166	1537	97
GATA3_chr10_8097790__BCL2_chr18_60985877	473	404	290	176	283	160
GATA3_chr10_8097790__BRAF_chr7_140534469	684	566	709	633	434	689
GATA3_chr10_8097790__BRCA1_chr17_41256141	0	114	2	234	2088	264
GATA3_chr10_8097790__BRCA1_chr17_41267735	121	93	0	39	56	44
GATA3_chr10_8097790__BRCA1_chr17_41276018	204	121	45	0	224	1
GATA3_chr10_8097790__BRCA2_chr13_32912006	938	216	329	416	606	112
GATA3_chr10_8097790__BRCA2_chr13_32914228	550	362	758	470	253	263
GATA3_chr10_8097790__BRD4_chr19_15376361	32	439	0	145	348	83
GATA3_chr10_8097790__BRD4_chr19_15376403	833	665	292	259	387	117
GATA3_chr10_8097790__BTK_chrX_100629565	841	459	493	310	750	191
GATA3_chr10_8097790__BTK_chrX_100645534	936	596	315	68	316	44
GATA3_chr10_8097790__CASP8_chr2_202123033	271	79	193	0	97	0
GATA3_chr10_8097790__CASP8_chr2_202134297	642	239	1472	228	740	0
GATA3_chr10_8097790__CDH1_chr16_68771300	422	795	286	341	399	651
GATA3_chr10_8097790__CDK4_chr12_58143253	497	357	101	125	570	0
GATA3_chr10_8097790__CDK4_chr12_58145497	730	739	430	267	255	358
GATA3_chr10_8097790__CDK6_chr7_92244474	989	946	1160	614	496	379
GATA3_chr10_8097790__CDK6_chr7_92462628	891	477	890	768	221	1189
GATA3_chr10_8097790__CDK9_chr9_130548409	49	783	82	156	514	246
GATA3_chr10_8097790__CDKN1B_chr12_12871196	547	245	213	609	911	602
GATA3_chr10_8097790__CDKN2A_chr9_21971100	1269	498	1736	561	559	427
GATA3_chr10_8097790__CHEK1_chr11_125496687	192	753	140	1	394	0
GATA3_chr10_8097790__CHEK1_chr11_125499147	1	428	0	150	150	22
GATA3_chr10_8097790__CHEK2_chr22_29090029	540	285	1232	115	292	117
GATA3_chr10_8097790__CHEK2_chr22_29130694	390	535	285	20	650	0
GATA3_chr10_8097790__DHFR_chr5_79949819	78	258	0	85	146	0
GATA3_chr10_8097790__EGFR_chr7_55209986	692	190	268	440	491	648
GATA3_chr10_8097790__EGFR_chr7_55209992	231	842	163	278	651	621
GATA3_chr10_8097790__FGFR2_chr10_123298118	556	714	396	566	883	377
GATA3_chr10_8097790__FGFR2_chr10_123353328	754	1058	313	271	525	151
GATA3_chr10_8097790__FGFR3_chr4_1795655	469	416	178	81	434	2
GATA3_chr10_8097790__FLT3_chr13_28636131	44	350	0	61	181	0
GATA3_chr10_8097790__HDAC1_chr1_32792601	392	157	1051	71	831	25
GATA3_chr10_8097790__HDAC2_chr6_114266539	264	277	0	362	737	378
GATA3_chr10_8097790__HDAC2_chr6_114267214	484	614	428	195	561	18
GATA3_chr10_8097790__HDAC6_chrX_48674389	365	300	0	60	337	0
GATA3_chr10_8097790__HSP90AA1_chr14_102551760	340	1	53	25	264	1
GATA3_chr10_8097790__IGF1R_chr15_99434664	324	1096	195	74	1214	0
GATA3_chr10_8097790__JAK2_chr9_5050816	641	151	211	48	673	101
GATA3_chr10_8097790__KDM5C_chrX_53241021	150	67	72	227	263	118
GATA3_chr10_8097790__KDM5C_chrX_53254068	985	214	217	260	948	184
GATA3_chr10_8097790__KDM6A_chrX_44732838	424	141	260	2	71	0
GATA3_chr10_8097790__KDM6A_chrX_44820615	2180	708	1284	673	531	393
GATA3_chr10_8097790__KDM6A_chrX_44820616	915	693	1105	110	77	92
GATA3_chr10_8097790__KIT_chr4_55524176	236	403	68	254	451	201
GATA3_chr10_8097790__KMT2D_chr12_49448161	560	644	178	98	712	4
GATA3_chr10_8097790__KMT2D_chr12_49448168	1149	746	972	701	846	1032
GATA3_chr10_8097790__MAP2K1_chr15_66679721	1137	784	1620	654	570	538
GATA3_chr10_8097790__MAP2K1_chr15_66679728	927	733	978	593	663	1095
GATA3_chr10_8097790__MAP2K1_chr15_66679756	0	120	1	310	636	451
GATA3_chr10_8097790__MAP3K1_chr5_56111382	378	136	577	39	303	0
GATA3_chr10_8097790__MAP3K1_chr5_56152466	462	1110	379	374	414	293
GATA3_chr10_8097790__MET_chr7_116340207	451	637	213	199	690	104
GATA3_chr10_8097790__MLH1_chr3_37035029	288	858	290	381	899	380
GATA3_chr10_8097790__MLH1_chr3_37038179	913	1692	598	667	1860	381
GATA3_chr10_8097790__MSH6_chr2_48010356	108	594	0	217	244	172
GATA3_chr10_8097790__MSH6_chr2_48018154	176	135	28	885	257	1655
GATA3_chr10_8097790__MTOR_chr1_11317010	537	600	148	549	680	441
GATA3_chr10_8097790__MTOR_chr1_11317149	583	340	455	79	312	56
GATA3_chr10_8097790__MTOR_chr1_11319459	93	32	50	56	142	4
GATA3_chr10_8097790__NF1_chr17_29483039	573	277	1623	0	2	0
GATA3_chr10_8097790__NonTargetingControlGuideForHuman0352	1174	1224	533	409	989	324
GATA3_chr10_8097790__PARP1_chr1_226578249	730	940	409	357	760	335
GATA3_chr10_8097790__PARP1_chr1_226578301	32	0	52	78	176	44
GATA3_chr10_8097790__PBRM1_chr3_52696257	308	75	50	140	630	129
GATA3_chr10_8097790__PBRM1_chr3_52702516	646	279	87	273	468	113
GATA3_chr10_8097790__PDGFRA_chr4_55124932	462	605	466	385	403	655
GATA3_chr10_8097790__PIK3CA_chr3_178919070	558	412	138	48	197	32
GATA3_chr10_8097790__PIK3CA_chr3_178919167	176	278	47	218	258	37
GATA3_chr10_8097790__PIK3R1_chr5_67522521	484	549	879	543	297	343
GATA3_chr10_8097790__PIK3R1_chr5_67576410	202	194	43	1	226	0
GATA3_chr10_8097790__PTEN_chr10_89711868	2378	673	2992	567	1026	235
GATA3_chr10_8097790__RB1_chr13_48936969	368	436	129	121	394	86
GATA3_chr10_8097790__ROR1_chr1_64240072	805	553	563	712	683	1417
GATA3_chr10_8097790__RPS6KB1_chr17_57970538	132	648	13	465	417	71
GATA3_chr10_8097790__RPS6KB1_chr17_57987949	1296	676	815	287	658	119
GATA3_chr10_8097790__RUNX1_chr21_36252902	670	456	1183	516	1156	427
GATA3_chr10_8097790__RUNX1_chr21_36421144	270	380	0	201	377	193
GATA3_chr10_8097790__SETD2_chr3_47142972	39	411	0	370	763	97
GATA3_chr10_8097790__SETD2_chr3_47205411	397	688	321	412	1050	478
GATA3_chr10_8097790__SMAD4_chr18_48573460	88	464	31	172	267	11
GATA3_chr10_8097790__SMAD4_chr18_48575673	641	211	630	210	538	184
GATA3_chr10_8097790__SMAD4_chr18_48586241	0	389	0	121	352	0
GATA3_chr10_8097790__SMARCB1_chr22_24129339	172	1	192	12	202	71
GATA3_chr10_8097790__SMO_chr7_128845081	512	346	200	233	792	86
GATA3_chr10_8097790__TOP1_chr20_39657693	131	204	72	66	643	0
GATA3_chr10_8097790__TOP1_chr20_39690109	338	51	164	55	169	0
GATA3_chr10_8097790__TP53_chr17_7577537	372	708	191	877	230	403
GATA3_chr10_8097790__TSC1_chr9_135796748	1200	643	496	180	1182	291
GATA3_chr10_8097790__TSC1_chr9_135796796	448	1055	534	787	372	906
GATA3_chr10_8097790__TYMS_chr18_659665	473	626	242	267	375	178
GATA3_chr10_8097790__VEGFA_chr6_43738425	361	457	708	14	210	0
GATA3_chr10_8097790__VEGFA_chr6_43742077	710	1602	825	657	1136	641
GATA3_chr10_8097790__VHL_chr3_10183518	1009	660	433	561	1470	27
GATA3_chr10_8097790__VHL_chr3_10183791	135	692	0	109	682	0
GATA3_chr10_8097790__WEE1_chr11_9595845	211	224	42	38	367	37
HDAC1_chr1_32757816__ABL1_chr9_133589790	113	392	10	286	405	814
HDAC1_chr1_32757816__ABL1_chr9_133738283	530	276	864	276	74	471
HDAC1_chr1_32757816__ADA_chr20_43257696	63	336	74	44	73	168
HDAC1_chr1_32757816__ADA_chr20_43257769	112	187	123	24	0	23
HDAC1_chr1_32757816__AKT1_chr14_105239686	442	103	320	335	369	207
HDAC1_chr1_32757816__AKT1_chr14_105258968	38	429	0	75	136	9
HDAC1_chr1_32757816__ALK_chr2_29541171	263	170	496	134	185	117
HDAC1_chr1_32757816__APC_chr5_112043408	856	352	422	293	292	246
HDAC1_chr1_32757816__ARID1A_chr1_27022876	190	639	71	70	172	44
HDAC1_chr1_32757816__ARID2_chr12_46254608	290	305	224	213	180	227
HDAC1_chr1_32757816__ATM_chr11_108098390	220	55	54	217	236	100
HDAC1_chr1_32757816__ATM_chr11_108098402	31	0	0	0	126	0
HDAC1_chr1_32757816__BCL2_chr18_60795960	298	360	512	168	240	702
HDAC1_chr1_32757816__BRAF_chr7_140534469	110	73	71	211	345	432
HDAC1_chr1_32757816__BRCA1_chr17_41267735	6	388	0	70	221	26
