construct_id	RuCTAt14_S6_trimmed53_len_filtered_counts	RuCTBt14_S7_trimmed53_len_filtered_counts
HSP90AA1_chr14_102605736__SMARCA4_chr19_11094819	235	110
HSP90AA1_chr14_102605736__SMARCA4_chr19_11094851	109	477
HSP90AA1_chr14_102605736__SMARCB1_chr22_24129339	461	345
HSP90AA1_chr14_102605736__SMARCB1_chr22_24133949	15	236
HSP90AA1_chr14_102605736__SMARCB1_chr22_24133993	2	12
HSP90AA1_chr14_102605736__SMO_chr7_128828974	96	84
HSP90AA1_chr14_102605736__SMO_chr7_128845117	40	86
HSP90AA1_chr14_102605736__SRC_chr20_36012562	84	130
HSP90AA1_chr14_102605736__SRC_chr20_36014563	180	69
HSP90AA1_chr14_102605736__TOP1_chr20_39657693	12	716
HSP90AA1_chr14_102605736__TOP1_chr20_39690109	3	8
HSP90AA1_chr14_102605736__TP53_chr17_7579881	509	82
HSP90AA1_chr14_102605736__TSC1_chr9_135804256	149	92
HSP90AA1_chr14_102605736__TYMS_chr18_659665	311	1307
HSP90AA1_chr14_102605736__VEGFA_chr6_43742077	191	120
HSP90AA1_chr14_102605736__VHL_chr3_10183773	57	23
HSP90AA1_chr14_102605736__WEE1_chr11_9595845	45	59
IGF1R_chr15_99192824__ABL1_chr9_133589790	1042	1136
IGF1R_chr15_99192824__ABL1_chr9_133738356	130	660
IGF1R_chr15_99192824__ADA_chr20_43257696	92	43
IGF1R_chr15_99192824__ADA_chr20_43257769	284	422
IGF1R_chr15_99192824__ADA_chr20_43280245	201	352
IGF1R_chr15_99192824__AKT1_chr14_105239609	19	117
IGF1R_chr15_99192824__AKT1_chr14_105239686	106	820
IGF1R_chr15_99192824__ALK_chr2_29541172	9	232
IGF1R_chr15_99192824__APC_chr5_112043408	569	289
IGF1R_chr15_99192824__APC_chr5_112102023	44	134
IGF1R_chr15_99192824__ARID1A_chr1_27056286	20	80
IGF1R_chr15_99192824__ARID2_chr12_46123614	771	492
IGF1R_chr15_99192824__ARID2_chr12_46205318	180	1367
IGF1R_chr15_99192824__ARID2_chr12_46254608	185	395
IGF1R_chr15_99192824__ATM_chr11_108098350	11	446
IGF1R_chr15_99192824__ATM_chr11_108098390	94	201
IGF1R_chr15_99192824__ATM_chr11_108098402	8	18
IGF1R_chr15_99192824__BCL2_chr18_60795960	9	284
IGF1R_chr15_99192824__BRAF_chr7_140624501	198	1295
IGF1R_chr15_99192824__BRCA1_chr17_41256141	309	641
IGF1R_chr15_99192824__BRCA2_chr13_32890586	80	23
IGF1R_chr15_99192824__BRD4_chr19_15376361	133	177
IGF1R_chr15_99192824__BRD4_chr19_15376403	160	610
IGF1R_chr15_99192824__BTK_chrX_100626613	125	338
IGF1R_chr15_99192824__BTK_chrX_100629565	198	210
IGF1R_chr15_99192824__CASP8_chr2_202131404	244	969
IGF1R_chr15_99192824__CDH1_chr16_68772250	1277	326
IGF1R_chr15_99192824__CDK4_chr12_58144705	16	151
IGF1R_chr15_99192824__CDK4_chr12_58145497	55	576
IGF1R_chr15_99192824__CDK6_chr7_92244474	822	1026
IGF1R_chr15_99192824__CDK6_chr7_92462628	8	4
IGF1R_chr15_99192824__CDK9_chr9_130548409	1192	131
IGF1R_chr15_99192824__CDK9_chr9_130548998	2	8
IGF1R_chr15_99192824__CDK9_chr9_130550235	229	155
IGF1R_chr15_99192824__CDKN1B_chr12_12871196	131	368
IGF1R_chr15_99192824__CDKN2A_chr9_21968726	3	103
IGF1R_chr15_99192824__CDKN2A_chr9_21971100	325	818
IGF1R_chr15_99192824__CHEK2_chr22_29090029	260	63
IGF1R_chr15_99192824__DHFR_chr5_79949819	255	235
IGF1R_chr15_99192824__ERBB2_chr17_37855800	623	993
IGF1R_chr15_99192824__FGFR2_chr10_123298215	427	139
IGF1R_chr15_99192824__FGFR2_chr10_123353328	12	996
IGF1R_chr15_99192824__FGFR3_chr4_1795655	857	368
IGF1R_chr15_99192824__FLT3_chr13_28636131	11	552
IGF1R_chr15_99192824__FLT3_chr13_28674643	530	285
IGF1R_chr15_99192824__FNTA_chr8_42914260	113	54
IGF1R_chr15_99192824__FNTA_chr8_42924781	133	58
IGF1R_chr15_99192824__GATA3_chr10_8097722	358	279
IGF1R_chr15_99192824__GATA3_chr10_8097790	944	491
IGF1R_chr15_99192824__HDAC1_chr1_32757816	210	945
IGF1R_chr15_99192824__HDAC1_chr1_32792601	9	433
IGF1R_chr15_99192824__HDAC2_chr6_114292056	265	159
IGF1R_chr15_99192824__HDAC6_chrX_48661089	293	591
IGF1R_chr15_99192824__HDAC6_chrX_48661385	968	407
IGF1R_chr15_99192824__HSP90AA1_chr14_102551760	336	436
IGF1R_chr15_99192824__HSP90AA1_chr14_102552141	13	152
IGF1R_chr15_99192824__JAK2_chr9_5021970	457	337
IGF1R_chr15_99192824__JAK2_chr9_5050721	21	75
IGF1R_chr15_99192824__KDM5C_chrX_53241022	126	366
IGF1R_chr15_99192824__KDM6A_chrX_44820616	450	125
IGF1R_chr15_99192824__KIT_chr4_55524164	161	24
IGF1R_chr15_99192824__KIT_chr4_55524229	241	23
IGF1R_chr15_99192824__KMT2D_chr12_49448168	184	202
IGF1R_chr15_99192824__KMT2D_chr12_49448468	492	1031
IGF1R_chr15_99192824__MAP2K1_chr15_66679728	16	260
IGF1R_chr15_99192824__MLH1_chr3_37045912	99	127
IGF1R_chr15_99192824__MSH6_chr2_48018111	1712	320
IGF1R_chr15_99192824__MSH6_chr2_48018154	569	945
IGF1R_chr15_99192824__NonTargetingControlGuideForHuman0362	194	567
IGF1R_chr15_99192824__NonTargetingControlGuideForHuman0412	365	238
IGF1R_chr15_99192824__PARP1_chr1_226578249	193	61
IGF1R_chr15_99192824__PBRM1_chr3_52696257	161	1117
IGF1R_chr15_99192824__PBRM1_chr3_52702516	16	1323
IGF1R_chr15_99192824__PBRM1_chr3_52713723	426	785
IGF1R_chr15_99192824__PDGFRA_chr4_55124932	200	134
IGF1R_chr15_99192824__PDGFRA_chr4_55124963	370	810
IGF1R_chr15_99192824__PIK3CA_chr3_178919070	110	169
IGF1R_chr15_99192824__PIK3CA_chr3_178919167	824	97
IGF1R_chr15_99192824__PIK3R1_chr5_67522521	754	723
IGF1R_chr15_99192824__PIK3R1_chr5_67576410	910	38
IGF1R_chr15_99192824__PRKDC_chr8_48872683	173	232
IGF1R_chr15_99192824__PTEN_chr10_89711868	56	112
IGF1R_chr15_99192824__RB1_chr13_48878054	52	33
IGF1R_chr15_99192824__ROR1_chr1_64240072	486	194
IGF1R_chr15_99192824__ROR1_chr1_64240089	1159	271
IGF1R_chr15_99192824__ROR1_chr1_64240143	664	287
IGF1R_chr15_99192824__RPS6KB1_chr17_57970538	15	123
IGF1R_chr15_99192824__RPS6KB1_chr17_57987949	270	480
IGF1R_chr15_99192824__RRM2_chr2_10262940	9	344
IGF1R_chr15_99192824__SETD2_chr3_47142951	501	211
IGF1R_chr15_99192824__SETD2_chr3_47205411	119	134
IGF1R_chr15_99192824__SMAD4_chr18_48586241	14	99
IGF1R_chr15_99192824__SMARCB1_chr22_24133949	688	469
IGF1R_chr15_99192824__SMARCB1_chr22_24133993	127	42
IGF1R_chr15_99192824__SMO_chr7_128828974	220	84
IGF1R_chr15_99192824__SMO_chr7_128845117	8	128
IGF1R_chr15_99192824__SRC_chr20_36014563	949	1094
IGF1R_chr15_99192824__TOP1_chr20_39657693	285	87
IGF1R_chr15_99192824__TP53_chr17_7579881	11	47
IGF1R_chr15_99192824__TSC1_chr9_135796748	25	236
IGF1R_chr15_99192824__TSC1_chr9_135796796	579	1388
IGF1R_chr15_99192824__TYMS_chr18_657730	92	551
IGF1R_chr15_99192824__TYMS_chr18_659665	380	629
IGF1R_chr15_99192824__VEGFA_chr6_43742108	175	76
IGF1R_chr15_99192824__VHL_chr3_10183518	10	80
IGF1R_chr15_99192824__VHL_chr3_10183773	58	116
IGF1R_chr15_99192824__VHL_chr3_10183791	6	366
IGF1R_chr15_99192824__WEE1_chr11_9595542	274	60
IGF1R_chr15_99434664__ABL1_chr9_133738283	19	101
IGF1R_chr15_99434664__ABL1_chr9_133738356	354	240
IGF1R_chr15_99434664__ADA_chr20_43257696	312	486
IGF1R_chr15_99434664__AKT1_chr14_105258968	655	237
IGF1R_chr15_99434664__ALK_chr2_29541171	103	126
IGF1R_chr15_99434664__ALK_chr2_30143522	420	88
IGF1R_chr15_99434664__APC_chr5_112102933	161	18
IGF1R_chr15_99434664__ARID1A_chr1_27022876	780	123
IGF1R_chr15_99434664__ARID1A_chr1_27056286	320	30
IGF1R_chr15_99434664__ARID1A_chr1_27056288	114	26
IGF1R_chr15_99434664__ARID2_chr12_46205318	273	171
IGF1R_chr15_99434664__ATM_chr11_108098390	145	47
IGF1R_chr15_99434664__BCL2_chr18_60795945	30	29
IGF1R_chr15_99434664__BRAF_chr7_140508787	35	52
IGF1R_chr15_99434664__BRAF_chr7_140534469	766	340
IGF1R_chr15_99434664__BRAF_chr7_140624501	132	19
IGF1R_chr15_99434664__BRCA1_chr17_41276018	78	16
IGF1R_chr15_99434664__BRCA2_chr13_32890586	340	223
IGF1R_chr15_99434664__BRCA2_chr13_32912006	493	337
IGF1R_chr15_99434664__BRCA2_chr13_32914228	53	140
IGF1R_chr15_99434664__BRD4_chr19_15383894	194	140
IGF1R_chr15_99434664__BTK_chrX_100629565	13	21
IGF1R_chr15_99434664__BTK_chrX_100645534	19	50
IGF1R_chr15_99434664__CASP8_chr2_202123033	21	38
IGF1R_chr15_99434664__CASP8_chr2_202131404	6	45
IGF1R_chr15_99434664__CASP8_chr2_202134297	598	401
IGF1R_chr15_99434664__CDH1_chr16_68771300	1118	648
IGF1R_chr15_99434664__CDH1_chr16_68772255	181	12
IGF1R_chr15_99434664__CDK4_chr12_58144705	856	264
IGF1R_chr15_99434664__CDK6_chr7_92244474	45	141
IGF1R_chr15_99434664__CDK9_chr9_130550235	228	79
IGF1R_chr15_99434664__CDKN1B_chr12_12870777	300	14
IGF1R_chr15_99434664__CDKN1B_chr12_12870931	848	95
IGF1R_chr15_99434664__CDKN2A_chr9_21968726	36	112
IGF1R_chr15_99434664__CDKN2A_chr9_21971100	494	508
IGF1R_chr15_99434664__CDKN2A_chr9_21994327	890	65
IGF1R_chr15_99434664__CHEK1_chr11_125496644	477	312
IGF1R_chr15_99434664__CHEK1_chr11_125496687	4	3
IGF1R_chr15_99434664__CHEK2_chr22_29085137	239	104
IGF1R_chr15_99434664__CHEK2_chr22_29130694	24	277
IGF1R_chr15_99434664__DHFR_chr5_79950216	187	66
IGF1R_chr15_99434664__DHFR_chr5_79950217	265	821
IGF1R_chr15_99434664__EGFR_chr7_55086962	133	21
IGF1R_chr15_99434664__EGFR_chr7_55209992	330	22
IGF1R_chr15_99434664__ERBB2_chr17_37868221	713	181
IGF1R_chr15_99434664__FGFR3_chr4_1795735	138	511
IGF1R_chr15_99434664__FGFR3_chr4_1795736	14	20
IGF1R_chr15_99434664__FLT3_chr13_28636172	359	52
IGF1R_chr15_99434664__FNTA_chr8_42911471	118	18
IGF1R_chr15_99434664__GATA3_chr10_8097612	965	236
IGF1R_chr15_99434664__HDAC1_chr1_32792601	14	402
IGF1R_chr15_99434664__HDAC1_chr1_32792637	529	411
IGF1R_chr15_99434664__HDAC2_chr6_114266539	596	172
IGF1R_chr15_99434664__HDAC2_chr6_114267214	12	23
IGF1R_chr15_99434664__HDAC2_chr6_114292056	3107	327
IGF1R_chr15_99434664__HSP90AA1_chr14_102552141	289	26
IGF1R_chr15_99434664__HSP90AA1_chr14_102605736	157	42
IGF1R_chr15_99434664__JAK2_chr9_5050721	240	110
IGF1R_chr15_99434664__JAK2_chr9_5050816	351	186
IGF1R_chr15_99434664__KDM5C_chrX_53254068	208	97
IGF1R_chr15_99434664__KDM6A_chrX_44732838	42	198
IGF1R_chr15_99434664__MAP2K1_chr15_66679721	191	324
IGF1R_chr15_99434664__MAP2K1_chr15_66679756	159	334
IGF1R_chr15_99434664__MAP3K1_chr5_56152466	199	201
IGF1R_chr15_99434664__MET_chr7_116339123	148	185
IGF1R_chr15_99434664__MET_chr7_116340188	285	34
IGF1R_chr15_99434664__MLH1_chr3_37035029	19	274
IGF1R_chr15_99434664__MTOR_chr1_11317149	52	37
IGF1R_chr15_99434664__NF1_chr17_29483038	259	137
IGF1R_chr15_99434664__NonTargetingControlGuideForHuman0362	656	80
IGF1R_chr15_99434664__NonTargetingControlGuideForHuman0412	645	198
IGF1R_chr15_99434664__PARP1_chr1_226578301	734	40
IGF1R_chr15_99434664__PARP1_chr1_226595581	45	145
IGF1R_chr15_99434664__PIK3CA_chr3_178916614	535	504
IGF1R_chr15_99434664__PIK3R1_chr5_67522521	611	63
IGF1R_chr15_99434664__PIK3R1_chr5_67576421	528	20
IGF1R_chr15_99434664__PRKDC_chr8_48686398	344	42
IGF1R_chr15_99434664__PRKDC_chr8_48686781	1589	459
IGF1R_chr15_99434664__PRKDC_chr8_48872683	108	335
IGF1R_chr15_99434664__PTEN_chr10_89653786	619	170
IGF1R_chr15_99434664__PTEN_chr10_89685297	62	178
IGF1R_chr15_99434664__RB1_chr13_48934148	8	588
IGF1R_chr15_99434664__RB1_chr13_48936969	117	464
IGF1R_chr15_99434664__ROR1_chr1_64240089	22	123
IGF1R_chr15_99434664__ROR1_chr1_64240143	26	210
IGF1R_chr15_99434664__RPS6KB1_chr17_57987922	256	82
IGF1R_chr15_99434664__RRM2_chr2_10262940	20	26
IGF1R_chr15_99434664__RRM2_chr2_10262957	63	9
IGF1R_chr15_99434664__RUNX1_chr21_36252902	63	692
IGF1R_chr15_99434664__RUNX1_chr21_36421144	235	431
IGF1R_chr15_99434664__SETD2_chr3_47142972	9	29
IGF1R_chr15_99434664__SMAD4_chr18_48575673	4	157
IGF1R_chr15_99434664__SMARCA4_chr19_11094851	66	86
IGF1R_chr15_99434664__SMARCA4_chr19_11095011	191	151
IGF1R_chr15_99434664__SMARCB1_chr22_24129339	326	41
IGF1R_chr15_99434664__SMO_chr7_128845081	123	116
IGF1R_chr15_99434664__SRC_chr20_36012562	15	53
IGF1R_chr15_99434664__SRC_chr20_36014563	192	172
IGF1R_chr15_99434664__TOP1_chr20_39657693	12	101
IGF1R_chr15_99434664__TOP1_chr20_39690055	127	9
IGF1R_chr15_99434664__TP53_chr17_7577537	15	362
IGF1R_chr15_99434664__TP53_chr17_7578373	7	451
IGF1R_chr15_99434664__TSC1_chr9_135796748	24	425
IGF1R_chr15_99434664__TSC1_chr9_135796796	97	172
IGF1R_chr15_99434664__TYMS_chr18_657730	1717	288
IGF1R_chr15_99434664__TYMS_chr18_659656	296	376
IGF1R_chr15_99434664__TYMS_chr18_659665	172	603
IGF1R_chr15_99434664__VEGFA_chr6_43738425	136	186
IGF1R_chr15_99434664__VEGFA_chr6_43742077	118	222
IGF1R_chr15_99434664__VHL_chr3_10183773	566	353
IGF1R_chr15_99434664__WEE1_chr11_9595845	31	12
IGF1R_chr15_99434807__ABL1_chr9_133589790	191	96
IGF1R_chr15_99434807__ABL1_chr9_133738356	1375	177
IGF1R_chr15_99434807__ADA_chr20_43257696	146	90
IGF1R_chr15_99434807__ADA_chr20_43257769	285	401
IGF1R_chr15_99434807__AKT1_chr14_105239609	27	622
IGF1R_chr15_99434807__ALK_chr2_30143522	16	31
IGF1R_chr15_99434807__APC_chr5_112102023	117	135
IGF1R_chr15_99434807__APC_chr5_112102933	241	140
IGF1R_chr15_99434807__ARID1A_chr1_27022876	64	235
IGF1R_chr15_99434807__ARID2_chr12_46123614	13	14
IGF1R_chr15_99434807__ARID2_chr12_46205318	1085	257
IGF1R_chr15_99434807__ARID2_chr12_46254608	222	631
IGF1R_chr15_99434807__ATM_chr11_108098390	34	88
IGF1R_chr15_99434807__BCL2_chr18_60795960	409	177
IGF1R_chr15_99434807__BRAF_chr7_140534469	479	643
IGF1R_chr15_99434807__BRAF_chr7_140624501	312	215
IGF1R_chr15_99434807__BRCA1_chr17_41276018	129	25
IGF1R_chr15_99434807__BRCA2_chr13_32890586	17	37
IGF1R_chr15_99434807__BRCA2_chr13_32914228	101	31
IGF1R_chr15_99434807__BRD4_chr19_15376361	299	24
IGF1R_chr15_99434807__BRD4_chr19_15376403	390	777
IGF1R_chr15_99434807__BTK_chrX_100626613	28	86
IGF1R_chr15_99434807__CASP8_chr2_202131404	20	333
IGF1R_chr15_99434807__CASP8_chr2_202134297	111	232
IGF1R_chr15_99434807__CDH1_chr16_68771300	398	104
IGF1R_chr15_99434807__CDH1_chr16_68772250	105	373
IGF1R_chr15_99434807__CDH1_chr16_68772255	2	4
IGF1R_chr15_99434807__CDK4_chr12_58143253	12	20
IGF1R_chr15_99434807__CDK6_chr7_92462628	7	10
IGF1R_chr15_99434807__CDK9_chr9_130548409	444	242
IGF1R_chr15_99434807__CDK9_chr9_130550235	24	72
IGF1R_chr15_99434807__CDKN1B_chr12_12870777	133	199
IGF1R_chr15_99434807__CDKN1B_chr12_12871196	337	92
IGF1R_chr15_99434807__CDKN2A_chr9_21968726	674	498
IGF1R_chr15_99434807__CHEK1_chr11_125496644	520	111
IGF1R_chr15_99434807__CHEK1_chr11_125496687	4	3
IGF1R_chr15_99434807__CHEK2_chr22_29085137	36	352
IGF1R_chr15_99434807__CHEK2_chr22_29090029	779	1266
IGF1R_chr15_99434807__CHEK2_chr22_29130694	53	97
IGF1R_chr15_99434807__DHFR_chr5_79950217	93	70
IGF1R_chr15_99434807__EGFR_chr7_55209986	919	220
IGF1R_chr15_99434807__ERBB2_chr17_37855800	350	622
IGF1R_chr15_99434807__ERBB2_chr17_37868221	841	812
IGF1R_chr15_99434807__ERBB2_chr17_37868292	287	122
IGF1R_chr15_99434807__FGFR2_chr10_123298118	975	36
IGF1R_chr15_99434807__FGFR3_chr4_1795655	76	166
IGF1R_chr15_99434807__FGFR3_chr4_1795735	126	533
IGF1R_chr15_99434807__FLT3_chr13_28636172	31	158
IGF1R_chr15_99434807__FLT3_chr13_28674643	1293	361
IGF1R_chr15_99434807__FNTA_chr8_42911471	119	204
IGF1R_chr15_99434807__GATA3_chr10_8097612	121	315
IGF1R_chr15_99434807__GATA3_chr10_8097722	19	27
IGF1R_chr15_99434807__GATA3_chr10_8097790	37	667
IGF1R_chr15_99434807__HDAC1_chr1_32757816	2010	477
IGF1R_chr15_99434807__HDAC1_chr1_32792601	8	32
IGF1R_chr15_99434807__HDAC2_chr6_114266539	738	123
IGF1R_chr15_99434807__HDAC6_chrX_48661089	15	518
IGF1R_chr15_99434807__HDAC6_chrX_48661385	365	239
IGF1R_chr15_99434807__HSP90AA1_chr14_102551760	233	487
IGF1R_chr15_99434807__HSP90AA1_chr14_102552141	8	18
IGF1R_chr15_99434807__HSP90AA1_chr14_102605736	721	131
IGF1R_chr15_99434807__KDM6A_chrX_44820615	235	30
IGF1R_chr15_99434807__KIT_chr4_55524176	1399	16
IGF1R_chr15_99434807__KMT2D_chr12_49448168	205	103
IGF1R_chr15_99434807__MAP2K1_chr15_66679721	530	104
IGF1R_chr15_99434807__MAP2K1_chr15_66679756	17	15
IGF1R_chr15_99434807__MAP3K1_chr5_56152485	445	253
IGF1R_chr15_99434807__MET_chr7_116340188	194	138
IGF1R_chr15_99434807__MLH1_chr3_37045912	216	84
IGF1R_chr15_99434807__MSH6_chr2_48010356	911	26
IGF1R_chr15_99434807__MTOR_chr1_11317149	350	91
IGF1R_chr15_99434807__MTOR_chr1_11319459	176	225
IGF1R_chr15_99434807__NF1_chr17_29422308	733	188
IGF1R_chr15_99434807__NF1_chr17_29483038	7	13
IGF1R_chr15_99434807__NF1_chr17_29483039	98	175
IGF1R_chr15_99434807__NonTargetingControlGuideForHuman0362	820	175
IGF1R_chr15_99434807__NonTargetingControlGuideForHuman0412	193	447
IGF1R_chr15_99434807__PARP1_chr1_226578301	174	157
IGF1R_chr15_99434807__PBRM1_chr3_52702516	12	28
IGF1R_chr15_99434807__PBRM1_chr3_52713723	12	1282
IGF1R_chr15_99434807__PDGFRA_chr4_55129914	130	38
IGF1R_chr15_99434807__PIK3CA_chr3_178916614	122	32
IGF1R_chr15_99434807__PIK3CA_chr3_178919070	13	35
IGF1R_chr15_99434807__PIK3R1_chr5_67522521	127	21
IGF1R_chr15_99434807__PIK3R1_chr5_67576421	15	26
IGF1R_chr15_99434807__PRKDC_chr8_48686781	917	1660
IGF1R_chr15_99434807__PTEN_chr10_89685297	282	368
IGF1R_chr15_99434807__RB1_chr13_48934148	14	101
IGF1R_chr15_99434807__ROR1_chr1_64240072	335	100
IGF1R_chr15_99434807__ROR1_chr1_64240089	33	385
IGF1R_chr15_99434807__ROR1_chr1_64240143	664	440
IGF1R_chr15_99434807__RPS6KB1_chr17_57987922	89	19
IGF1R_chr15_99434807__RPS6KB1_chr17_57987949	191	316
IGF1R_chr15_99434807__RRM2_chr2_10262728	11	25
IGF1R_chr15_99434807__RRM2_chr2_10262940	146	48
IGF1R_chr15_99434807__RUNX1_chr21_36252860	582	141
IGF1R_chr15_99434807__RUNX1_chr21_36421144	12	73
IGF1R_chr15_99434807__SETD2_chr3_47142951	113	30
IGF1R_chr15_99434807__SETD2_chr3_47205411	74	39
IGF1R_chr15_99434807__SMAD4_chr18_48575673	314	132
IGF1R_chr15_99434807__SMARCA4_chr19_11094819	207	271
IGF1R_chr15_99434807__SMARCB1_chr22_24133993	40	41
IGF1R_chr15_99434807__SMO_chr7_128828974	326	1303
IGF1R_chr15_99434807__SMO_chr7_128845081	619	140
IGF1R_chr15_99434807__SMO_chr7_128845117	257	987
IGF1R_chr15_99434807__SRC_chr20_36014563	248	40
IGF1R_chr15_99434807__SRC_chr20_36022600	60	202
IGF1R_chr15_99434807__TP53_chr17_7578373	60	22
IGF1R_chr15_99434807__TP53_chr17_7579881	122	53
IGF1R_chr15_99434807__TSC1_chr9_135804256	12	20
IGF1R_chr15_99434807__VHL_chr3_10183773	11	100
IGF1R_chr15_99434807__VHL_chr3_10183791	257	274
IGF1R_chr15_99434807__WEE1_chr11_9595542	11	45
IGF1R_chr15_99434807__WEE1_chr11_9595845	53	12
JAK2_chr9_5021970__ABL1_chr9_133589790	14	20
JAK2_chr9_5021970__ABL1_chr9_133738283	94	529
JAK2_chr9_5021970__ADA_chr20_43257696	49	109
JAK2_chr9_5021970__ADA_chr20_43257769	683	866
JAK2_chr9_5021970__ADA_chr20_43280245	179	282
JAK2_chr9_5021970__AKT1_chr14_105258968	141	407
JAK2_chr9_5021970__ALK_chr2_29541172	9	84
JAK2_chr9_5021970__ARID1A_chr1_27056286	10	76
JAK2_chr9_5021970__ARID1A_chr1_27056288	11	285
JAK2_chr9_5021970__ARID2_chr12_46205318	286	45
JAK2_chr9_5021970__ARID2_chr12_46254608	12	37
JAK2_chr9_5021970__ATM_chr11_108098350	10	15
JAK2_chr9_5021970__ATM_chr11_108098402	5	9
JAK2_chr9_5021970__BCL2_chr18_60795945	37	19
JAK2_chr9_5021970__BRAF_chr7_140534469	337	278
JAK2_chr9_5021970__BRAF_chr7_140624501	7	80
JAK2_chr9_5021970__BTK_chrX_100629565	38	23
JAK2_chr9_5021970__BTK_chrX_100645534	368	887
JAK2_chr9_5021970__CASP8_chr2_202123033	226	200
JAK2_chr9_5021970__CDH1_chr16_68772255	5	69
JAK2_chr9_5021970__CDK4_chr12_58144705	44	36
JAK2_chr9_5021970__CDK4_chr12_58145497	50	22
JAK2_chr9_5021970__CDK6_chr7_92244474	116	63
JAK2_chr9_5021970__CDK6_chr7_92252365	523	49
JAK2_chr9_5021970__CDK9_chr9_130548998	250	7
JAK2_chr9_5021970__CDKN1B_chr12_12870777	126	211
JAK2_chr9_5021970__CDKN1B_chr12_12870931	185	541
JAK2_chr9_5021970__CDKN2A_chr9_21968726	470	65
JAK2_chr9_5021970__CDKN2A_chr9_21994327	182	1168
JAK2_chr9_5021970__CHEK1_chr11_125499147	140	136
JAK2_chr9_5021970__CHEK2_chr22_29090029	70	71
JAK2_chr9_5021970__CHEK2_chr22_29130694	345	372
JAK2_chr9_5021970__DHFR_chr5_79949819	13	27
JAK2_chr9_5021970__EGFR_chr7_55209992	14	25
JAK2_chr9_5021970__ERBB2_chr17_37855800	918	243
JAK2_chr9_5021970__ERBB2_chr17_37868221	1213	300
JAK2_chr9_5021970__ERBB2_chr17_37868292	11	1993
JAK2_chr9_5021970__FGFR2_chr10_123298118	181	610
JAK2_chr9_5021970__FGFR3_chr4_1795655	163	33
JAK2_chr9_5021970__FLT3_chr13_28636131	434	150
JAK2_chr9_5021970__FLT3_chr13_28636172	474	100
JAK2_chr9_5021970__FNTA_chr8_42924781	82	99
JAK2_chr9_5021970__GATA3_chr10_8097790	292	220
JAK2_chr9_5021970__HDAC1_chr1_32792637	153	496
JAK2_chr9_5021970__HDAC2_chr6_114266539	175	117
JAK2_chr9_5021970__HDAC2_chr6_114267214	177	251
JAK2_chr9_5021970__HDAC2_chr6_114292056	119	22
JAK2_chr9_5021970__HDAC6_chrX_48661385	637	39
JAK2_chr9_5021970__HDAC6_chrX_48674389	32	25
JAK2_chr9_5021970__HSP90AA1_chr14_102551760	83	30
JAK2_chr9_5021970__IGF1R_chr15_99434664	7	54
JAK2_chr9_5021970__IGF1R_chr15_99434807	84	992
JAK2_chr9_5021970__KDM5C_chrX_53241021	124	32
JAK2_chr9_5021970__KDM5C_chrX_53254068	609	304
JAK2_chr9_5021970__KDM6A_chrX_44732838	267	375
JAK2_chr9_5021970__KDM6A_chrX_44820615	254	650
JAK2_chr9_5021970__KDM6A_chrX_44820616	777	1878
JAK2_chr9_5021970__KIT_chr4_55524176	61	17
JAK2_chr9_5021970__KIT_chr4_55524229	17	129
JAK2_chr9_5021970__KMT2D_chr12_49448168	177	568
JAK2_chr9_5021970__KMT2D_chr12_49448468	366	1361
JAK2_chr9_5021970__MAP2K1_chr15_66679721	128	116
JAK2_chr9_5021970__MAP2K1_chr15_66679756	14	704
JAK2_chr9_5021970__MAP3K1_chr5_56111382	30	9
JAK2_chr9_5021970__MAP3K1_chr5_56152466	14	65
JAK2_chr9_5021970__MET_chr7_116339123	15	125
JAK2_chr9_5021970__MET_chr7_116340207	16	139
JAK2_chr9_5021970__MLH1_chr3_37035029	217	721
JAK2_chr9_5021970__MSH6_chr2_48018154	564	47
JAK2_chr9_5021970__MTOR_chr1_11317149	6	706
JAK2_chr9_5021970__MTOR_chr1_11319459	15	16
JAK2_chr9_5021970__NF1_chr17_29483039	1455	86
JAK2_chr9_5021970__NonTargetingControlGuideForHuman0352	333	276
JAK2_chr9_5021970__PARP1_chr1_226578301	115	438
JAK2_chr9_5021970__PARP1_chr1_226595581	388	18
JAK2_chr9_5021970__PBRM1_chr3_52696257	141	33
JAK2_chr9_5021970__PBRM1_chr3_52713723	261	16
JAK2_chr9_5021970__PDGFRA_chr4_55124932	823	49
JAK2_chr9_5021970__PDGFRA_chr4_55124963	63	329
JAK2_chr9_5021970__PIK3CA_chr3_178919070	97	173
JAK2_chr9_5021970__PIK3CA_chr3_178919167	61	74
JAK2_chr9_5021970__PIK3R1_chr5_67522521	29	191
JAK2_chr9_5021970__PIK3R1_chr5_67576410	27	496
JAK2_chr9_5021970__PRKDC_chr8_48686398	342	796
JAK2_chr9_5021970__PTEN_chr10_89653786	39	26
JAK2_chr9_5021970__PTEN_chr10_89685297	26	312
JAK2_chr9_5021970__RB1_chr13_48878054	82	109
JAK2_chr9_5021970__RB1_chr13_48934148	42	121
JAK2_chr9_5021970__ROR1_chr1_64240072	149	48
JAK2_chr9_5021970__ROR1_chr1_64240143	26	631
JAK2_chr9_5021970__RPS6KB1_chr17_57970538	102	66
JAK2_chr9_5021970__RPS6KB1_chr17_57987922	56	15
JAK2_chr9_5021970__RPS6KB1_chr17_57987949	218	952
