construct_id	Hela_par_CRV4_d21_2_S6_trimmed53_len_filtered_counts	Hela_par_CRV4_d3_1_S1_trimmed53_len_filtered_counts	Hela_par_CRV4_d3_2_S2_trimmed53_len_filtered_counts	Hela_par_CRV4_d21_1_S5_trimmed53_len_filtered_counts	Hela_par_CRV4_d28_2_S8_trimmed53_len_filtered_counts	Hela_par_CRV4_d14_2_S4_trimmed53_len_filtered_counts	Hela_par_CRV4_d14_1_S3_trimmed53_len_filtered_counts	Hela_par_CRV4_d28_1_S7_trimmed53_len_filtered_counts
HDAC1_chr1_32792601__FGFR3_chr4_1795736	727	635	737	659	531	1246	634	174
HDAC1_chr1_32792601__FLT3_chr13_28674643	1022	788	930	761	758	1260	1132	370
HDAC1_chr1_32792601__FNTA_chr8_42911471	1488	825	1037	325	1012	1794	799	306
HDAC1_chr1_32792601__FNTA_chr8_42914260	1160	1121	1357	416	738	978	767	169
HDAC1_chr1_32792601__FNTA_chr8_42924781	669	803	1005	594	582	1124	927	357
HDAC1_chr1_32792601__HDAC2_chr6_114266539	823	2032	2314	504	528	1002	413	326
HDAC1_chr1_32792601__HDAC2_chr6_114267214	1570	677	775	1305	1079	1469	1284	537
HDAC1_chr1_32792601__HSP90AA1_chr14_102551760	95	469	577	321	165	412	188	230
HDAC1_chr1_32792601__HSP90AA1_chr14_102552141	1820	993	1116	732	1652	1822	812	433
HDAC1_chr1_32792601__JAK2_chr9_5021970	453	461	539	561	254	657	518	366
HDAC1_chr1_32792601__JAK2_chr9_5050721	510	329	428	42	239	813	100	33
HDAC1_chr1_32792601__JAK2_chr9_5050816	1397	804	1031	1144	1654	980	1057	961
HDAC1_chr1_32792601__KIT_chr4_55524164	1430	1438	1617	899	1142	1475	1431	1121
HDAC1_chr1_32792601__KIT_chr4_55524176	817	698	816	697	571	1072	720	508
HDAC1_chr1_32792601__MAP2K1_chr15_66679721	1791	996	1135	757	2725	1555	672	185
HDAC1_chr1_32792601__MAP2K1_chr15_66679756	1370	904	999	1737	2399	1188	2090	1249
HDAC1_chr1_32792601__MET_chr7_116340188	766	1027	1181	887	317	858	1092	1078
HDAC1_chr1_32792601__MTOR_chr1_11317010	77	994	1184	87	84	282	105	57
HDAC1_chr1_32792601__MTOR_chr1_11319459	1085	681	734	309	431	1206	614	138
HDAC1_chr1_32792601__NonTargetingControlGuideForHuman0362	627	621	703	1292	412	959	959	1022
HDAC1_chr1_32792601__NonTargetingControlGuideForHuman0412	456	705	794	419	212	840	919	447
HDAC1_chr1_32792601__PARP1_chr1_226578249	5	251	314	262	0	210	181	114
HDAC1_chr1_32792601__PARP1_chr1_226578301	1053	331	369	435	697	878	823	213
HDAC1_chr1_32792601__PDGFRA_chr4_55124932	1236	473	665	1820	1354	1373	1692	2188
HDAC1_chr1_32792601__PDGFRA_chr4_55124963	1213	2	3	1082	541	776	782	570
HDAC1_chr1_32792601__PIK3CA_chr3_178916614	310	467	485	969	474	707	657	596
HDAC1_chr1_32792601__PIK3CA_chr3_178919167	432	496	596	415	354	718	682	156
HDAC1_chr1_32792601__PRKDC_chr8_48686398	1207	96	89	579	529	2048	834	713
HDAC1_chr1_32792601__ROR1_chr1_64240072	510	331	396	795	213	647	796	428
HDAC1_chr1_32792601__ROR1_chr1_64240089	2100	1058	1256	1576	2367	1828	1256	1543
HDAC1_chr1_32792601__ROR1_chr1_64240143	734	1168	1340	629	684	991	913	1020
HDAC1_chr1_32792601__RPS6KB1_chr17_57987949	952	636	834	2457	1308	813	2140	2149
HDAC1_chr1_32792601__RRM2_chr2_10262940	1837	222	243	891	3818	1318	579	466
HDAC1_chr1_32792601__RRM2_chr2_10262957	955	675	717	1330	627	1053	1285	1710
HDAC1_chr1_32792601__SMO_chr7_128828974	1326	402	483	1679	1116	1188	1557	2024
HDAC1_chr1_32792601__SRC_chr20_36014563	1234	895	1066	805	748	1359	806	666
HDAC1_chr1_32792601__TOP1_chr20_39690055	67	358	436	162	34	209	289	116
HDAC1_chr1_32792601__TOP1_chr20_39690109	1889	1592	1921	920	2118	1523	1682	1362
HDAC1_chr1_32792601__TYMS_chr18_657730	1990	922	1119	338	3098	1121	417	379
HDAC1_chr1_32792601__VEGFA_chr6_43738425	1155	1555	1717	590	923	925	1143	436
HDAC1_chr1_32792601__VEGFA_chr6_43742077	823	704	848	776	394	901	844	514
HDAC1_chr1_32792601__WEE1_chr11_9595845	1014	1036	1188	569	1040	892	871	445
HDAC1_chr1_32792637__ABL1_chr9_133589790	1421	708	859	355	1499	849	526	197
HDAC1_chr1_32792637__ABL1_chr9_133738283	266	139	137	265	229	311	414	264
HDAC1_chr1_32792637__ADA_chr20_43257696	1162	1233	1390	2141	1054	1255	1915	1872
HDAC1_chr1_32792637__AKT1_chr14_105239686	1329	991	1176	1775	1328	1002	1529	1697
HDAC1_chr1_32792637__ALK_chr2_29541171	707	1193	1318	790	293	723	817	445
HDAC1_chr1_32792637__ATM_chr11_108098350	531	347	413	564	156	480	411	555
HDAC1_chr1_32792637__ATM_chr11_108098390	1181	1330	1682	761	796	1305	961	598
HDAC1_chr1_32792637__BCL2_chr18_60795960	1255	840	980	987	749	1269	719	1105
HDAC1_chr1_32792637__BRAF_chr7_140534469	63	121	102	301	8	181	295	180
HDAC1_chr1_32792637__BRD4_chr19_15376361	357	448	548	309	241	723	631	215
HDAC1_chr1_32792637__BRD4_chr19_15376403	4731	907	1025	2285	6941	2717	1950	3132
HDAC1_chr1_32792637__BRD4_chr19_15383894	381	1305	1484	1072	149	535	1028	1660
HDAC1_chr1_32792637__BTK_chrX_100626613	118	136	185	295	177	237	516	110
HDAC1_chr1_32792637__BTK_chrX_100629565	1446	1373	1486	729	642	1217	1310	638
HDAC1_chr1_32792637__BTK_chrX_100645534	1907	903	992	1119	1335	1611	1382	1033
HDAC1_chr1_32792637__CDK4_chr12_58145497	1286	842	1031	1330	762	1371	1066	717
HDAC1_chr1_32792637__CDK6_chr7_92252365	237	454	502	1213	367	354	1143	1138
HDAC1_chr1_32792637__CDK6_chr7_92462628	567	986	1046	545	374	1145	501	324
HDAC1_chr1_32792637__CDK9_chr9_130548409	822	118	158	1056	260	893	1191	607
HDAC1_chr1_32792637__CDK9_chr9_130548998	127	259	336	712	88	186	856	432
HDAC1_chr1_32792637__CDK9_chr9_130550235	1063	452	586	712	820	1281	665	711
HDAC1_chr1_32792637__CHEK1_chr11_125496644	258	264	311	26	201	325	90	43
HDAC1_chr1_32792637__CHEK1_chr11_125496687	1716	1437	1611	1380	1933	1181	983	1359
HDAC1_chr1_32792637__CHEK1_chr11_125499147	390	302	316	469	150	710	331	267
HDAC1_chr1_32792637__CHEK2_chr22_29085137	326	191	215	158	531	818	392	77
HDAC1_chr1_32792637__DHFR_chr5_79949819	416	327	405	276	136	378	557	108
HDAC1_chr1_32792637__EGFR_chr7_55086962	481	696	797	574	285	1127	751	353
HDAC1_chr1_32792637__EGFR_chr7_55209986	996	1236	1452	650	1233	1462	997	355
HDAC1_chr1_32792637__ERBB2_chr17_37855800	220	137	136	128	70	509	161	15
HDAC1_chr1_32792637__ERBB2_chr17_37868221	368	444	494	86	214	659	62	5
HDAC1_chr1_32792637__FGFR2_chr10_123298118	1459	868	1036	586	1422	1556	650	867
HDAC1_chr1_32792637__FGFR2_chr10_123298215	485	645	712	625	649	413	638	540
HDAC1_chr1_32792637__FGFR3_chr4_1795735	347	622	659	62	122	413	220	48
HDAC1_chr1_32792637__FLT3_chr13_28636131	549	394	504	905	448	657	564	683
HDAC1_chr1_32792637__FLT3_chr13_28636172	2087	921	1113	739	3680	1417	1011	453
HDAC1_chr1_32792637__HDAC2_chr6_114267214	352	828	1033	719	289	555	1117	509
HDAC1_chr1_32792637__HDAC2_chr6_114292056	140	361	400	114	19	280	146	176
HDAC1_chr1_32792637__HDAC6_chrX_48674389	246	220	245	627	91	484	760	613
HDAC1_chr1_32792637__HSP90AA1_chr14_102605736	1163	713	869	873	1515	1111	819	549
HDAC1_chr1_32792637__IGF1R_chr15_99192824	948	980	1072	834	1018	673	779	631
HDAC1_chr1_32792637__IGF1R_chr15_99434807	2190	604	761	1283	3014	1812	1255	818
HDAC1_chr1_32792637__JAK2_chr9_5050816	426	327	410	600	153	543	733	182
HDAC1_chr1_32792637__KIT_chr4_55524229	489	903	1028	657	585	697	750	284
HDAC1_chr1_32792637__MAP2K1_chr15_66679728	1131	685	730	500	1188	669	827	266
HDAC1_chr1_32792637__MAP2K1_chr15_66679756	759	1299	1427	893	296	1106	711	599
HDAC1_chr1_32792637__MET_chr7_116340188	477	917	973	346	494	582	336	156
HDAC1_chr1_32792637__MTOR_chr1_11317149	526	694	787	649	493	791	556	702
HDAC1_chr1_32792637__NonTargetingControlGuideForHuman0362	1006	1389	1691	1430	484	1405	1860	1140
HDAC1_chr1_32792637__NonTargetingControlGuideForHuman0412	1419	376	451	232	1627	735	627	175
HDAC1_chr1_32792637__PARP1_chr1_226578301	165	284	373	154	70	121	198	28
HDAC1_chr1_32792637__PDGFRA_chr4_55124932	2349	394	562	1540	2223	1984	1527	1477
HDAC1_chr1_32792637__PDGFRA_chr4_55124963	2106	1375	1567	1455	1630	1149	1542	1285
HDAC1_chr1_32792637__PDGFRA_chr4_55129914	303	118	113	250	69	377	186	56
HDAC1_chr1_32792637__PIK3CA_chr3_178919070	0	442	479	324	0	11	112	100
HDAC1_chr1_32792637__ROR1_chr1_64240089	615	422	505	762	236	794	664	522
HDAC1_chr1_32792637__RPS6KB1_chr17_57987949	1603	1005	1172	310	768	1223	836	335
HDAC1_chr1_32792637__RRM2_chr2_10262728	1327	780	875	527	881	951	444	155
HDAC1_chr1_32792637__RRM2_chr2_10262957	714	350	394	517	582	872	754	346
HDAC1_chr1_32792637__SMO_chr7_128828974	334	649	811	1013	402	850	1019	1165
HDAC1_chr1_32792637__SMO_chr7_128845081	2275	983	1091	1277	3318	962	747	1959
HDAC1_chr1_32792637__SMO_chr7_128845117	878	525	612	314	1041	706	445	159
HDAC1_chr1_32792637__SRC_chr20_36012562	708	822	1071	649	534	741	577	264
HDAC1_chr1_32792637__SRC_chr20_36022600	1200	642	754	1105	716	1240	915	717
HDAC1_chr1_32792637__TOP1_chr20_39690109	2927	966	1123	1918	2414	2423	1773	1653
HDAC1_chr1_32792637__TYMS_chr18_659665	1910	1104	1198	937	2043	1866	987	1005
HDAC1_chr1_32792637__VEGFA_chr6_43738425	346	638	692	929	184	722	1100	467
HDAC1_chr1_32792637__WEE1_chr11_9595462	0	22	40	0	1	0	0	0
HDAC1_chr1_32792637__WEE1_chr11_9595542	636	596	739	162	416	728	484	296
HDAC1_chr1_32792637__WEE1_chr11_9595845	1450	1529	1699	664	3050	1160	764	695
HDAC2_chr6_114266539__ABL1_chr9_133738356	408	44	40	77	571	401	151	52
HDAC2_chr6_114266539__ADA_chr20_43257696	1362	526	624	1216	1411	1541	759	660
HDAC2_chr6_114266539__AKT1_chr14_105239609	1246	2134	2449	1231	831	1677	2037	1033
HDAC2_chr6_114266539__AKT1_chr14_105258968	1575	867	1034	419	1944	1462	459	593
HDAC2_chr6_114266539__ALK_chr2_29541171	577	683	790	1085	361	828	1287	541
HDAC2_chr6_114266539__ALK_chr2_30143522	1866	712	826	189	2170	1100	374	42
HDAC2_chr6_114266539__ATM_chr11_108098390	1957	680	869	1023	2443	1384	1236	947
HDAC2_chr6_114266539__BCL2_chr18_60795960	373	521	605	505	111	587	534	559
HDAC2_chr6_114266539__BCL2_chr18_60985877	353	297	398	480	295	891	467	101
HDAC2_chr6_114266539__CDK6_chr7_92244474	1175	456	540	129	1932	728	395	84
HDAC2_chr6_114266539__CDK9_chr9_130548409	2179	1606	1859	1692	1766	1818	1829	2401
HDAC2_chr6_114266539__CDK9_chr9_130550235	1118	896	1036	686	683	1410	547	281
HDAC2_chr6_114266539__CHEK1_chr11_125496644	505	436	506	737	513	1253	656	488
HDAC2_chr6_114266539__CHEK1_chr11_125496687	1136	1266	1421	802	392	966	558	1057
HDAC2_chr6_114266539__CHEK2_chr22_29085137	451	812	947	749	203	601	402	470
HDAC2_chr6_114266539__DHFR_chr5_79950216	745	862	994	915	386	846	964	1037
HDAC2_chr6_114266539__DHFR_chr5_79950217	1645	937	1045	2540	2412	1371	1140	4228
HDAC2_chr6_114266539__EGFR_chr7_55086962	1997	2394	2749	745	1332	2994	1178	1240
HDAC2_chr6_114266539__FGFR3_chr4_1795735	1618	1888	2174	4035	2011	2209	2533	5788
HDAC2_chr6_114266539__FGFR3_chr4_1795736	877	656	782	291	498	1221	354	232
HDAC2_chr6_114266539__FLT3_chr13_28636131	485	1200	1376	616	307	551	619	370
HDAC2_chr6_114266539__FLT3_chr13_28636172	2116	1123	1335	1022	3284	1466	1013	807
HDAC2_chr6_114266539__FNTA_chr8_42911471	473	675	771	634	245	723	803	374
HDAC2_chr6_114266539__FNTA_chr8_42914260	887	335	374	630	572	629	360	450
HDAC2_chr6_114266539__FNTA_chr8_42924781	269	592	647	1193	191	491	1300	1711
HDAC2_chr6_114266539__HDAC1_chr1_32757816	749	1127	1299	745	395	447	414	867
HDAC2_chr6_114266539__HDAC1_chr1_32792637	529	638	816	672	295	509	452	545
HDAC2_chr6_114266539__HDAC6_chrX_48661089	1133	564	620	877	837	935	937	713
HDAC2_chr6_114266539__HDAC6_chrX_48661385	1477	1582	1918	587	922	1203	749	304
HDAC2_chr6_114266539__IGF1R_chr15_99192824	747	272	321	767	612	856	1164	347
HDAC2_chr6_114266539__JAK2_chr9_5050721	977	315	388	222	1344	1043	285	129
HDAC2_chr6_114266539__KIT_chr4_55524176	911	817	981	1039	1631	897	756	660
HDAC2_chr6_114266539__KIT_chr4_55524229	1070	622	717	1366	586	760	1897	667
HDAC2_chr6_114266539__MAP2K1_chr15_66679721	1503	1756	2133	1172	1520	1402	1238	727
HDAC2_chr6_114266539__MET_chr7_116339123	351	135	148	1064	272	752	1105	561
HDAC2_chr6_114266539__MET_chr7_116340188	790	593	655	656	725	1500	673	289
HDAC2_chr6_114266539__MET_chr7_116340207	1754	1580	1760	1549	1692	1436	2260	1755
HDAC2_chr6_114266539__MTOR_chr1_11317010	1987	1667	1817	1623	1652	2192	2154	1371
HDAC2_chr6_114266539__MTOR_chr1_11317149	273	231	256	252	94	419	490	71
HDAC2_chr6_114266539__NonTargetingControlGuideForHuman0362	1761	2143	2459	1511	890	1658	1163	832
HDAC2_chr6_114266539__NonTargetingControlGuideForHuman0412	2256	1197	1397	984	2141	1781	991	574
HDAC2_chr6_114266539__PARP1_chr1_226578249	343	317	364	187	172	328	77	105
HDAC2_chr6_114266539__PDGFRA_chr4_55129914	974	298	340	630	805	1080	541	386
HDAC2_chr6_114266539__PRKDC_chr8_48686398	1347	855	930	680	1087	1069	384	457
HDAC2_chr6_114266539__PRKDC_chr8_48686781	1286	714	905	786	423	1326	1099	727
HDAC2_chr6_114266539__PRKDC_chr8_48872683	2568	820	976	311	3093	1529	567	81
HDAC2_chr6_114266539__RPS6KB1_chr17_57987922	1042	971	1172	1428	1005	1227	924	1855
HDAC2_chr6_114266539__RRM2_chr2_10262728	134	316	381	374	141	581	428	208
HDAC2_chr6_114266539__RRM2_chr2_10262940	594	316	308	741	410	812	1296	819
HDAC2_chr6_114266539__RRM2_chr2_10262957	696	1112	1240	1279	872	995	1919	735
HDAC2_chr6_114266539__SMO_chr7_128828974	1076	1227	1317	882	786	922	686	1039
HDAC2_chr6_114266539__SRC_chr20_36012562	555	906	913	282	533	973	419	155
HDAC2_chr6_114266539__SRC_chr20_36014563	2593	2312	2678	1490	2726	2416	1463	1296
HDAC2_chr6_114266539__TOP1_chr20_39657693	753	840	985	683	388	786	1059	536
HDAC2_chr6_114266539__TOP1_chr20_39690055	849	949	1029	63	394	1486	485	28
HDAC2_chr6_114266539__TOP1_chr20_39690109	1103	516	545	761	1143	1500	461	564
HDAC2_chr6_114266539__TYMS_chr18_657730	1727	455	501	840	2280	1435	1162	1783
HDAC2_chr6_114266539__TYMS_chr18_659665	1272	790	911	226	661	1320	495	201
HDAC2_chr6_114266539__VEGFA_chr6_43738425	587	433	521	580	430	649	512	424
HDAC2_chr6_114266539__VEGFA_chr6_43742077	127	565	637	40	0	122	123	2
HDAC2_chr6_114267214__ABL1_chr9_133589790	496	59	63	484	378	321	133	558
HDAC2_chr6_114267214__ABL1_chr9_133738283	41	0	1	123	144	95	274	142
HDAC2_chr6_114267214__ADA_chr20_43257769	77	336	398	176	52	177	245	157
HDAC2_chr6_114267214__ATM_chr11_108098350	552	622	693	712	562	818	522	467
HDAC2_chr6_114267214__BCL2_chr18_60795945	436	43	46	444	111	833	512	418
HDAC2_chr6_114267214__BCL2_chr18_60985877	147	213	230	1021	65	358	833	1124
HDAC2_chr6_114267214__BRAF_chr7_140508787	560	786	853	265	112	625	200	110
HDAC2_chr6_114267214__BRAF_chr7_140624501	392	178	220	441	306	511	282	125
HDAC2_chr6_114267214__BTK_chrX_100626613	110	414	468	295	1	332	299	109
HDAC2_chr6_114267214__CDK4_chr12_58143253	493	1206	1343	362	464	829	438	135
HDAC2_chr6_114267214__CDK4_chr12_58145497	618	579	630	959	254	698	1197	1064
HDAC2_chr6_114267214__CDK6_chr7_92244474	3161	431	519	320	4148	1932	784	156
HDAC2_chr6_114267214__CDK6_chr7_92252365	1876	489	556	1080	3489	748	698	750
HDAC2_chr6_114267214__CDK9_chr9_130548409	642	427	507	442	552	919	596	126
HDAC2_chr6_114267214__CDK9_chr9_130548998	192	491	546	119	129	165	266	57
HDAC2_chr6_114267214__CDK9_chr9_130550235	1494	1161	1391	869	1441	1273	794	416
HDAC2_chr6_114267214__CHEK1_chr11_125496644	73	145	177	167	263	201	162	123
HDAC2_chr6_114267214__CHEK1_chr11_125496687	157	785	859	770	61	366	840	663
HDAC2_chr6_114267214__CHEK1_chr11_125499147	208	602	752	547	26	293	468	449
HDAC2_chr6_114267214__CHEK2_chr22_29085137	195	322	341	471	73	235	686	599
HDAC2_chr6_114267214__CHEK2_chr22_29130694	675	1933	2237	362	607	727	442	127
HDAC2_chr6_114267214__DHFR_chr5_79949819	333	634	755	645	113	244	438	238
HDAC2_chr6_114267214__DHFR_chr5_79950216	903	204	240	1570	1340	803	917	1321
HDAC2_chr6_114267214__EGFR_chr7_55086962	431	403	444	399	249	284	488	388
HDAC2_chr6_114267214__EGFR_chr7_55209986	767	494	578	373	640	577	588	377
HDAC2_chr6_114267214__FGFR2_chr10_123298215	116	94	95	53	61	115	180	19
HDAC2_chr6_114267214__FGFR3_chr4_1795736	215	642	684	328	259	411	541	254
HDAC2_chr6_114267214__FLT3_chr13_28636131	1463	10	7	702	1441	1229	562	416
HDAC2_chr6_114267214__FLT3_chr13_28636172	174	550	665	172	133	398	351	49
HDAC2_chr6_114267214__FLT3_chr13_28674643	62	424	453	142	53	81	137	97
HDAC2_chr6_114267214__FNTA_chr8_42911471	278	715	714	590	386	747	1016	830
HDAC2_chr6_114267214__HDAC6_chrX_48661385	263	355	383	580	99	632	923	607
HDAC2_chr6_114267214__HDAC6_chrX_48674389	15	119	120	245	13	135	347	123
HDAC2_chr6_114267214__HSP90AA1_chr14_102551760	116	304	358	1350	88	129	1189	1266
HDAC2_chr6_114267214__HSP90AA1_chr14_102552141	1147	262	314	85	808	602	135	63
HDAC2_chr6_114267214__HSP90AA1_chr14_102605736	513	1012	1073	296	608	696	722	276
HDAC2_chr6_114267214__IGF1R_chr15_99192824	910	308	315	77	527	519	188	154
HDAC2_chr6_114267214__IGF1R_chr15_99434807	736	877	963	173	653	702	275	137
HDAC2_chr6_114267214__JAK2_chr9_5050816	150	867	1065	183	209	577	303	256
HDAC2_chr6_114267214__MAP2K1_chr15_66679728	160	612	728	303	192	321	495	118
HDAC2_chr6_114267214__MAP2K1_chr15_66679756	595	631	800	348	408	618	401	355
HDAC2_chr6_114267214__MET_chr7_116339123	2712	643	767	1479	3436	2019	1012	1610
HDAC2_chr6_114267214__MET_chr7_116340188	1401	286	314	643	902	1448	1319	654
HDAC2_chr6_114267214__MET_chr7_116340207	543	470	521	1039	403	887	485	919
HDAC2_chr6_114267214__MTOR_chr1_11317149	1263	175	205	766	888	809	987	574
HDAC2_chr6_114267214__NonTargetingControlGuideForHuman0362	895	1466	1721	2003	555	956	2343	1774
HDAC2_chr6_114267214__NonTargetingControlGuideForHuman0412	898	524	570	576	739	937	710	391
HDAC2_chr6_114267214__PARP1_chr1_226578249	264	166	171	556	125	277	421	591
HDAC2_chr6_114267214__PARP1_chr1_226578301	53	32	30	111	0	149	106	3
HDAC2_chr6_114267214__PARP1_chr1_226595581	1088	804	1013	1150	1077	947	793	1251
HDAC2_chr6_114267214__PDGFRA_chr4_55124932	66	120	182	171	162	78	253	188
HDAC2_chr6_114267214__PDGFRA_chr4_55124963	42	114	123	519	22	282	846	371
HDAC2_chr6_114267214__PIK3CA_chr3_178916614	557	296	339	692	284	458	676	604
HDAC2_chr6_114267214__PRKDC_chr8_48686398	535	217	255	1253	175	688	1070	1162
HDAC2_chr6_114267214__PRKDC_chr8_48686781	676	1205	1475	612	674	812	874	164
HDAC2_chr6_114267214__RPS6KB1_chr17_57970538	832	505	568	751	782	675	555	750
HDAC2_chr6_114267214__RPS6KB1_chr17_57987949	370	512	597	209	316	338	434	209
HDAC2_chr6_114267214__RRM2_chr2_10262940	644	244	272	370	133	692	463	136
HDAC2_chr6_114267214__RRM2_chr2_10262957	270	270	346	312	218	339	828	154
HDAC2_chr6_114267214__SMO_chr7_128845081	551	214	238	344	421	597	652	391
HDAC2_chr6_114267214__SMO_chr7_128845117	239	671	806	531	203	455	1001	804
HDAC2_chr6_114267214__SRC_chr20_36012562	526	202	255	2	715	254	13	1
HDAC2_chr6_114267214__TOP1_chr20_39690055	425	74	101	320	214	513	446	123
HDAC2_chr6_114267214__TOP1_chr20_39690109	0	124	135	69	20	73	1	39
HDAC2_chr6_114267214__TYMS_chr18_657730	3361	1212	1377	935	3763	2197	827	1441
HDAC2_chr6_114267214__TYMS_chr18_659665	302	200	243	138	126	466	277	178
HDAC2_chr6_114267214__VEGFA_chr6_43742077	383	335	316	49	343	427	248	0
HDAC2_chr6_114267214__VEGFA_chr6_43742108	786	299	418	157	444	189	179	57
HDAC2_chr6_114267214__WEE1_chr11_9595462	1	7	9	0	0	0	0	0
HDAC2_chr6_114292056__ABL1_chr9_133589790	431	128	163	324	355	671	125	150
HDAC2_chr6_114292056__ABL1_chr9_133738283	23	0	0	0	7	125	96	68
HDAC2_chr6_114292056__ADA_chr20_43257696	914	616	715	378	685	1002	346	125
HDAC2_chr6_114292056__ALK_chr2_29541171	1467	374	411	863	1537	1454	729	600
HDAC2_chr6_114292056__ATM_chr11_108098350	718	434	481	444	740	761	523	556
HDAC2_chr6_114292056__BCL2_chr18_60795945	1112	392	449	594	1083	909	902	647
HDAC2_chr6_114292056__BCL2_chr18_60795960	171	447	539	304	8	311	221	134
HDAC2_chr6_114292056__BRAF_chr7_140508787	573	342	410	285	610	746	371	218
HDAC2_chr6_114292056__BRAF_chr7_140624501	178	465	604	429	84	238	308	307
HDAC2_chr6_114292056__BRD4_chr19_15376361	339	295	351	107	293	247	167	70
HDAC2_chr6_114292056__BRD4_chr19_15383894	600	231	256	681	375	591	821	467
HDAC2_chr6_114292056__BTK_chrX_100626613	408	361	388	732	177	197	817	571
HDAC2_chr6_114292056__CDK6_chr7_92252365	250	200	197	310	183	489	489	437
HDAC2_chr6_114292056__CHEK1_chr11_125496644	292	384	401	679	185	597	688	509
HDAC2_chr6_114292056__CHEK1_chr11_125496687	393	383	428	651	261	748	385	618
HDAC2_chr6_114292056__CHEK2_chr22_29085137	382	441	518	466	170	412	729	519
HDAC2_chr6_114292056__CHEK2_chr22_29090029	590	672	785	200	534	728	507	14
HDAC2_chr6_114292056__DHFR_chr5_79949819	319	463	529	443	302	679	823	206
HDAC2_chr6_114292056__DHFR_chr5_79950216	750	375	412	346	492	441	533	242
HDAC2_chr6_114292056__EGFR_chr7_55086962	663	381	429	653	252	331	507	561
HDAC2_chr6_114292056__EGFR_chr7_55209986	1272	252	361	625	842	1449	862	393
HDAC2_chr6_114292056__ERBB2_chr17_37868221	868	751	836	513	369	1006	536	325
HDAC2_chr6_114292056__FGFR2_chr10_123298215	453	260	360	908	439	482	912	534
HDAC2_chr6_114292056__FGFR3_chr4_1795735	766	321	340	704	820	629	612	497
HDAC2_chr6_114292056__FGFR3_chr4_1795736	905	435	590	291	852	1062	457	87
HDAC2_chr6_114292056__FLT3_chr13_28636131	55	138	155	1	2	105	0	0
HDAC2_chr6_114292056__HDAC1_chr1_32792601	692	460	553	423	419	691	747	200
HDAC2_chr6_114292056__HDAC6_chrX_48661089	464	120	156	205	266	542	254	259
HDAC2_chr6_114292056__HDAC6_chrX_48661385	304	450	518	286	324	361	482	125
HDAC2_chr6_114292056__HDAC6_chrX_48674389	209	290	357	136	79	350	178	142
HDAC2_chr6_114292056__HSP90AA1_chr14_102551760	564	715	824	255	397	579	398	122
HDAC2_chr6_114292056__HSP90AA1_chr14_102605736	1485	206	250	1135	1757	853	1288	1454
HDAC2_chr6_114292056__IGF1R_chr15_99434807	995	428	456	2013	1622	708	809	1855
HDAC2_chr6_114292056__JAK2_chr9_5050816	765	682	714	194	620	612	331	83
HDAC2_chr6_114292056__MAP2K1_chr15_66679728	476	192	198	478	127	661	387	195
HDAC2_chr6_114292056__MAP2K1_chr15_66679756	1271	828	1029	678	735	705	684	308
HDAC2_chr6_114292056__MET_chr7_116339123	337	421	475	357	314	535	298	107
HDAC2_chr6_114292056__MET_chr7_116340188	650	108	130	447	528	682	396	341
HDAC2_chr6_114292056__MET_chr7_116340207	234	425	418	380	132	399	342	226
HDAC2_chr6_114292056__MTOR_chr1_11317010	739	529	634	819	454	1031	1292	339
HDAC2_chr6_114292056__MTOR_chr1_11319459	351	45	41	531	326	423	801	506
HDAC2_chr6_114292056__NonTargetingControlGuideForHuman0352	50	435	525	128	0	174	255	129
HDAC2_chr6_114292056__PARP1_chr1_226595581	812	770	1011	297	544	873	577	188
HDAC2_chr6_114292056__PDGFRA_chr4_55124932	623	357	529	692	520	672	1155	528
HDAC2_chr6_114292056__PDGFRA_chr4_55124963	212	203	287	293	300	302	437	92
HDAC2_chr6_114292056__PDGFRA_chr4_55129914	1003	443	489	519	1080	795	624	173
HDAC2_chr6_114292056__PIK3CA_chr3_178916614	548	27	34	235	533	803	231	355
HDAC2_chr6_114292056__PIK3CA_chr3_178919167	388	588	709	1	429	229	0	1
HDAC2_chr6_114292056__PRKDC_chr8_48686781	411	689	791	277	487	719	492	422
HDAC2_chr6_114292056__PRKDC_chr8_48872683	1981	586	719	714	3211	862	645	669
HDAC2_chr6_114292056__ROR1_chr1_64240072	402	104	128	549	161	541	670	510
HDAC2_chr6_114292056__ROR1_chr1_64240089	549	638	697	783	326	774	881	731
HDAC2_chr6_114292056__RPS6KB1_chr17_57970538	286	535	599	88	55	422	211	27
HDAC2_chr6_114292056__RPS6KB1_chr17_57987922	331	711	828	92	371	753	348	10
HDAC2_chr6_114292056__RRM2_chr2_10262957	899	552	711	898	1025	936	894	430
HDAC2_chr6_114292056__SMO_chr7_128845081	646	667	771	1372	1241	612	938	2535
HDAC2_chr6_114292056__SMO_chr7_128845117	352	496	559	306	201	507	631	292
HDAC2_chr6_114292056__SRC_chr20_36012562	293	645	729	321	256	526	246	440
HDAC2_chr6_114292056__SRC_chr20_36022600	1022	693	866	331	1395	1575	381	41
HDAC2_chr6_114292056__TOP1_chr20_39657693	709	497	598	125	922	1039	715	178
HDAC2_chr6_114292056__TOP1_chr20_39690109	729	154	175	437	816	934	350	113
HDAC2_chr6_114292056__TYMS_chr18_659656	483	693	762	267	308	580	521	96
