construct_id	CRV4_plasmid_S8_trimmed53_len_filtered_counts
KIT_chr4_55524229__IGF1R_chr15_99434664	629
KIT_chr4_55524229__IGF1R_chr15_99434807	540
KIT_chr4_55524229__MTOR_chr1_11317010	1077
KIT_chr4_55524229__MTOR_chr1_11317149	930
KIT_chr4_55524229__NonTargetingControlGuideForHuman0352	1116
KIT_chr4_55524229__PARP1_chr1_226595581	616
KIT_chr4_55524229__PDGFRA_chr4_55124963	948
KIT_chr4_55524229__PDGFRA_chr4_55129914	476
KIT_chr4_55524229__PIK3CA_chr3_178919167	789
KIT_chr4_55524229__PRKDC_chr8_48686781	731
KIT_chr4_55524229__PRKDC_chr8_48872683	448
KIT_chr4_55524229__ROR1_chr1_64240072	1033
KIT_chr4_55524229__ROR1_chr1_64240089	492
KIT_chr4_55524229__RPS6KB1_chr17_57987949	1323
KIT_chr4_55524229__SMO_chr7_128828974	744
KIT_chr4_55524229__SMO_chr7_128845117	605
KIT_chr4_55524229__SRC_chr20_36022600	749
KIT_chr4_55524229__TYMS_chr18_659665	1073
KIT_chr4_55524229__WEE1_chr11_9595462	49
KIT_chr4_55524229__WEE1_chr11_9595542	459
KIT_chr4_55524229__WEE1_chr11_9595845	644
MAP2K1_chr15_66679721__ABL1_chr9_133589790	553
MAP2K1_chr15_66679721__ABL1_chr9_133738356	788
MAP2K1_chr15_66679721__ADA_chr20_43257696	241
MAP2K1_chr15_66679721__ADA_chr20_43280245	467
MAP2K1_chr15_66679721__AKT1_chr14_105239686	495
MAP2K1_chr15_66679721__ALK_chr2_29541172	390
MAP2K1_chr15_66679721__ATM_chr11_108098350	832
MAP2K1_chr15_66679721__ATM_chr11_108098402	377
MAP2K1_chr15_66679721__BCL2_chr18_60795945	486
MAP2K1_chr15_66679721__BRAF_chr7_140508787	550
MAP2K1_chr15_66679721__BRAF_chr7_140534469	694
MAP2K1_chr15_66679721__BRAF_chr7_140624501	619
MAP2K1_chr15_66679721__BTK_chrX_100629565	708
MAP2K1_chr15_66679721__BTK_chrX_100645534	422
MAP2K1_chr15_66679721__CDK4_chr12_58145497	245
MAP2K1_chr15_66679721__CDK9_chr9_130550235	548
MAP2K1_chr15_66679721__CHEK1_chr11_125499147	984
MAP2K1_chr15_66679721__CHEK2_chr22_29090029	835
MAP2K1_chr15_66679721__CHEK2_chr22_29130694	485
MAP2K1_chr15_66679721__DHFR_chr5_79949819	585
MAP2K1_chr15_66679721__DHFR_chr5_79950216	510
MAP2K1_chr15_66679721__EGFR_chr7_55209986	642
MAP2K1_chr15_66679721__EGFR_chr7_55209992	427
MAP2K1_chr15_66679721__ERBB2_chr17_37868292	364
MAP2K1_chr15_66679721__FGFR3_chr4_1795655	393
MAP2K1_chr15_66679721__FGFR3_chr4_1795736	1028
MAP2K1_chr15_66679721__FNTA_chr8_42914260	1160
MAP2K1_chr15_66679721__FNTA_chr8_42924781	538
MAP2K1_chr15_66679721__HDAC1_chr1_32792637	582
MAP2K1_chr15_66679721__HDAC2_chr6_114267214	397
MAP2K1_chr15_66679721__HDAC2_chr6_114292056	855
MAP2K1_chr15_66679721__HDAC6_chrX_48661385	792
MAP2K1_chr15_66679721__IGF1R_chr15_99192824	1048
MAP2K1_chr15_66679721__JAK2_chr9_5050721	1240
MAP2K1_chr15_66679721__JAK2_chr9_5050816	405
MAP2K1_chr15_66679721__KIT_chr4_55524229	653
MAP2K1_chr15_66679721__MET_chr7_116339123	332
MAP2K1_chr15_66679721__MET_chr7_116340188	270
MAP2K1_chr15_66679721__MET_chr7_116340207	274
MAP2K1_chr15_66679721__MTOR_chr1_11317149	466
MAP2K1_chr15_66679721__MTOR_chr1_11319459	600
MAP2K1_chr15_66679721__NonTargetingControlGuideForHuman0352	1195
MAP2K1_chr15_66679721__PARP1_chr1_226578249	177
MAP2K1_chr15_66679721__PARP1_chr1_226578301	133
MAP2K1_chr15_66679721__PARP1_chr1_226595581	517
MAP2K1_chr15_66679721__PDGFRA_chr4_55124932	225
MAP2K1_chr15_66679721__PDGFRA_chr4_55124963	197
MAP2K1_chr15_66679721__PIK3CA_chr3_178919167	628
MAP2K1_chr15_66679721__PRKDC_chr8_48686398	437
MAP2K1_chr15_66679721__ROR1_chr1_64240143	548
MAP2K1_chr15_66679721__RPS6KB1_chr17_57970538	466
MAP2K1_chr15_66679721__RPS6KB1_chr17_57987949	675
MAP2K1_chr15_66679721__RRM2_chr2_10262940	570
MAP2K1_chr15_66679721__RRM2_chr2_10262957	441
MAP2K1_chr15_66679721__SMO_chr7_128828974	815
MAP2K1_chr15_66679721__SMO_chr7_128845081	452
MAP2K1_chr15_66679721__SRC_chr20_36014563	671
MAP2K1_chr15_66679721__TOP1_chr20_39657693	894
MAP2K1_chr15_66679721__TOP1_chr20_39690055	491
MAP2K1_chr15_66679721__TOP1_chr20_39690109	897
MAP2K1_chr15_66679721__TYMS_chr18_659656	431
MAP2K1_chr15_66679721__VEGFA_chr6_43742108	277
MAP2K1_chr15_66679728__ABL1_chr9_133589790	86
MAP2K1_chr15_66679728__ABL1_chr9_133738283	138
MAP2K1_chr15_66679728__ADA_chr20_43257696	285
MAP2K1_chr15_66679728__ADA_chr20_43257769	260
MAP2K1_chr15_66679728__BCL2_chr18_60795945	639
MAP2K1_chr15_66679728__BCL2_chr18_60795960	420
MAP2K1_chr15_66679728__BCL2_chr18_60985877	452
MAP2K1_chr15_66679728__BRAF_chr7_140508787	198
MAP2K1_chr15_66679728__BTK_chrX_100626613	503
MAP2K1_chr15_66679728__BTK_chrX_100645534	114
MAP2K1_chr15_66679728__CDK4_chr12_58143253	392
MAP2K1_chr15_66679728__CDK4_chr12_58144705	444
MAP2K1_chr15_66679728__CDK6_chr7_92462628	269
MAP2K1_chr15_66679728__CDK9_chr9_130548998	153
MAP2K1_chr15_66679728__CDK9_chr9_130550235	490
MAP2K1_chr15_66679728__CHEK1_chr11_125496687	367
MAP2K1_chr15_66679728__CHEK2_chr22_29090029	373
MAP2K1_chr15_66679728__CHEK2_chr22_29130694	542
MAP2K1_chr15_66679728__DHFR_chr5_79949819	309
MAP2K1_chr15_66679728__DHFR_chr5_79950216	311
MAP2K1_chr15_66679728__DHFR_chr5_79950217	355
MAP2K1_chr15_66679728__EGFR_chr7_55209986	374
MAP2K1_chr15_66679728__EGFR_chr7_55209992	274
MAP2K1_chr15_66679728__ERBB2_chr17_37868292	664
MAP2K1_chr15_66679728__FGFR2_chr10_123353328	456
MAP2K1_chr15_66679728__FGFR3_chr4_1795655	358
MAP2K1_chr15_66679728__FGFR3_chr4_1795735	769
MAP2K1_chr15_66679728__FGFR3_chr4_1795736	496
MAP2K1_chr15_66679728__FLT3_chr13_28636172	394
MAP2K1_chr15_66679728__FLT3_chr13_28674643	243
MAP2K1_chr15_66679728__FNTA_chr8_42911471	410
MAP2K1_chr15_66679728__HDAC1_chr1_32792601	236
MAP2K1_chr15_66679728__HDAC2_chr6_114266539	299
MAP2K1_chr15_66679728__HDAC6_chrX_48661385	288
MAP2K1_chr15_66679728__HSP90AA1_chr14_102551760	258
MAP2K1_chr15_66679728__HSP90AA1_chr14_102552141	432
MAP2K1_chr15_66679728__HSP90AA1_chr14_102605736	165
MAP2K1_chr15_66679728__IGF1R_chr15_99434664	470
MAP2K1_chr15_66679728__IGF1R_chr15_99434807	367
MAP2K1_chr15_66679728__JAK2_chr9_5021970	296
MAP2K1_chr15_66679728__JAK2_chr9_5050721	346
MAP2K1_chr15_66679728__KIT_chr4_55524229	258
MAP2K1_chr15_66679728__MET_chr7_116339123	193
MAP2K1_chr15_66679728__MET_chr7_116340188	299
MAP2K1_chr15_66679728__MTOR_chr1_11317149	20
MAP2K1_chr15_66679728__MTOR_chr1_11319459	427
MAP2K1_chr15_66679728__NonTargetingControlGuideForHuman0352	188
MAP2K1_chr15_66679728__PARP1_chr1_226578301	32
MAP2K1_chr15_66679728__PARP1_chr1_226595581	271
MAP2K1_chr15_66679728__PIK3CA_chr3_178916614	213
MAP2K1_chr15_66679728__PRKDC_chr8_48686781	424
MAP2K1_chr15_66679728__PRKDC_chr8_48872683	245
MAP2K1_chr15_66679728__ROR1_chr1_64240072	457
MAP2K1_chr15_66679728__ROR1_chr1_64240089	441
MAP2K1_chr15_66679728__RPS6KB1_chr17_57987949	190
MAP2K1_chr15_66679728__RRM2_chr2_10262940	440
MAP2K1_chr15_66679728__SMO_chr7_128828974	406
MAP2K1_chr15_66679728__SMO_chr7_128845117	511
MAP2K1_chr15_66679728__TOP1_chr20_39657693	324
MAP2K1_chr15_66679728__TOP1_chr20_39690055	396
MAP2K1_chr15_66679728__TYMS_chr18_657730	207
MAP2K1_chr15_66679728__TYMS_chr18_659665	420
MAP2K1_chr15_66679728__WEE1_chr11_9595542	168
MAP2K1_chr15_66679756__ABL1_chr9_133738356	247
MAP2K1_chr15_66679756__ALK_chr2_29541172	404
MAP2K1_chr15_66679756__ATM_chr11_108098390	542
MAP2K1_chr15_66679756__BCL2_chr18_60985877	652
MAP2K1_chr15_66679756__BRAF_chr7_140508787	1068
MAP2K1_chr15_66679756__BRD4_chr19_15376361	479
MAP2K1_chr15_66679756__BTK_chrX_100645534	1226
MAP2K1_chr15_66679756__CDK4_chr12_58143253	590
MAP2K1_chr15_66679756__CDK4_chr12_58145497	1079
MAP2K1_chr15_66679756__CDK6_chr7_92244474	678
MAP2K1_chr15_66679756__CDK9_chr9_130548409	1260
MAP2K1_chr15_66679756__CDK9_chr9_130548998	649
MAP2K1_chr15_66679756__CDK9_chr9_130550235	475
MAP2K1_chr15_66679756__CHEK1_chr11_125496644	885
MAP2K1_chr15_66679756__CHEK1_chr11_125499147	522
MAP2K1_chr15_66679756__CHEK2_chr22_29085137	673
MAP2K1_chr15_66679756__CHEK2_chr22_29130694	68
MAP2K1_chr15_66679756__DHFR_chr5_79949819	405
MAP2K1_chr15_66679756__DHFR_chr5_79950216	386
MAP2K1_chr15_66679756__EGFR_chr7_55209986	704
MAP2K1_chr15_66679756__EGFR_chr7_55209992	251
MAP2K1_chr15_66679756__ERBB2_chr17_37855800	530
MAP2K1_chr15_66679756__FGFR2_chr10_123298118	254
MAP2K1_chr15_66679756__FGFR2_chr10_123353328	705
MAP2K1_chr15_66679756__FGFR3_chr4_1795655	527
MAP2K1_chr15_66679756__HDAC2_chr6_114266539	724
MAP2K1_chr15_66679756__HDAC6_chrX_48661089	731
MAP2K1_chr15_66679756__HSP90AA1_chr14_102551760	565
MAP2K1_chr15_66679756__HSP90AA1_chr14_102552141	761
MAP2K1_chr15_66679756__IGF1R_chr15_99192824	494
MAP2K1_chr15_66679756__JAK2_chr9_5050721	909
MAP2K1_chr15_66679756__JAK2_chr9_5050816	414
MAP2K1_chr15_66679756__KIT_chr4_55524176	764
MAP2K1_chr15_66679756__KIT_chr4_55524229	805
MAP2K1_chr15_66679756__MET_chr7_116340188	534
MAP2K1_chr15_66679756__MET_chr7_116340207	304
MAP2K1_chr15_66679756__MTOR_chr1_11317010	856
MAP2K1_chr15_66679756__MTOR_chr1_11317149	401
MAP2K1_chr15_66679756__NonTargetingControlGuideForHuman0362	651
MAP2K1_chr15_66679756__NonTargetingControlGuideForHuman0412	943
MAP2K1_chr15_66679756__PARP1_chr1_226578249	123
MAP2K1_chr15_66679756__PARP1_chr1_226595581	646
MAP2K1_chr15_66679756__PDGFRA_chr4_55129914	241
MAP2K1_chr15_66679756__PIK3CA_chr3_178916614	595
MAP2K1_chr15_66679756__PIK3CA_chr3_178919070	142
MAP2K1_chr15_66679756__PIK3CA_chr3_178919167	476
MAP2K1_chr15_66679756__PRKDC_chr8_48686398	677
MAP2K1_chr15_66679756__PRKDC_chr8_48872683	909
MAP2K1_chr15_66679756__RPS6KB1_chr17_57970538	635
MAP2K1_chr15_66679756__RPS6KB1_chr17_57987922	468
MAP2K1_chr15_66679756__RPS6KB1_chr17_57987949	270
MAP2K1_chr15_66679756__RRM2_chr2_10262940	793
MAP2K1_chr15_66679756__RRM2_chr2_10262957	773
MAP2K1_chr15_66679756__SMO_chr7_128845117	490
MAP2K1_chr15_66679756__SRC_chr20_36014563	563
MAP2K1_chr15_66679756__SRC_chr20_36022600	851
MAP2K1_chr15_66679756__TOP1_chr20_39657693	695
MAP2K1_chr15_66679756__TOP1_chr20_39690055	678
MAP2K1_chr15_66679756__TOP1_chr20_39690109	948
MAP2K1_chr15_66679756__TYMS_chr18_659656	179
MAP2K1_chr15_66679756__TYMS_chr18_659665	1104
MAP2K1_chr15_66679756__VEGFA_chr6_43742077	581
MAP2K1_chr15_66679756__VEGFA_chr6_43742108	384
MAP2K1_chr15_66679756__WEE1_chr11_9595845	623
MET_chr7_116339123__ABL1_chr9_133589790	477
MET_chr7_116339123__ABL1_chr9_133738356	542
MET_chr7_116339123__ADA_chr20_43257696	564
MET_chr7_116339123__ADA_chr20_43280245	517
MET_chr7_116339123__AKT1_chr14_105258968	1083
MET_chr7_116339123__ALK_chr2_29541172	623
MET_chr7_116339123__ATM_chr11_108098350	336
MET_chr7_116339123__BRAF_chr7_140624501	133
MET_chr7_116339123__BRD4_chr19_15376361	588
MET_chr7_116339123__BTK_chrX_100645534	681
MET_chr7_116339123__CDK4_chr12_58143253	875
MET_chr7_116339123__CDK4_chr12_58145497	219
MET_chr7_116339123__CDK6_chr7_92252365	502
MET_chr7_116339123__CDK6_chr7_92462628	769
MET_chr7_116339123__CDK9_chr9_130548409	463
MET_chr7_116339123__CHEK2_chr22_29085137	664
MET_chr7_116339123__CHEK2_chr22_29090029	797
MET_chr7_116339123__DHFR_chr5_79949819	374
MET_chr7_116339123__EGFR_chr7_55209986	384
MET_chr7_116339123__ERBB2_chr17_37855800	495
MET_chr7_116339123__ERBB2_chr17_37868292	264
MET_chr7_116339123__FGFR2_chr10_123353328	1134
MET_chr7_116339123__FGFR3_chr4_1795655	776
MET_chr7_116339123__FLT3_chr13_28636172	828
MET_chr7_116339123__FNTA_chr8_42911471	362
MET_chr7_116339123__FNTA_chr8_42914260	557
MET_chr7_116339123__FNTA_chr8_42924781	568
MET_chr7_116339123__HDAC1_chr1_32757816	333
MET_chr7_116339123__HDAC1_chr1_32792601	556
MET_chr7_116339123__HDAC1_chr1_32792637	653
MET_chr7_116339123__HDAC6_chrX_48661089	402
MET_chr7_116339123__HSP90AA1_chr14_102605736	616
MET_chr7_116339123__IGF1R_chr15_99192824	436
MET_chr7_116339123__IGF1R_chr15_99434807	384
MET_chr7_116339123__KIT_chr4_55524176	224
MET_chr7_116339123__KIT_chr4_55524229	1034
MET_chr7_116339123__MAP2K1_chr15_66679756	383
MET_chr7_116339123__MTOR_chr1_11317010	734
MET_chr7_116339123__MTOR_chr1_11317149	681
MET_chr7_116339123__NonTargetingControlGuideForHuman0352	918
MET_chr7_116339123__PARP1_chr1_226595581	685
MET_chr7_116339123__PDGFRA_chr4_55124963	492
MET_chr7_116339123__PIK3CA_chr3_178919070	202
MET_chr7_116339123__PIK3CA_chr3_178919167	801
MET_chr7_116339123__PRKDC_chr8_48686781	314
MET_chr7_116339123__PRKDC_chr8_48872683	802
MET_chr7_116339123__ROR1_chr1_64240072	732
MET_chr7_116339123__RPS6KB1_chr17_57987949	1008
MET_chr7_116339123__RRM2_chr2_10262940	633
MET_chr7_116339123__SMO_chr7_128828974	430
MET_chr7_116339123__SMO_chr7_128845081	534
MET_chr7_116339123__TOP1_chr20_39657693	786
MET_chr7_116339123__TOP1_chr20_39690109	716
MET_chr7_116339123__TYMS_chr18_657730	1012
MET_chr7_116339123__TYMS_chr18_659656	272
MET_chr7_116339123__VEGFA_chr6_43738425	472
MET_chr7_116339123__VEGFA_chr6_43742077	137
MET_chr7_116339123__WEE1_chr11_9595542	1129
MET_chr7_116339123__WEE1_chr11_9595845	755
MET_chr7_116340188__ABL1_chr9_133589790	234
MET_chr7_116340188__ABL1_chr9_133738356	356
MET_chr7_116340188__ADA_chr20_43257769	562
MET_chr7_116340188__ADA_chr20_43280245	573
MET_chr7_116340188__AKT1_chr14_105239609	726
MET_chr7_116340188__AKT1_chr14_105239686	218
MET_chr7_116340188__AKT1_chr14_105258968	638
MET_chr7_116340188__ALK_chr2_29541171	588
MET_chr7_116340188__ALK_chr2_29541172	337
MET_chr7_116340188__ATM_chr11_108098390	624
MET_chr7_116340188__ATM_chr11_108098402	435
MET_chr7_116340188__BCL2_chr18_60795960	615
MET_chr7_116340188__BCL2_chr18_60985877	185
MET_chr7_116340188__BRAF_chr7_140624501	523
MET_chr7_116340188__BRD4_chr19_15376361	198
MET_chr7_116340188__BRD4_chr19_15376403	1224
MET_chr7_116340188__BRD4_chr19_15383894	540
MET_chr7_116340188__BTK_chrX_100626613	438
MET_chr7_116340188__CDK4_chr12_58143253	1137
MET_chr7_116340188__CDK4_chr12_58145497	920
MET_chr7_116340188__CDK6_chr7_92244474	803
MET_chr7_116340188__CDK6_chr7_92252365	759
MET_chr7_116340188__CDK6_chr7_92462628	690
MET_chr7_116340188__CDK9_chr9_130548409	189
MET_chr7_116340188__CDK9_chr9_130548998	898
MET_chr7_116340188__CHEK1_chr11_125499147	724
MET_chr7_116340188__CHEK2_chr22_29090029	746
MET_chr7_116340188__DHFR_chr5_79949819	437
MET_chr7_116340188__EGFR_chr7_55086962	569
MET_chr7_116340188__ERBB2_chr17_37855800	766
MET_chr7_116340188__ERBB2_chr17_37868292	591
MET_chr7_116340188__FGFR2_chr10_123298118	572
MET_chr7_116340188__FGFR2_chr10_123298215	549
MET_chr7_116340188__FGFR2_chr10_123353328	393
MET_chr7_116340188__FLT3_chr13_28636131	426
MET_chr7_116340188__FLT3_chr13_28674643	459
MET_chr7_116340188__FNTA_chr8_42914260	1290
MET_chr7_116340188__FNTA_chr8_42924781	1064
MET_chr7_116340188__HDAC1_chr1_32757816	1184
MET_chr7_116340188__HDAC6_chrX_48661089	759
MET_chr7_116340188__HSP90AA1_chr14_102551760	812
MET_chr7_116340188__IGF1R_chr15_99192824	817
MET_chr7_116340188__JAK2_chr9_5021970	544
MET_chr7_116340188__KIT_chr4_55524164	462
MET_chr7_116340188__KIT_chr4_55524176	684
MET_chr7_116340188__KIT_chr4_55524229	1202
MET_chr7_116340188__MTOR_chr1_11319459	542
MET_chr7_116340188__NonTargetingControlGuideForHuman0362	1397
MET_chr7_116340188__NonTargetingControlGuideForHuman0412	817
MET_chr7_116340188__PARP1_chr1_226578249	158
MET_chr7_116340188__PDGFRA_chr4_55124932	572
MET_chr7_116340188__PDGFRA_chr4_55124963	402
MET_chr7_116340188__PIK3CA_chr3_178919070	172
MET_chr7_116340188__PIK3CA_chr3_178919167	802
MET_chr7_116340188__ROR1_chr1_64240089	448
MET_chr7_116340188__ROR1_chr1_64240143	1007
MET_chr7_116340188__RPS6KB1_chr17_57970538	414
MET_chr7_116340188__RPS6KB1_chr17_57987949	1247
MET_chr7_116340188__RRM2_chr2_10262728	499
MET_chr7_116340188__SMO_chr7_128828974	461
MET_chr7_116340188__SMO_chr7_128845081	785
MET_chr7_116340188__SMO_chr7_128845117	577
MET_chr7_116340188__SRC_chr20_36012562	698
MET_chr7_116340188__SRC_chr20_36014563	463
MET_chr7_116340188__SRC_chr20_36022600	791
MET_chr7_116340188__TOP1_chr20_39690109	496
MET_chr7_116340188__VEGFA_chr6_43742108	857
MET_chr7_116340188__WEE1_chr11_9595462	65
MET_chr7_116340188__WEE1_chr11_9595542	762
MET_chr7_116340207__ABL1_chr9_133738283	361
MET_chr7_116340207__ADA_chr20_43257696	480
MET_chr7_116340207__AKT1_chr14_105239609	209
MET_chr7_116340207__AKT1_chr14_105239686	354
MET_chr7_116340207__ALK_chr2_30143522	118
MET_chr7_116340207__ATM_chr11_108098390	830
MET_chr7_116340207__ATM_chr11_108098402	648
MET_chr7_116340207__BCL2_chr18_60795960	298
MET_chr7_116340207__BCL2_chr18_60985877	374
MET_chr7_116340207__BRAF_chr7_140508787	562
MET_chr7_116340207__BRAF_chr7_140534469	760
MET_chr7_116340207__BRAF_chr7_140624501	154
MET_chr7_116340207__BRD4_chr19_15376361	545
MET_chr7_116340207__BTK_chrX_100626613	517
MET_chr7_116340207__CDK4_chr12_58143253	938
MET_chr7_116340207__CDK6_chr7_92244474	282
MET_chr7_116340207__CDK6_chr7_92252365	476
MET_chr7_116340207__CDK6_chr7_92462628	525
MET_chr7_116340207__CDK9_chr9_130548409	661
MET_chr7_116340207__CDK9_chr9_130550235	650
MET_chr7_116340207__CHEK1_chr11_125496644	526
MET_chr7_116340207__CHEK1_chr11_125496687	293
MET_chr7_116340207__CHEK2_chr22_29085137	381
MET_chr7_116340207__CHEK2_chr22_29090029	424
MET_chr7_116340207__DHFR_chr5_79949819	560
MET_chr7_116340207__DHFR_chr5_79950216	331
MET_chr7_116340207__EGFR_chr7_55086962	761
MET_chr7_116340207__ERBB2_chr17_37868221	540
MET_chr7_116340207__ERBB2_chr17_37868292	682
MET_chr7_116340207__FGFR2_chr10_123353328	124
MET_chr7_116340207__FGFR3_chr4_1795655	490
MET_chr7_116340207__FGFR3_chr4_1795735	404
MET_chr7_116340207__FGFR3_chr4_1795736	477
MET_chr7_116340207__FLT3_chr13_28636131	429
MET_chr7_116340207__HDAC1_chr1_32757816	520
MET_chr7_116340207__HDAC1_chr1_32792601	601
MET_chr7_116340207__HDAC1_chr1_32792637	488
MET_chr7_116340207__HDAC6_chrX_48661089	378
MET_chr7_116340207__HDAC6_chrX_48674389	390
MET_chr7_116340207__HSP90AA1_chr14_102552141	370
MET_chr7_116340207__HSP90AA1_chr14_102605736	955
MET_chr7_116340207__IGF1R_chr15_99192824	338
MET_chr7_116340207__IGF1R_chr15_99434664	279
MET_chr7_116340207__IGF1R_chr15_99434807	626
MET_chr7_116340207__KIT_chr4_55524164	318
MET_chr7_116340207__KIT_chr4_55524229	953
MET_chr7_116340207__MAP2K1_chr15_66679728	735
MET_chr7_116340207__MTOR_chr1_11317149	548
MET_chr7_116340207__NonTargetingControlGuideForHuman0362	1056
MET_chr7_116340207__NonTargetingControlGuideForHuman0412	855
MET_chr7_116340207__PARP1_chr1_226595581	259
MET_chr7_116340207__PDGFRA_chr4_55129914	556
MET_chr7_116340207__PRKDC_chr8_48686398	548
MET_chr7_116340207__PRKDC_chr8_48686781	320
MET_chr7_116340207__PRKDC_chr8_48872683	460
MET_chr7_116340207__RPS6KB1_chr17_57970538	382
MET_chr7_116340207__RRM2_chr2_10262728	548
MET_chr7_116340207__RRM2_chr2_10262940	614
MET_chr7_116340207__SMO_chr7_128845081	530
MET_chr7_116340207__SMO_chr7_128845117	603
MET_chr7_116340207__SRC_chr20_36012562	627
MET_chr7_116340207__SRC_chr20_36022600	1063
MET_chr7_116340207__TOP1_chr20_39657693	884
MET_chr7_116340207__TOP1_chr20_39690055	803
MET_chr7_116340207__TYMS_chr18_657730	334
MET_chr7_116340207__TYMS_chr18_659656	422
MET_chr7_116340207__TYMS_chr18_659665	568
MET_chr7_116340207__VEGFA_chr6_43742077	218
MET_chr7_116340207__VEGFA_chr6_43742108	298
MET_chr7_116340207__WEE1_chr11_9595462	53
MET_chr7_116340207__WEE1_chr11_9595542	588
MTOR_chr1_11317010__ABL1_chr9_133589790	463
MTOR_chr1_11317010__AKT1_chr14_105239609	770
MTOR_chr1_11317010__AKT1_chr14_105239686	655
MTOR_chr1_11317010__ALK_chr2_29541171	946
MTOR_chr1_11317010__ALK_chr2_30143522	781
MTOR_chr1_11317010__ATM_chr11_108098350	459
MTOR_chr1_11317010__ATM_chr11_108098402	567
MTOR_chr1_11317010__BCL2_chr18_60985877	403
MTOR_chr1_11317010__BRAF_chr7_140508787	247
MTOR_chr1_11317010__BRD4_chr19_15376361	729
MTOR_chr1_11317010__BRD4_chr19_15376403	521
MTOR_chr1_11317010__BRD4_chr19_15383894	488
MTOR_chr1_11317010__CDK4_chr12_58143253	389
MTOR_chr1_11317010__CDK4_chr12_58145497	450
MTOR_chr1_11317010__CDK6_chr7_92244474	840
MTOR_chr1_11317010__CDK6_chr7_92462628	260
MTOR_chr1_11317010__CDK9_chr9_130548409	658
MTOR_chr1_11317010__CDK9_chr9_130548998	520
MTOR_chr1_11317010__CDK9_chr9_130550235	354
MTOR_chr1_11317010__CHEK1_chr11_125496687	512
MTOR_chr1_11317010__CHEK1_chr11_125499147	670
MTOR_chr1_11317010__CHEK2_chr22_29090029	444
MTOR_chr1_11317010__CHEK2_chr22_29130694	447
MTOR_chr1_11317010__DHFR_chr5_79950216	433
MTOR_chr1_11317010__EGFR_chr7_55086962	637
MTOR_chr1_11317010__FGFR2_chr10_123298215	203
MTOR_chr1_11317010__FGFR2_chr10_123353328	537
MTOR_chr1_11317010__FGFR3_chr4_1795735	631
MTOR_chr1_11317010__FGFR3_chr4_1795736	575
MTOR_chr1_11317010__FNTA_chr8_42914260	556
MTOR_chr1_11317010__HDAC1_chr1_32757816	908
MTOR_chr1_11317010__HDAC1_chr1_32792637	502
MTOR_chr1_11317010__HDAC2_chr6_114267214	700
MTOR_chr1_11317010__HDAC6_chrX_48661089	254
MTOR_chr1_11317010__IGF1R_chr15_99192824	576
MTOR_chr1_11317010__IGF1R_chr15_99434664	469
MTOR_chr1_11317010__IGF1R_chr15_99434807	908
MTOR_chr1_11317010__JAK2_chr9_5021970	671
MTOR_chr1_11317010__JAK2_chr9_5050721	748
MTOR_chr1_11317010__JAK2_chr9_5050816	858
MTOR_chr1_11317010__MAP2K1_chr15_66679721	1263
MTOR_chr1_11317010__MAP2K1_chr15_66679728	582
MTOR_chr1_11317010__MET_chr7_116340188	445
MTOR_chr1_11317010__MET_chr7_116340207	787
MTOR_chr1_11317010__NonTargetingControlGuideForHuman0362	871
MTOR_chr1_11317010__NonTargetingControlGuideForHuman0412	494
MTOR_chr1_11317010__PARP1_chr1_226578301	335
MTOR_chr1_11317010__PDGFRA_chr4_55124932	306
MTOR_chr1_11317010__PRKDC_chr8_48686781	308
MTOR_chr1_11317010__PRKDC_chr8_48872683	978
MTOR_chr1_11317010__RPS6KB1_chr17_57970538	414
MTOR_chr1_11317010__RPS6KB1_chr17_57987922	697
MTOR_chr1_11317010__RRM2_chr2_10262940	771
MTOR_chr1_11317010__SRC_chr20_36012562	577
MTOR_chr1_11317010__TOP1_chr20_39657693	469
MTOR_chr1_11317010__TOP1_chr20_39690055	820
MTOR_chr1_11317010__TYMS_chr18_657730	835
MTOR_chr1_11317010__TYMS_chr18_659656	503
MTOR_chr1_11317010__TYMS_chr18_659665	370
MTOR_chr1_11317010__VEGFA_chr6_43742077	320
MTOR_chr1_11317010__VEGFA_chr6_43742108	385
MTOR_chr1_11317010__WEE1_chr11_9595542	284
MTOR_chr1_11317010__WEE1_chr11_9595845	958
MTOR_chr1_11317149__ABL1_chr9_133589790	295
MTOR_chr1_11317149__ABL1_chr9_133738356	432
MTOR_chr1_11317149__ADA_chr20_43257696	580
MTOR_chr1_11317149__ADA_chr20_43280245	376
MTOR_chr1_11317149__AKT1_chr14_105239609	405
MTOR_chr1_11317149__AKT1_chr14_105239686	437
MTOR_chr1_11317149__ALK_chr2_29541171	454
MTOR_chr1_11317149__ALK_chr2_29541172	244
MTOR_chr1_11317149__ATM_chr11_108098350	658
MTOR_chr1_11317149__BRAF_chr7_140534469	392
MTOR_chr1_11317149__BRD4_chr19_15376361	1232
MTOR_chr1_11317149__BRD4_chr19_15383894	428
MTOR_chr1_11317149__CDK4_chr12_58143253	405
MTOR_chr1_11317149__CDK4_chr12_58145497	636
MTOR_chr1_11317149__CDK9_chr9_130548998	403
MTOR_chr1_11317149__CHEK1_chr11_125496687	275
MTOR_chr1_11317149__CHEK1_chr11_125499147	639
MTOR_chr1_11317149__CHEK2_chr22_29090029	490
MTOR_chr1_11317149__CHEK2_chr22_29130694	321
MTOR_chr1_11317149__DHFR_chr5_79949819	701
