construct_id	Hela_KRAB_CRV4_d14_2_S4_trimmed53_len_filtered_counts	Hela_KRAB_CRV4_d21_2_S6_trimmed53_len_filtered_counts	Hela_KRAB_CRV4_d21_1_S5_trimmed53_len_filtered_counts	Hela_KRAB_CRV4_d28_1_S7_trimmed53_len_filtered_counts	Hela_KRAB_CRV4_d3_1_S1_trimmed53_len_filtered_counts	Hela_KRAB_CRV4_d28_2_S8_trimmed53_len_filtered_counts	Hela_KRAB_CRV4_d3_2_S2_trimmed53_len_filtered_counts	Hela_KRAB_CRV4_d14_1_S3_trimmed53_len_filtered_counts
KIT_chr4_55524176__SMO_chr7_128828974	1527	1491	1268	608	1655	1307	939	1152
KIT_chr4_55524176__SMO_chr7_128845081	1313	2162	1531	1169	485	2863	1377	1156
KIT_chr4_55524176__SRC_chr20_36014563	1260	1396	1573	1344	833	922	986	565
KIT_chr4_55524176__TOP1_chr20_39690055	1113	1407	1035	891	699	2213	1117	1438
KIT_chr4_55524176__TYMS_chr18_659656	1386	1106	1889	1780	7423	1491	1376	1395
KIT_chr4_55524176__TYMS_chr18_659665	1602	2869	1930	1423	299	1671	796	1178
KIT_chr4_55524176__VEGFA_chr6_43742108	1134	1503	1130	864	1301	968	1433	743
KIT_chr4_55524229__ABL1_chr9_133589790	148	128	32	0	375	128	799	35
KIT_chr4_55524229__ABL1_chr9_133738283	161	171	36	0	620	0	601	282
KIT_chr4_55524229__ADA_chr20_43257696	324	447	125	494	687	751	847	87
KIT_chr4_55524229__ADA_chr20_43257769	17	2	312	264	180	0	496	68
KIT_chr4_55524229__AKT1_chr14_105239609	110	209	0	0	1167	41	1183	181
KIT_chr4_55524229__AKT1_chr14_105239686	249	180	53	81	439	44	925	185
KIT_chr4_55524229__AKT1_chr14_105258968	814	685	967	1130	1285	777	2233	445
KIT_chr4_55524229__ALK_chr2_30143522	564	1065	45	37	374	1222	590	335
KIT_chr4_55524229__BCL2_chr18_60795945	319	252	130	21	551	141	767	138
KIT_chr4_55524229__BCL2_chr18_60985877	421	44	228	155	664	75	1375	265
KIT_chr4_55524229__BRAF_chr7_140534469	91	30	44	0	590	0	750	165
KIT_chr4_55524229__BRD4_chr19_15376361	415	35	226	415	893	63	1636	155
KIT_chr4_55524229__BRD4_chr19_15383894	315	280	57	106	351	321	1012	87
KIT_chr4_55524229__BTK_chrX_100629565	66	382	220	85	179	392	746	175
KIT_chr4_55524229__CDK4_chr12_58144705	1040	919	696	846	981	451	1636	419
KIT_chr4_55524229__CDK4_chr12_58145497	967	754	104	84	234	347	1307	166
KIT_chr4_55524229__CDK6_chr7_92244474	752	175	328	217	1140	255	1820	458
KIT_chr4_55524229__CDK6_chr7_92462628	201	127	0	0	336	36	255	23
KIT_chr4_55524229__CDK9_chr9_130548409	1297	964	228	336	1780	665	1434	318
KIT_chr4_55524229__CDK9_chr9_130548998	261	89	16	39	442	0	1461	128
KIT_chr4_55524229__CHEK1_chr11_125496644	335	444	27	35	462	469	699	127
KIT_chr4_55524229__CHEK1_chr11_125496687	139	138	138	179	704	40	1019	131
KIT_chr4_55524229__CHEK1_chr11_125499147	85	0	85	44	674	1	1306	189
KIT_chr4_55524229__CHEK2_chr22_29085137	472	393	314	136	675	146	1295	319
KIT_chr4_55524229__CHEK2_chr22_29090029	347	247	435	116	651	42	412	148
KIT_chr4_55524229__DHFR_chr5_79950217	479	190	169	179	318	228	597	467
KIT_chr4_55524229__EGFR_chr7_55209986	267	38	126	94	444	82	621	141
KIT_chr4_55524229__ERBB2_chr17_37868221	328	489	79	0	105	224	591	23
KIT_chr4_55524229__FGFR2_chr10_123298118	200	48	60	39	725	3	974	123
KIT_chr4_55524229__FGFR2_chr10_123298215	18	42	60	2	1053	33	415	51
KIT_chr4_55524229__FGFR2_chr10_123353328	117	130	223	136	893	24	377	305
KIT_chr4_55524229__FGFR3_chr4_1795655	76	0	53	24	352	0	704	72
KIT_chr4_55524229__FGFR3_chr4_1795735	387	229	195	35	610	231	1671	274
KIT_chr4_55524229__FGFR3_chr4_1795736	344	33	36	0	657	102	473	240
KIT_chr4_55524229__FLT3_chr13_28636131	305	43	211	709	1001	46	1104	198
KIT_chr4_55524229__FLT3_chr13_28636172	455	241	694	454	1768	86	2135	439
KIT_chr4_55524229__FLT3_chr13_28674643	209	119	376	233	826	77	526	427
KIT_chr4_55524229__FNTA_chr8_42911471	608	337	1112	448	1778	174	1227	635
KIT_chr4_55524229__FNTA_chr8_42914260	182	0	73	2	351	0	0	48
KIT_chr4_55524229__FNTA_chr8_42924781	407	279	257	235	648	240	1119	662
KIT_chr4_55524229__HDAC1_chr1_32792601	650	246	100	23	824	0	1377	428
KIT_chr4_55524229__HDAC2_chr6_114267214	107	13	279	293	439	38	520	450
KIT_chr4_55524229__HDAC2_chr6_114292056	20	0	54	34	398	0	472	61
KIT_chr4_55524229__HDAC6_chrX_48661089	277	175	68	31	202	387	1085	144
KIT_chr4_55524229__HDAC6_chrX_48674389	398	65	428	963	430	59	1293	245
KIT_chr4_55524229__HSP90AA1_chr14_102551760	216	13	348	83	521	0	382	234
KIT_chr4_55524229__IGF1R_chr15_99434664	445	2	85	109	646	0	785	209
KIT_chr4_55524229__IGF1R_chr15_99434807	337	132	175	191	503	84	474	83
KIT_chr4_55524229__MTOR_chr1_11317010	468	103	241	120	1398	202	1320	580
KIT_chr4_55524229__MTOR_chr1_11317149	628	153	416	195	984	21	1410	283
KIT_chr4_55524229__NonTargetingControlGuideForHuman0352	670	325	223	154	2047	71	2124	774
KIT_chr4_55524229__PARP1_chr1_226595581	139	101	507	96	759	3	807	458
KIT_chr4_55524229__PDGFRA_chr4_55124963	555	469	271	245	1108	118	1925	759
KIT_chr4_55524229__PDGFRA_chr4_55129914	84	115	37	127	1185	0	363	205
KIT_chr4_55524229__PIK3CA_chr3_178919167	396	4	309	115	748	57	1469	402
KIT_chr4_55524229__PRKDC_chr8_48686781	857	133	249	364	890	37	2088	339
KIT_chr4_55524229__PRKDC_chr8_48872683	300	294	102	1	154	321	852	192
KIT_chr4_55524229__ROR1_chr1_64240072	731	257	550	217	1008	79	1710	407
KIT_chr4_55524229__ROR1_chr1_64240089	135	21	235	466	820	57	455	269
KIT_chr4_55524229__RPS6KB1_chr17_57987949	909	300	563	99	1656	229	1243	632
KIT_chr4_55524229__SMO_chr7_128828974	364	318	857	800	1819	2	398	518
KIT_chr4_55524229__SMO_chr7_128845117	407	256	262	336	1057	601	711	384
KIT_chr4_55524229__SRC_chr20_36022600	815	382	329	370	1681	166	859	432
KIT_chr4_55524229__TYMS_chr18_659665	681	755	207	89	1326	359	1201	238
KIT_chr4_55524229__WEE1_chr11_9595462	142	259	0	0	0	26	144	0
KIT_chr4_55524229__WEE1_chr11_9595542	136	158	174	85	1127	106	1490	286
KIT_chr4_55524229__WEE1_chr11_9595845	340	170	99	145	872	0	476	191
MAP2K1_chr15_66679721__ABL1_chr9_133589790	1054	1208	1933	1575	433	593	928	1372
MAP2K1_chr15_66679721__ABL1_chr9_133738356	1131	924	687	960	1444	290	1803	647
MAP2K1_chr15_66679721__ADA_chr20_43257696	115	41	75	221	937	35	433	238
MAP2K1_chr15_66679721__ADA_chr20_43280245	1027	1266	1190	712	1091	848	1068	856
MAP2K1_chr15_66679721__AKT1_chr14_105239686	1000	747	607	598	771	382	807	403
MAP2K1_chr15_66679721__ALK_chr2_29541172	657	1051	240	150	1301	922	1	275
MAP2K1_chr15_66679721__ATM_chr11_108098350	1959	1969	1202	755	718	2220	818	884
MAP2K1_chr15_66679721__ATM_chr11_108098402	695	388	866	785	154	218	915	573
MAP2K1_chr15_66679721__BCL2_chr18_60795945	467	645	721	436	452	809	1119	1125
MAP2K1_chr15_66679721__BRAF_chr7_140508787	1396	942	930	641	592	1836	1075	816
MAP2K1_chr15_66679721__BRAF_chr7_140534469	1172	1662	1365	884	504	1406	982	1091
MAP2K1_chr15_66679721__BRAF_chr7_140624501	1888	1148	1980	2894	1330	1154	1063	1057
MAP2K1_chr15_66679721__BTK_chrX_100629565	1431	1482	1465	1195	1389	692	1840	289
MAP2K1_chr15_66679721__BTK_chrX_100645534	830	1033	971	941	1457	1096	727	903
MAP2K1_chr15_66679721__CDK4_chr12_58145497	410	687	605	755	375	923	355	337
MAP2K1_chr15_66679721__CDK9_chr9_130550235	841	873	2023	1772	1286	786	1251	786
MAP2K1_chr15_66679721__CHEK1_chr11_125499147	2005	2303	1610	1571	1747	1978	1289	1248
MAP2K1_chr15_66679721__CHEK2_chr22_29090029	2017	1903	1284	1306	1402	2264	1328	1087
MAP2K1_chr15_66679721__CHEK2_chr22_29130694	769	1163	1440	1599	723	1922	1157	815
MAP2K1_chr15_66679721__DHFR_chr5_79949819	1331	1493	920	637	723	580	1233	866
MAP2K1_chr15_66679721__DHFR_chr5_79950216	970	647	735	788	849	1025	1483	786
MAP2K1_chr15_66679721__EGFR_chr7_55209986	801	522	1100	1125	873	546	686	519
MAP2K1_chr15_66679721__EGFR_chr7_55209992	606	377	1153	522	591	390	357	684
MAP2K1_chr15_66679721__ERBB2_chr17_37868292	737	1250	869	521	937	1081	275	543
MAP2K1_chr15_66679721__FGFR3_chr4_1795655	417	323	332	504	233	368	492	253
MAP2K1_chr15_66679721__FGFR3_chr4_1795736	1378	497	498	202	1660	442	2681	725
MAP2K1_chr15_66679721__FNTA_chr8_42914260	1981	1674	713	604	1222	997	1829	774
MAP2K1_chr15_66679721__FNTA_chr8_42924781	922	796	379	560	929	510	1420	490
MAP2K1_chr15_66679721__HDAC1_chr1_32792637	971	747	762	1138	888	615	699	831
MAP2K1_chr15_66679721__HDAC2_chr6_114267214	662	498	1235	805	153	1049	530	870
MAP2K1_chr15_66679721__HDAC2_chr6_114292056	1996	1846	1040	810	824	1333	1431	1066
MAP2K1_chr15_66679721__HDAC6_chrX_48661385	1576	1584	1492	1418	1482	1880	882	1104
MAP2K1_chr15_66679721__IGF1R_chr15_99192824	1669	1283	2410	1840	1714	2811	2022	1201
MAP2K1_chr15_66679721__JAK2_chr9_5050721	3258	2803	1799	1309	458	3097	1249	1245
MAP2K1_chr15_66679721__JAK2_chr9_5050816	595	736	576	1016	379	869	490	651
MAP2K1_chr15_66679721__KIT_chr4_55524229	1015	1402	1592	2047	445	946	672	783
MAP2K1_chr15_66679721__MET_chr7_116339123	700	1262	349	354	701	1190	883	384
MAP2K1_chr15_66679721__MET_chr7_116340188	627	313	267	352	185	466	711	339
MAP2K1_chr15_66679721__MET_chr7_116340207	436	749	857	620	571	573	543	392
MAP2K1_chr15_66679721__MTOR_chr1_11317149	266	128	31	22	806	46	359	425
MAP2K1_chr15_66679721__MTOR_chr1_11319459	1330	1345	1220	1203	359	1486	1000	999
MAP2K1_chr15_66679721__NonTargetingControlGuideForHuman0352	2535	2959	1426	1358	1947	3325	2446	1066
MAP2K1_chr15_66679721__PARP1_chr1_226578249	561	500	304	351	641	274	250	149
MAP2K1_chr15_66679721__PARP1_chr1_226578301	375	364	135	128	156	68	38	168
MAP2K1_chr15_66679721__PARP1_chr1_226595581	1363	1815	577	360	691	1466	712	824
MAP2K1_chr15_66679721__PDGFRA_chr4_55124932	976	724	365	190	151	810	917	250
MAP2K1_chr15_66679721__PDGFRA_chr4_55124963	755	1619	232	281	489	1116	339	320
MAP2K1_chr15_66679721__PIK3CA_chr3_178919167	923	1415	1292	1012	741	1007	553	654
MAP2K1_chr15_66679721__PRKDC_chr8_48686398	870	492	395	263	764	225	924	430
MAP2K1_chr15_66679721__ROR1_chr1_64240143	1880	1309	1420	833	1569	1759	1556	910
MAP2K1_chr15_66679721__RPS6KB1_chr17_57970538	973	1467	556	336	562	584	290	357
MAP2K1_chr15_66679721__RPS6KB1_chr17_57987949	1359	1276	2316	3752	795	887	1159	1285
MAP2K1_chr15_66679721__RRM2_chr2_10262940	837	559	484	476	353	436	535	495
MAP2K1_chr15_66679721__RRM2_chr2_10262957	890	234	707	360	636	264	1313	629
MAP2K1_chr15_66679721__SMO_chr7_128828974	1231	920	1482	2149	931	962	1508	764
MAP2K1_chr15_66679721__SMO_chr7_128845081	641	229	596	434	304	282	166	560
MAP2K1_chr15_66679721__SRC_chr20_36014563	1507	2179	1064	801	325	1809	678	677
MAP2K1_chr15_66679721__TOP1_chr20_39657693	1717	1140	1810	2127	1232	1086	1772	1026
MAP2K1_chr15_66679721__TOP1_chr20_39690055	942	739	1579	1291	672	2053	811	855
MAP2K1_chr15_66679721__TOP1_chr20_39690109	1636	1445	834	924	1804	1549	3058	871
MAP2K1_chr15_66679721__TYMS_chr18_659656	268	41	568	331	711	149	1470	407
MAP2K1_chr15_66679721__VEGFA_chr6_43742108	358	255	573	471	606	90	920	409
MAP2K1_chr15_66679728__ABL1_chr9_133589790	0	31	127	511	30	0	5	75
MAP2K1_chr15_66679728__ABL1_chr9_133738283	0	0	1	0	237	15	74	0
MAP2K1_chr15_66679728__ADA_chr20_43257696	220	172	1	29	306	33	609	18
MAP2K1_chr15_66679728__ADA_chr20_43257769	377	411	196	155	698	166	462	129
MAP2K1_chr15_66679728__BCL2_chr18_60795945	1037	742	480	179	1002	777	997	593
MAP2K1_chr15_66679728__BCL2_chr18_60795960	292	427	67	13	406	580	151	343
MAP2K1_chr15_66679728__BCL2_chr18_60985877	297	204	474	149	434	61	399	251
MAP2K1_chr15_66679728__BRAF_chr7_140508787	286	467	262	343	14	587	729	99
MAP2K1_chr15_66679728__BTK_chrX_100626613	549	292	206	291	476	237	284	388
MAP2K1_chr15_66679728__BTK_chrX_100645534	326	222	62	97	111	10	44	32
MAP2K1_chr15_66679728__CDK4_chr12_58143253	552	291	266	139	673	410	279	226
MAP2K1_chr15_66679728__CDK4_chr12_58144705	428	196	220	257	182	149	905	520
MAP2K1_chr15_66679728__CDK6_chr7_92462628	164	9	205	35	492	0	401	202
MAP2K1_chr15_66679728__CDK9_chr9_130548998	217	486	10	17	245	760	302	196
MAP2K1_chr15_66679728__CDK9_chr9_130550235	348	328	214	89	566	136	494	227
MAP2K1_chr15_66679728__CHEK1_chr11_125496687	357	392	574	223	444	626	814	270
MAP2K1_chr15_66679728__CHEK2_chr22_29090029	353	332	273	479	554	339	95	422
MAP2K1_chr15_66679728__CHEK2_chr22_29130694	556	296	125	83	343	233	1149	182
MAP2K1_chr15_66679728__DHFR_chr5_79949819	302	261	256	476	283	198	299	329
MAP2K1_chr15_66679728__DHFR_chr5_79950216	371	253	265	421	217	230	325	183
MAP2K1_chr15_66679728__DHFR_chr5_79950217	706	397	294	424	557	584	850	357
MAP2K1_chr15_66679728__EGFR_chr7_55209986	475	480	269	105	92	63	201	198
MAP2K1_chr15_66679728__EGFR_chr7_55209992	620	454	235	21	285	774	401	192
MAP2K1_chr15_66679728__ERBB2_chr17_37868292	468	829	221	184	330	1093	909	623
MAP2K1_chr15_66679728__FGFR2_chr10_123353328	350	678	43	30	341	644	1072	188
MAP2K1_chr15_66679728__FGFR3_chr4_1795655	539	177	79	59	748	84	526	150
MAP2K1_chr15_66679728__FGFR3_chr4_1795735	1041	1315	741	622	651	1408	572	531
MAP2K1_chr15_66679728__FGFR3_chr4_1795736	165	21	81	22	300	0	605	250
MAP2K1_chr15_66679728__FLT3_chr13_28636172	338	513	1205	780	376	436	896	267
MAP2K1_chr15_66679728__FLT3_chr13_28674643	185	161	422	589	198	105	349	181
MAP2K1_chr15_66679728__FNTA_chr8_42911471	513	483	566	439	594	678	753	321
MAP2K1_chr15_66679728__HDAC1_chr1_32792601	342	224	151	0	98	190	0	178
MAP2K1_chr15_66679728__HDAC2_chr6_114266539	374	419	77	0	275	378	284	238
MAP2K1_chr15_66679728__HDAC6_chrX_48661385	57	52	97	82	67	22	464	187
MAP2K1_chr15_66679728__HSP90AA1_chr14_102551760	273	75	342	203	564	83	118	204
MAP2K1_chr15_66679728__HSP90AA1_chr14_102552141	405	378	425	580	989	115	705	364
MAP2K1_chr15_66679728__HSP90AA1_chr14_102605736	164	54	56	0	230	1	0	78
MAP2K1_chr15_66679728__IGF1R_chr15_99434664	500	187	236	78	494	0	603	312
MAP2K1_chr15_66679728__IGF1R_chr15_99434807	385	189	303	340	399	248	651	420
MAP2K1_chr15_66679728__JAK2_chr9_5021970	52	13	49	93	374	0	157	9
MAP2K1_chr15_66679728__JAK2_chr9_5050721	359	77	374	46	208	215	526	267
MAP2K1_chr15_66679728__KIT_chr4_55524229	193	332	86	78	458	290	0	116
MAP2K1_chr15_66679728__MET_chr7_116339123	141	190	63	126	78	113	567	314
MAP2K1_chr15_66679728__MET_chr7_116340188	275	335	310	614	275	388	936	217
MAP2K1_chr15_66679728__MTOR_chr1_11317149	1	0	0	0	215	0	122	18
MAP2K1_chr15_66679728__MTOR_chr1_11319459	536	224	236	211	261	276	411	258
MAP2K1_chr15_66679728__NonTargetingControlGuideForHuman0352	485	253	1	171	49	353	146	75
MAP2K1_chr15_66679728__PARP1_chr1_226578301	0	0	69	16	0	0	76	3
MAP2K1_chr15_66679728__PARP1_chr1_226595581	294	303	440	310	362	393	779	352
MAP2K1_chr15_66679728__PIK3CA_chr3_178916614	392	220	28	75	254	38	247	57
MAP2K1_chr15_66679728__PRKDC_chr8_48686781	437	530	200	24	181	426	440	275
MAP2K1_chr15_66679728__PRKDC_chr8_48872683	176	124	181	201	284	200	133	253
MAP2K1_chr15_66679728__ROR1_chr1_64240072	770	332	820	1093	401	279	609	313
MAP2K1_chr15_66679728__ROR1_chr1_64240089	258	313	575	491	116	56	568	291
MAP2K1_chr15_66679728__RPS6KB1_chr17_57987949	224	270	18	42	173	285	256	441
MAP2K1_chr15_66679728__RRM2_chr2_10262940	486	151	245	63	607	140	449	280
MAP2K1_chr15_66679728__SMO_chr7_128828974	508	101	267	239	794	102	560	186
MAP2K1_chr15_66679728__SMO_chr7_128845117	871	364	548	604	439	425	521	560
MAP2K1_chr15_66679728__TOP1_chr20_39657693	331	131	348	383	471	269	703	432
MAP2K1_chr15_66679728__TOP1_chr20_39690055	329	507	265	191	322	697	587	226
MAP2K1_chr15_66679728__TYMS_chr18_657730	466	391	704	606	358	500	277	362
MAP2K1_chr15_66679728__TYMS_chr18_659665	362	32	44	59	449	138	749	187
MAP2K1_chr15_66679728__WEE1_chr11_9595542	155	37	63	144	46	128	257	238
MAP2K1_chr15_66679756__ABL1_chr9_133738356	35	0	174	226	480	3	381	388
MAP2K1_chr15_66679756__ALK_chr2_29541172	398	137	696	344	509	185	516	346
MAP2K1_chr15_66679756__ATM_chr11_108098390	1709	1747	2382	2249	1106	1541	705	1027
MAP2K1_chr15_66679756__BCL2_chr18_60985877	892	1107	675	906	712	891	745	431
MAP2K1_chr15_66679756__BRAF_chr7_140508787	1555	1070	1666	1615	1499	691	1233	1064
MAP2K1_chr15_66679756__BRD4_chr19_15376361	822	1416	1162	971	212	1619	768	711
MAP2K1_chr15_66679756__BTK_chrX_100645534	1624	1799	1341	1851	2224	1369	2325	860
MAP2K1_chr15_66679756__CDK4_chr12_58143253	1067	1174	1111	1849	1014	1322	1416	1116
MAP2K1_chr15_66679756__CDK4_chr12_58145497	2325	2945	1568	2116	1669	1754	1815	1689
MAP2K1_chr15_66679756__CDK6_chr7_92244474	1079	2024	2121	1777	1204	2909	1685	996
MAP2K1_chr15_66679756__CDK9_chr9_130548409	1270	2384	1471	1323	2588	1984	2483	1127
MAP2K1_chr15_66679756__CDK9_chr9_130548998	1162	766	788	933	999	1120	818	846
MAP2K1_chr15_66679756__CDK9_chr9_130550235	628	690	1681	2262	1243	507	1077	895
MAP2K1_chr15_66679756__CHEK1_chr11_125496644	1747	1735	1218	1843	555	719	986	947
MAP2K1_chr15_66679756__CHEK1_chr11_125499147	810	931	1410	780	1118	659	864	1162
MAP2K1_chr15_66679756__CHEK2_chr22_29085137	1681	1685	911	1074	825	1066	1161	739
MAP2K1_chr15_66679756__CHEK2_chr22_29130694	562	1116	131	25	317	2148	333	216
MAP2K1_chr15_66679756__DHFR_chr5_79949819	772	1145	1137	1534	26	979	355	609
MAP2K1_chr15_66679756__DHFR_chr5_79950216	723	428	942	1250	696	126	365	735
MAP2K1_chr15_66679756__EGFR_chr7_55209986	741	476	1416	1101	557	407	2087	924
MAP2K1_chr15_66679756__EGFR_chr7_55209992	265	188	1398	1882	1216	0	753	961
MAP2K1_chr15_66679756__ERBB2_chr17_37855800	1394	1823	1064	2959	791	1265	1455	673
MAP2K1_chr15_66679756__FGFR2_chr10_123298118	585	701	465	189	358	342	321	317
MAP2K1_chr15_66679756__FGFR2_chr10_123353328	1272	1318	1138	1898	1676	1402	622	906
MAP2K1_chr15_66679756__FGFR3_chr4_1795655	420	672	596	865	600	333	427	521
MAP2K1_chr15_66679756__HDAC2_chr6_114266539	902	848	1058	1026	1079	1030	1357	850
MAP2K1_chr15_66679756__HDAC6_chrX_48661089	2077	2407	746	1030	794	2110	1209	865
MAP2K1_chr15_66679756__HSP90AA1_chr14_102551760	990	1060	1087	1204	1331	894	1317	920
MAP2K1_chr15_66679756__HSP90AA1_chr14_102552141	893	1399	907	1537	633	940	1607	607
MAP2K1_chr15_66679756__IGF1R_chr15_99192824	769	404	1010	654	696	196	1088	951
MAP2K1_chr15_66679756__JAK2_chr9_5050721	1896	1912	2355	1872	765	1583	2091	1670
MAP2K1_chr15_66679756__JAK2_chr9_5050816	735	588	388	315	577	309	1854	286
MAP2K1_chr15_66679756__KIT_chr4_55524176	1563	1310	623	1170	2002	878	2295	830
MAP2K1_chr15_66679756__KIT_chr4_55524229	1498	1700	1181	523	883	1510	1746	968
MAP2K1_chr15_66679756__MET_chr7_116340188	1187	2403	565	722	976	3385	787	669
MAP2K1_chr15_66679756__MET_chr7_116340207	714	909	169	55	148	295	271	259
MAP2K1_chr15_66679756__MTOR_chr1_11317010	1666	1723	1269	1922	1117	1010	538	836
MAP2K1_chr15_66679756__MTOR_chr1_11317149	648	59	191	76	416	150	767	239
MAP2K1_chr15_66679756__NonTargetingControlGuideForHuman0362	1213	2180	1147	1601	1163	2324	1420	1221
MAP2K1_chr15_66679756__NonTargetingControlGuideForHuman0412	1414	1466	1962	3313	1751	1057	2355	1333
MAP2K1_chr15_66679756__PARP1_chr1_226578249	185	37	158	219	0	86	0	16
MAP2K1_chr15_66679756__PARP1_chr1_226595581	849	1023	566	377	1847	950	1448	629
MAP2K1_chr15_66679756__PDGFRA_chr4_55129914	744	774	53	50	2	502	722	105
MAP2K1_chr15_66679756__PIK3CA_chr3_178916614	1010	1636	1371	1530	854	1332	1061	835
MAP2K1_chr15_66679756__PIK3CA_chr3_178919070	227	138	320	669	0	237	288	361
MAP2K1_chr15_66679756__PIK3CA_chr3_178919167	533	383	642	764	1047	366	567	342
MAP2K1_chr15_66679756__PRKDC_chr8_48686398	685	992	715	206	1072	751	2078	580
MAP2K1_chr15_66679756__PRKDC_chr8_48872683	1210	1089	1527	2032	910	1023	1769	1066
MAP2K1_chr15_66679756__RPS6KB1_chr17_57970538	981	930	1262	1637	359	438	1442	794
MAP2K1_chr15_66679756__RPS6KB1_chr17_57987922	999	437	1581	1659	1139	368	1248	775
MAP2K1_chr15_66679756__RPS6KB1_chr17_57987949	467	589	1338	1323	338	229	347	763
MAP2K1_chr15_66679756__RRM2_chr2_10262940	1238	1239	845	581	391	716	1892	1061
MAP2K1_chr15_66679756__RRM2_chr2_10262957	1561	2867	737	239	1029	6626	2191	1498
MAP2K1_chr15_66679756__SMO_chr7_128845117	716	735	1155	883	588	1185	2	981
MAP2K1_chr15_66679756__SRC_chr20_36014563	1243	1445	1005	793	959	961	1161	498
MAP2K1_chr15_66679756__SRC_chr20_36022600	1530	1004	1695	1578	1173	1396	1410	747
MAP2K1_chr15_66679756__TOP1_chr20_39657693	1569	1533	800	670	856	1948	2293	482
MAP2K1_chr15_66679756__TOP1_chr20_39690055	487	198	783	1448	662	191	962	949
MAP2K1_chr15_66679756__TOP1_chr20_39690109	1599	1295	1905	1563	2083	1538	1171	1500
MAP2K1_chr15_66679756__TYMS_chr18_659656	140	160	160	127	341	180	547	363
MAP2K1_chr15_66679756__TYMS_chr18_659665	2632	3675	2000	2174	2085	2799	1736	1858
MAP2K1_chr15_66679756__VEGFA_chr6_43742077	551	655	1030	1530	1492	613	864	966
MAP2K1_chr15_66679756__VEGFA_chr6_43742108	1129	485	335	511	551	205	1026	557
MAP2K1_chr15_66679756__WEE1_chr11_9595845	614	1060	1371	1253	795	540	550	570
MET_chr7_116339123__ABL1_chr9_133589790	1547	801	977	1107	1581	1136	2113	941
MET_chr7_116339123__ABL1_chr9_133738356	742	579	1129	1193	1174	272	246	1124
MET_chr7_116339123__ADA_chr20_43257696	650	1026	1391	848	292	1221	903	1051
MET_chr7_116339123__ADA_chr20_43280245	998	668	542	207	509	1230	1257	653
MET_chr7_116339123__AKT1_chr14_105258968	1424	1506	2251	1758	597	1649	1342	1793
MET_chr7_116339123__ALK_chr2_29541172	1626	1327	711	848	945	1324	2031	657
MET_chr7_116339123__ATM_chr11_108098350	1027	982	836	381	169	765	1097	625
MET_chr7_116339123__BRAF_chr7_140624501	479	430	513	450	39	403	383	208
MET_chr7_116339123__BRD4_chr19_15376361	1441	2105	1318	1371	686	2356	1548	751
MET_chr7_116339123__BTK_chrX_100645534	1280	1291	1927	3020	541	1344	1630	1236
MET_chr7_116339123__CDK4_chr12_58143253	1336	1416	2061	3029	627	709	1583	1115
MET_chr7_116339123__CDK4_chr12_58145497	376	304	625	730	386	23	342	797
MET_chr7_116339123__CDK6_chr7_92252365	570	30	998	719	995	272	1518	1175
MET_chr7_116339123__CDK6_chr7_92462628	899	710	1241	1987	1211	912	1073	1142
MET_chr7_116339123__CDK9_chr9_130548409	476	591	514	1028	241	357	280	299
MET_chr7_116339123__CHEK2_chr22_29085137	1107	905	999	917	708	1055	923	690
MET_chr7_116339123__CHEK2_chr22_29090029	1304	1244	1721	2094	944	989	235	1240
MET_chr7_116339123__DHFR_chr5_79949819	998	998	538	560	861	137	1808	233
MET_chr7_116339123__EGFR_chr7_55209986	505	465	216	222	189	523	2021	230
MET_chr7_116339123__ERBB2_chr17_37855800	386	911	734	1023	1063	520	1305	615
MET_chr7_116339123__ERBB2_chr17_37868292	322	136	1082	1221	369	72	284	501
MET_chr7_116339123__FGFR2_chr10_123353328	2474	3823	1657	714	1542	4062	2787	1230
MET_chr7_116339123__FGFR3_chr4_1795655	1153	338	342	103	639	153	1338	349
MET_chr7_116339123__FLT3_chr13_28636172	1237	1615	1272	1217	1229	1300	1652	1149
MET_chr7_116339123__FNTA_chr8_42911471	287	437	17	46	313	363	908	292
MET_chr7_116339123__FNTA_chr8_42914260	1197	2265	866	673	476	1935	1471	470
MET_chr7_116339123__FNTA_chr8_42924781	929	1193	1502	1321	506	724	948	1159
MET_chr7_116339123__HDAC1_chr1_32757816	326	240	1074	994	914	295	596	382
MET_chr7_116339123__HDAC1_chr1_32792601	902	1605	1159	704	1424	2067	692	994
MET_chr7_116339123__HDAC1_chr1_32792637	1176	933	1024	965	918	973	1371	1198
MET_chr7_116339123__HDAC6_chrX_48661089	855	1231	686	918	580	820	418	481
MET_chr7_116339123__HSP90AA1_chr14_102605736	1434	1151	652	647	635	1195	1006	477
MET_chr7_116339123__IGF1R_chr15_99192824	518	422	326	418	697	267	326	679
MET_chr7_116339123__IGF1R_chr15_99434807	651	745	330	110	311	734	722	255
MET_chr7_116339123__KIT_chr4_55524176	441	713	1113	1742	289	661	436	1106
MET_chr7_116339123__KIT_chr4_55524229	2688	3263	2413	2141	2525	2466	1544	1310
MET_chr7_116339123__MAP2K1_chr15_66679756	505	786	821	923	423	984	933	497
MET_chr7_116339123__MTOR_chr1_11317010	1393	1513	1379	1595	1363	1206	698	955
MET_chr7_116339123__MTOR_chr1_11317149	1210	629	621	406	933	536	407	425
