construct_id	LCTBt23_S5_trimmed53_len_filtered_counts	LCTAt23_S4_trimmed53_len_filtered_counts	LPt23_S1_trimmed53_len_filtered_counts	LCAt23_S2_trimmed53_len_filtered_counts	LCBt23_S3_trimmed53_len_filtered_counts
MAP2K1_chr15_66679721__SETD2_chr3_47205411	6449	1673	1805	10	659
MAP2K1_chr15_66679721__SMAD4_chr18_48573460	2	330	3	2	5
MAP2K1_chr15_66679721__SMAD4_chr18_48586241	8	5	645	2	337
MAP2K1_chr15_66679721__SMARCA4_chr19_11094819	30	1112	1310	6	10
MAP2K1_chr15_66679721__SMARCA4_chr19_11094851	18	1562	55	7	1469
MAP2K1_chr15_66679721__SMARCB1_chr22_24129339	8	1	673	7	34
MAP2K1_chr15_66679721__SMARCB1_chr22_24133993	9	1315	37	6	1337
MAP2K1_chr15_66679721__SMO_chr7_128828974	24	2	3	9	306
MAP2K1_chr15_66679721__SMO_chr7_128845081	23	1824	4	588	2295
MAP2K1_chr15_66679721__SRC_chr20_36014563	188	3377	1120	401	1564
MAP2K1_chr15_66679721__TOP1_chr20_39657693	12	652	726	7	2555
MAP2K1_chr15_66679721__TOP1_chr20_39690055	4	5	545	7	1515
MAP2K1_chr15_66679721__TOP1_chr20_39690109	10	3	1	1	851
MAP2K1_chr15_66679721__TP53_chr17_7577537	19	1450	915	1950	1519
MAP2K1_chr15_66679721__TP53_chr17_7578373	10	2	159	9	2
MAP2K1_chr15_66679721__TSC1_chr9_135796796	18	5	216	6583	340
MAP2K1_chr15_66679721__TSC1_chr9_135804256	9	1592	1	25	673
MAP2K1_chr15_66679721__TYMS_chr18_659656	4	3	23	1	16
MAP2K1_chr15_66679721__VEGFA_chr6_43742108	11	1505	18	8	1211
MAP2K1_chr15_66679721__VHL_chr3_10183518	6580	2642	196	2775	1204
MAP2K1_chr15_66679721__VHL_chr3_10183773	16	4902	636	667	998
MAP2K1_chr15_66679728__ABL1_chr9_133589790	7	2	1	3	343
MAP2K1_chr15_66679728__ABL1_chr9_133738283	2	6	1516	8	2154
MAP2K1_chr15_66679728__ADA_chr20_43257696	3	3	197	3	793
MAP2K1_chr15_66679728__ADA_chr20_43257769	6	3	810	4	768
MAP2K1_chr15_66679728__APC_chr5_112102933	6	543	456	4	169
MAP2K1_chr15_66679728__ARID1A_chr1_27022876	9	2	3	3	946
MAP2K1_chr15_66679728__ARID2_chr12_46205318	10	6	294	4	1323
MAP2K1_chr15_66679728__BCL2_chr18_60795945	2	1	2	2	0
MAP2K1_chr15_66679728__BCL2_chr18_60795960	4	3	55	2	369
MAP2K1_chr15_66679728__BCL2_chr18_60985877	5	1	1	1	6
MAP2K1_chr15_66679728__BRAF_chr7_140508787	5	4	600	5	5
MAP2K1_chr15_66679728__BRCA1_chr17_41276018	18	6	4	5	290
MAP2K1_chr15_66679728__BTK_chrX_100626613	2	3	6	3	648
MAP2K1_chr15_66679728__BTK_chrX_100645534	8	10	2	3	905
MAP2K1_chr15_66679728__CASP8_chr2_202123033	7	7	3	1	5
MAP2K1_chr15_66679728__CASP8_chr2_202131404	6	1	7	4304	381
MAP2K1_chr15_66679728__CASP8_chr2_202134297	5	5	252	1	203
MAP2K1_chr15_66679728__CDH1_chr16_68771300	11	2894	572	7	1720
MAP2K1_chr15_66679728__CDH1_chr16_68772250	10	0	78	2689	613
MAP2K1_chr15_66679728__CDH1_chr16_68772255	2	3	0	0	1
MAP2K1_chr15_66679728__CDK4_chr12_58143253	8	1869	2	2	2
MAP2K1_chr15_66679728__CDK4_chr12_58144705	10	5	4	4	389
MAP2K1_chr15_66679728__CDK6_chr7_92462628	7	0	23	3	3
MAP2K1_chr15_66679728__CDK9_chr9_130548998	4	4	980	8	2750
MAP2K1_chr15_66679728__CDK9_chr9_130550235	5	2	590	1	2
MAP2K1_chr15_66679728__CDKN1B_chr12_12870777	6	129	239	2	4
MAP2K1_chr15_66679728__CDKN1B_chr12_12870931	4	1	0	1	657
MAP2K1_chr15_66679728__CDKN2A_chr9_21968726	4	3661	896	3012	277
MAP2K1_chr15_66679728__CDKN2A_chr9_21971100	7	4	0	4	4
MAP2K1_chr15_66679728__CHEK1_chr11_125496687	7	1436	653	5	1127
MAP2K1_chr15_66679728__CHEK2_chr22_29090029	4	2	2	3	3
MAP2K1_chr15_66679728__CHEK2_chr22_29130694	9	5	1080	8	1164
MAP2K1_chr15_66679728__DHFR_chr5_79949819	3	3	0	3	1538
MAP2K1_chr15_66679728__DHFR_chr5_79950216	9	4	1754	933	355
MAP2K1_chr15_66679728__DHFR_chr5_79950217	9	3	985	5	880
MAP2K1_chr15_66679728__EGFR_chr7_55209986	14	5	326	2	1403
MAP2K1_chr15_66679728__EGFR_chr7_55209992	4	1512	1	4	267
MAP2K1_chr15_66679728__ERBB2_chr17_37868292	3	4407	2	1	1
MAP2K1_chr15_66679728__FGFR2_chr10_123353328	5	5	2	1	3
MAP2K1_chr15_66679728__FGFR3_chr4_1795655	5	1951	145	3133	5
MAP2K1_chr15_66679728__FGFR3_chr4_1795735	3	2462	412	3	892
MAP2K1_chr15_66679728__FGFR3_chr4_1795736	8	2	1075	3739	548
MAP2K1_chr15_66679728__FLT3_chr13_28636172	6	2	0	1	1
MAP2K1_chr15_66679728__FLT3_chr13_28674643	3374	3	8	4606	77
MAP2K1_chr15_66679728__FNTA_chr8_42911471	2	366	2	1228	1
MAP2K1_chr15_66679728__HDAC1_chr1_32792601	6	4	200	5	2065
MAP2K1_chr15_66679728__HDAC2_chr6_114266539	2291	5	3	2	4
MAP2K1_chr15_66679728__HDAC6_chrX_48661385	7	2	494	15	1003
MAP2K1_chr15_66679728__HSP90AA1_chr14_102551760	4	1	296	1733	1132
MAP2K1_chr15_66679728__HSP90AA1_chr14_102552141	4	678	410	4	814
MAP2K1_chr15_66679728__HSP90AA1_chr14_102605736	14	455	1	5	818
MAP2K1_chr15_66679728__IGF1R_chr15_99434664	6	2	220	3	399
MAP2K1_chr15_66679728__IGF1R_chr15_99434807	2	1535	1	5	4
MAP2K1_chr15_66679728__JAK2_chr9_5021970	5	2	97	1260	611
MAP2K1_chr15_66679728__JAK2_chr9_5050721	4757	5	5	5	907
MAP2K1_chr15_66679728__KDM5C_chrX_53241021	2	1976	650	3	4
MAP2K1_chr15_66679728__KDM5C_chrX_53254068	13	2	450	409	1175
MAP2K1_chr15_66679728__KDM6A_chrX_44820616	2392	2356	9	2563	5
MAP2K1_chr15_66679728__KIT_chr4_55524229	10	2	2	2516	6
MAP2K1_chr15_66679728__KMT2D_chr12_49448161	936	2	1384	7	1
MAP2K1_chr15_66679728__KMT2D_chr12_49448168	7	2	6	4	873
MAP2K1_chr15_66679728__MAP3K1_chr5_56152466	4	2	1	2	2
MAP2K1_chr15_66679728__MET_chr7_116339123	5	3	3	1	0
MAP2K1_chr15_66679728__MET_chr7_116340188	10	4	308	1	533
MAP2K1_chr15_66679728__MLH1_chr3_37045912	9	521	702	2	2
MAP2K1_chr15_66679728__MTOR_chr1_11317149	2	1	0	1	4
MAP2K1_chr15_66679728__MTOR_chr1_11319459	5	1	1046	85	3
MAP2K1_chr15_66679728__NF1_chr17_29483039	6	6	325	5	1
MAP2K1_chr15_66679728__NonTargetingControlGuideForHuman0352	11	3	894	1432	550
MAP2K1_chr15_66679728__PARP1_chr1_226578301	4	2	852	7	6
MAP2K1_chr15_66679728__PARP1_chr1_226595581	1	4	3	2	2
MAP2K1_chr15_66679728__PBRM1_chr3_52696257	8	0	1037	858	794
MAP2K1_chr15_66679728__PBRM1_chr3_52713723	3	1829	720	6	1593
MAP2K1_chr15_66679728__PIK3CA_chr3_178916614	8	2	151	2	3
MAP2K1_chr15_66679728__PIK3R1_chr5_67522521	7	2314	683	1	4
MAP2K1_chr15_66679728__PIK3R1_chr5_67576410	7	3	2	6	455
MAP2K1_chr15_66679728__PRKDC_chr8_48686781	3	3400	428	4	471
MAP2K1_chr15_66679728__PRKDC_chr8_48872683	4603	3	1	6	615
MAP2K1_chr15_66679728__PTEN_chr10_89653786	12	1	656	0	3
MAP2K1_chr15_66679728__RB1_chr13_48934148	5	2	706	0	0
MAP2K1_chr15_66679728__RB1_chr13_48936969	2	410	1	4	3
MAP2K1_chr15_66679728__ROR1_chr1_64240072	13	2172	462	2477	1774
MAP2K1_chr15_66679728__ROR1_chr1_64240089	3	1932	0	562	14
MAP2K1_chr15_66679728__RPS6KB1_chr17_57987949	9	2462	1282	8	1448
MAP2K1_chr15_66679728__RRM2_chr2_10262940	8	2943	1722	11	3935
MAP2K1_chr15_66679728__RUNX1_chr21_36252902	6	51	387	762	733
MAP2K1_chr15_66679728__RUNX1_chr21_36421144	6	2	2	2	334
MAP2K1_chr15_66679728__SETD2_chr3_47142972	4	129	706	0	243
MAP2K1_chr15_66679728__SETD2_chr3_47205411	14	6	167	5	1405
MAP2K1_chr15_66679728__SMAD4_chr18_48573460	2	634	311	1	2
MAP2K1_chr15_66679728__SMAD4_chr18_48575673	3	2	1	4009	84
MAP2K1_chr15_66679728__SMAD4_chr18_48586241	1	5	3	4	434
MAP2K1_chr15_66679728__SMARCB1_chr22_24133949	7	992	0	3	512
MAP2K1_chr15_66679728__SMO_chr7_128828974	8	6	108	2	2869
MAP2K1_chr15_66679728__SMO_chr7_128845117	6	4	1	1068	1
MAP2K1_chr15_66679728__TOP1_chr20_39657693	11	3	245	4	8
MAP2K1_chr15_66679728__TOP1_chr20_39690055	6	5	512	4169	1
MAP2K1_chr15_66679728__TSC1_chr9_135796748	3969	7077	332	10	2351
MAP2K1_chr15_66679728__TSC1_chr9_135796796	3240	2510	489	527	410
MAP2K1_chr15_66679728__TSC1_chr9_135804256	4	1430	437	2	251
MAP2K1_chr15_66679728__TYMS_chr18_657730	5622	1989	1482	1204	2053
MAP2K1_chr15_66679728__TYMS_chr18_659665	5	4	268	1	5
MAP2K1_chr15_66679728__VHL_chr3_10183791	11	6	240	8	1711
MAP2K1_chr15_66679728__WEE1_chr11_9595542	4	2	278	2	2
MAP2K1_chr15_66679756__ABL1_chr9_133738356	5	9	183	2661	714
MAP2K1_chr15_66679756__ALK_chr2_29541172	8	4	615	3	6
MAP2K1_chr15_66679756__APC_chr5_112043408	10	3	746	8	1849
MAP2K1_chr15_66679756__APC_chr5_112102933	5631	1013	2755	7	401
MAP2K1_chr15_66679756__ARID1A_chr1_27056288	14	2282	534	8	1478
MAP2K1_chr15_66679756__ATM_chr11_108098390	4	1901	429	0	1411
MAP2K1_chr15_66679756__BCL2_chr18_60985877	1956	2	2	4	4
MAP2K1_chr15_66679756__BRAF_chr7_140508787	2	8	47	5	3
MAP2K1_chr15_66679756__BRCA1_chr17_41256141	1	4	156	7	1137
MAP2K1_chr15_66679756__BRCA1_chr17_41267735	2	1	129	1	1
MAP2K1_chr15_66679756__BRCA2_chr13_32890586	3	1	1	2	1
MAP2K1_chr15_66679756__BRCA2_chr13_32914228	1963	3	105	3	455
MAP2K1_chr15_66679756__BRD4_chr19_15376361	5	3	3	2	905
MAP2K1_chr15_66679756__BTK_chrX_100645534	4	633	443	7	1181
MAP2K1_chr15_66679756__CASP8_chr2_202131404	3	2	3	4	2
MAP2K1_chr15_66679756__CASP8_chr2_202134297	6	8	1808	5	549
MAP2K1_chr15_66679756__CDH1_chr16_68772250	7	2	0	5	591
MAP2K1_chr15_66679756__CDK4_chr12_58143253	4	1261	0	4	1049
MAP2K1_chr15_66679756__CDK4_chr12_58145497	7	5	2	3	1338
MAP2K1_chr15_66679756__CDK6_chr7_92244474	6	1726	381	5	4
MAP2K1_chr15_66679756__CDK9_chr9_130548409	1058	3734	2	3	1182
MAP2K1_chr15_66679756__CDK9_chr9_130548998	7	1248	2	11	3
MAP2K1_chr15_66679756__CDK9_chr9_130550235	4	4	0	2	0
MAP2K1_chr15_66679756__CDKN1B_chr12_12870931	4	2	268	7	2394
MAP2K1_chr15_66679756__CDKN1B_chr12_12871196	5	4	3	2	347
MAP2K1_chr15_66679756__CDKN2A_chr9_21971100	7	1	4	2	330
MAP2K1_chr15_66679756__CHEK1_chr11_125496644	9	990	899	4	729
MAP2K1_chr15_66679756__CHEK1_chr11_125499147	9	7	1	4	9
MAP2K1_chr15_66679756__CHEK2_chr22_29085137	3	865	819	3	1
MAP2K1_chr15_66679756__CHEK2_chr22_29130694	3558	898	152	10	1027
MAP2K1_chr15_66679756__DHFR_chr5_79949819	4	4	123	3	239
MAP2K1_chr15_66679756__DHFR_chr5_79950216	3	1	313	6	3
MAP2K1_chr15_66679756__EGFR_chr7_55209986	14	7	254	1066	1583
MAP2K1_chr15_66679756__EGFR_chr7_55209992	2	4	447	3474	1541
MAP2K1_chr15_66679756__ERBB2_chr17_37855800	4	3	1033	5537	1440
MAP2K1_chr15_66679756__FGFR2_chr10_123298118	8	7	1	2479	2553
MAP2K1_chr15_66679756__FGFR2_chr10_123353328	6	6	884	1180	3031
MAP2K1_chr15_66679756__FGFR3_chr4_1795655	2	1876	627	3	247
MAP2K1_chr15_66679756__GATA3_chr10_8097612	3	1494	2	5	0
MAP2K1_chr15_66679756__GATA3_chr10_8097722	3862	1	3	6	4
MAP2K1_chr15_66679756__HDAC2_chr6_114266539	6	4	729	5	3
MAP2K1_chr15_66679756__HDAC6_chrX_48661089	6	2113	292	3	5
MAP2K1_chr15_66679756__HSP90AA1_chr14_102551760	5	4	637	1	4
MAP2K1_chr15_66679756__HSP90AA1_chr14_102552141	2	543	396	5	8
MAP2K1_chr15_66679756__IGF1R_chr15_99192824	5	4	708	2	4
MAP2K1_chr15_66679756__JAK2_chr9_5050721	6	2235	913	6	613
MAP2K1_chr15_66679756__JAK2_chr9_5050816	3	2	227	2	1
MAP2K1_chr15_66679756__KDM5C_chrX_53241022	2	544	5	2	2
MAP2K1_chr15_66679756__KIT_chr4_55524176	6	6	305	5	811
MAP2K1_chr15_66679756__KIT_chr4_55524229	6	0	1	1	2
MAP2K1_chr15_66679756__KMT2D_chr12_49448161	5	6	630	529	1178
MAP2K1_chr15_66679756__KMT2D_chr12_49448168	12	3	148	0	1325
MAP2K1_chr15_66679756__MAP3K1_chr5_56152466	6	8	2	4	157
MAP2K1_chr15_66679756__MET_chr7_116340188	8	2	283	2145	890
MAP2K1_chr15_66679756__MET_chr7_116340207	5	7	859	2	2
MAP2K1_chr15_66679756__MLH1_chr3_37038179	4	10	19	2419	365
MAP2K1_chr15_66679756__MLH1_chr3_37045912	4	1639	192	1	172
MAP2K1_chr15_66679756__MSH6_chr2_48018111	3	1561	344	9	856
MAP2K1_chr15_66679756__MSH6_chr2_48018154	7	5399	220	530	660
MAP2K1_chr15_66679756__MTOR_chr1_11317010	9	1	364	3	2
MAP2K1_chr15_66679756__MTOR_chr1_11317149	5	3	0	2	2
MAP2K1_chr15_66679756__NF1_chr17_29422308	9	2420	1140	11	2428
MAP2K1_chr15_66679756__NF1_chr17_29483039	4	6	2	8	885
MAP2K1_chr15_66679756__NonTargetingControlGuideForHuman0362	6	3	2	4	3
MAP2K1_chr15_66679756__NonTargetingControlGuideForHuman0412	2	3	1263	3	142
MAP2K1_chr15_66679756__PARP1_chr1_226578249	9	6	968	8220	1328
MAP2K1_chr15_66679756__PARP1_chr1_226595581	6	1732	48	2681	231
MAP2K1_chr15_66679756__PBRM1_chr3_52713723	6	3	1219	2	3
MAP2K1_chr15_66679756__PDGFRA_chr4_55129914	2	0	171	2822	3
MAP2K1_chr15_66679756__PIK3CA_chr3_178916614	8	6494	312	1908	9
MAP2K1_chr15_66679756__PIK3CA_chr3_178919070	4	4	0	8	3
MAP2K1_chr15_66679756__PIK3CA_chr3_178919167	0	6	4	4	1020
MAP2K1_chr15_66679756__PIK3R1_chr5_67576410	2	1415	414	1	8
MAP2K1_chr15_66679756__PIK3R1_chr5_67576421	6	1002	708	4	1463
MAP2K1_chr15_66679756__PRKDC_chr8_48686398	6	969	709	5	631
MAP2K1_chr15_66679756__PRKDC_chr8_48872683	0	1128	362	3	887
MAP2K1_chr15_66679756__PTEN_chr10_89653786	1666	604	177	6	98
MAP2K1_chr15_66679756__PTEN_chr10_89711868	6	5	56	2167	1045
MAP2K1_chr15_66679756__RB1_chr13_48934148	3	7	1978	3	874
MAP2K1_chr15_66679756__RPS6KB1_chr17_57970538	9	582	1	1	2
MAP2K1_chr15_66679756__RPS6KB1_chr17_57987922	2	762	0	5	269
MAP2K1_chr15_66679756__RPS6KB1_chr17_57987949	5	9	812	4	11
MAP2K1_chr15_66679756__RRM2_chr2_10262940	4	6	242	4	938
MAP2K1_chr15_66679756__RRM2_chr2_10262957	13	1160	480	1259	497
MAP2K1_chr15_66679756__RUNX1_chr21_36252902	7	2387	914	489	1293
MAP2K1_chr15_66679756__SETD2_chr3_47142972	5	4	163	4	885
MAP2K1_chr15_66679756__SETD2_chr3_47205411	3	5	1076	3	968
MAP2K1_chr15_66679756__SMARCA4_chr19_11094819	5	4	205	7	950
MAP2K1_chr15_66679756__SMARCA4_chr19_11094851	5	1658	2	2296	4
MAP2K1_chr15_66679756__SMARCB1_chr22_24129339	5	5	349	4	458
MAP2K1_chr15_66679756__SMARCB1_chr22_24133949	9	2	315	5	139
MAP2K1_chr15_66679756__SMO_chr7_128845117	4147	174	10	3784	530
MAP2K1_chr15_66679756__SRC_chr20_36014563	6	991	2	2	593
MAP2K1_chr15_66679756__SRC_chr20_36022600	7	8	332	12	1459
MAP2K1_chr15_66679756__TOP1_chr20_39657693	11	215	191	8	2039
MAP2K1_chr15_66679756__TOP1_chr20_39690055	0	4	2	3	2
MAP2K1_chr15_66679756__TOP1_chr20_39690109	7	2	637	1	2
MAP2K1_chr15_66679756__TP53_chr17_7578373	1153	2	481	3424	908
MAP2K1_chr15_66679756__TP53_chr17_7579881	4	6	631	5	462
MAP2K1_chr15_66679756__TYMS_chr18_659656	3298	1174	20	7	2
MAP2K1_chr15_66679756__TYMS_chr18_659665	12	4	14	1348	374
MAP2K1_chr15_66679756__VEGFA_chr6_43742077	10	3110	673	7	4
MAP2K1_chr15_66679756__VEGFA_chr6_43742108	4	2	1	3	2
MAP2K1_chr15_66679756__VHL_chr3_10183518	8	3	268	6	736
MAP2K1_chr15_66679756__VHL_chr3_10183773	2	4	190	2	167
MAP2K1_chr15_66679756__WEE1_chr11_9595845	5	1002	2	4	2
MAP3K1_chr5_56111382__ABL1_chr9_133738283	0	217	1	1	2
MAP3K1_chr5_56111382__AKT1_chr14_105239609	5	99	2	5	699
MAP3K1_chr5_56111382__ALK_chr2_29541171	2	0	2	104	1
MAP3K1_chr5_56111382__ALK_chr2_30143522	4	1	220	6	2333
MAP3K1_chr5_56111382__APC_chr5_112102933	1	4	0	0	2
MAP3K1_chr5_56111382__ARID1A_chr1_27022876	2	1	0	5	0
MAP3K1_chr5_56111382__ARID2_chr12_46123614	1	1	0	0	1
MAP3K1_chr5_56111382__ARID2_chr12_46205318	0	5	671	1	327
MAP3K1_chr5_56111382__BCL2_chr18_60795960	3	3	3	3	2
MAP3K1_chr5_56111382__BCL2_chr18_60985877	2	3	196	4	284
MAP3K1_chr5_56111382__BRAF_chr7_140508787	2428	1	141	5	665
MAP3K1_chr5_56111382__BRAF_chr7_140534469	7	3	403	3	125
MAP3K1_chr5_56111382__BRAF_chr7_140624501	1	1678	0	2	2
MAP3K1_chr5_56111382__BRCA1_chr17_41256141	4	3	2	8	0
MAP3K1_chr5_56111382__BRCA1_chr17_41267735	0	0	145	0	71
MAP3K1_chr5_56111382__BRCA1_chr17_41276018	5	3	390	0	415
MAP3K1_chr5_56111382__BRCA2_chr13_32912006	2	1	2	3647	782
MAP3K1_chr5_56111382__BRCA2_chr13_32914228	1	1964	405	1	764
MAP3K1_chr5_56111382__BRD4_chr19_15383894	0	1312	213	1	1
MAP3K1_chr5_56111382__BTK_chrX_100626613	1	313	202	2	0
MAP3K1_chr5_56111382__BTK_chrX_100629565	3	1	1	0	13
MAP3K1_chr5_56111382__CASP8_chr2_202123033	5	801	209	4	1
MAP3K1_chr5_56111382__CASP8_chr2_202134297	109	2	2	1	730
MAP3K1_chr5_56111382__CDH1_chr16_68771300	5	4	354	3058	719
MAP3K1_chr5_56111382__CDH1_chr16_68772250	1	1	276	1	2
MAP3K1_chr5_56111382__CDK6_chr7_92252365	2160	2226	2	917	9
MAP3K1_chr5_56111382__CDK6_chr7_92462628	2	39	149	1451	3
MAP3K1_chr5_56111382__CDK9_chr9_130548409	1117	1007	982	3	396
MAP3K1_chr5_56111382__CDKN1B_chr12_12870777	3	2	1	0	99
MAP3K1_chr5_56111382__CDKN1B_chr12_12870931	2	0	241	0	30
MAP3K1_chr5_56111382__CDKN1B_chr12_12871196	4	318	130	2	855
MAP3K1_chr5_56111382__CDKN2A_chr9_21968726	2	1	359	3644	553
MAP3K1_chr5_56111382__CDKN2A_chr9_21971100	3	2	1	5	256
MAP3K1_chr5_56111382__CHEK2_chr22_29085137	3	5	1	0	215
MAP3K1_chr5_56111382__CHEK2_chr22_29090029	0	1994	1	0	0
MAP3K1_chr5_56111382__DHFR_chr5_79950216	2	2957	5	1	3
MAP3K1_chr5_56111382__DHFR_chr5_79950217	5	13	4	255	183
MAP3K1_chr5_56111382__EGFR_chr7_55086962	2	0	0	0	2
MAP3K1_chr5_56111382__EGFR_chr7_55209986	2	4	160	2	761
MAP3K1_chr5_56111382__ERBB2_chr17_37868221	2	2	1	1	5
MAP3K1_chr5_56111382__ERBB2_chr17_37868292	0	583	3	2	279
MAP3K1_chr5_56111382__FGFR2_chr10_123298118	3	1060	399	2	872
MAP3K1_chr5_56111382__FGFR3_chr4_1795735	1	660	2	4	2079
MAP3K1_chr5_56111382__FGFR3_chr4_1795736	0	1	44	142	1
MAP3K1_chr5_56111382__FLT3_chr13_28636131	1	1	1	3	2
MAP3K1_chr5_56111382__FLT3_chr13_28636172	0	0	129	1	2
MAP3K1_chr5_56111382__FLT3_chr13_28674643	4	1208	1	3	3
MAP3K1_chr5_56111382__FNTA_chr8_42911471	0	5	1	0	0
MAP3K1_chr5_56111382__GATA3_chr10_8097612	1	0	2	1	334
MAP3K1_chr5_56111382__HDAC1_chr1_32757816	3	4370	138	3	185
MAP3K1_chr5_56111382__HDAC1_chr1_32792601	1	3441	1930	6	0
MAP3K1_chr5_56111382__HDAC2_chr6_114266539	1	1180	696	1017	1215
MAP3K1_chr5_56111382__HDAC2_chr6_114292056	2	104	0	1	3
MAP3K1_chr5_56111382__HDAC6_chrX_48661089	1	0	0	2	612
MAP3K1_chr5_56111382__HDAC6_chrX_48674389	4	2	1550	1778	76
MAP3K1_chr5_56111382__HSP90AA1_chr14_102551760	4	2	3	10	1
MAP3K1_chr5_56111382__HSP90AA1_chr14_102552141	2	0	1056	0	1
MAP3K1_chr5_56111382__HSP90AA1_chr14_102605736	4	1	137	1	0
MAP3K1_chr5_56111382__IGF1R_chr15_99192824	1	1	414	1	79
MAP3K1_chr5_56111382__IGF1R_chr15_99434664	1670	795	703	5	883
MAP3K1_chr5_56111382__IGF1R_chr15_99434807	0	729	739	2	823
MAP3K1_chr5_56111382__JAK2_chr9_5050721	2	1	0	1	0
MAP3K1_chr5_56111382__KDM5C_chrX_53254068	2	1	1	1	9
MAP3K1_chr5_56111382__KIT_chr4_55524176	2	1134	1	1	27
MAP3K1_chr5_56111382__MAP2K1_chr15_66679721	0	1425	3	3	1
MAP3K1_chr5_56111382__MAP2K1_chr15_66679728	1	2	549	2	1
MAP3K1_chr5_56111382__MAP2K1_chr15_66679756	3	5	765	0	1
MAP3K1_chr5_56111382__MET_chr7_116339123	1	0	1	3	208
MAP3K1_chr5_56111382__MLH1_chr3_37045912	0	2	1	4	284
MAP3K1_chr5_56111382__MTOR_chr1_11317149	0	1	242	1	1
MAP3K1_chr5_56111382__NF1_chr17_29422308	6	782	2	3491	849
MAP3K1_chr5_56111382__NF1_chr17_29483038	1	2	1	1503	0
MAP3K1_chr5_56111382__NonTargetingControlGuideForHuman0352	1	1	274	2	1
MAP3K1_chr5_56111382__PARP1_chr1_226595581	2	248	3	250	377
MAP3K1_chr5_56111382__PBRM1_chr3_52696257	2	0	1	1	0
MAP3K1_chr5_56111382__PBRM1_chr3_52713723	2	0	2	2	2
MAP3K1_chr5_56111382__PDGFRA_chr4_55129914	0	2	110	1	244
MAP3K1_chr5_56111382__PIK3CA_chr3_178916614	4	5	542	1	5
MAP3K1_chr5_56111382__PIK3R1_chr5_67576421	1	0	2	3	3
MAP3K1_chr5_56111382__PRKDC_chr8_48686781	4	671	4	2340	270
MAP3K1_chr5_56111382__PRKDC_chr8_48872683	0	76	56	1	604
MAP3K1_chr5_56111382__PTEN_chr10_89685297	1	3	0	0	2
MAP3K1_chr5_56111382__RB1_chr13_48934148	5	1	2	0	0
MAP3K1_chr5_56111382__RB1_chr13_48936969	0	4	2	0	0
MAP3K1_chr5_56111382__ROR1_chr1_64240089	2	0	496	4	1
MAP3K1_chr5_56111382__RPS6KB1_chr17_57987949	4	1	4	1	856
MAP3K1_chr5_56111382__RRM2_chr2_10262940	2	4	97	3624	0
MAP3K1_chr5_56111382__RUNX1_chr21_36421144	0	3	1	1	0
MAP3K1_chr5_56111382__SETD2_chr3_47142951	0	1	153	0	1
MAP3K1_chr5_56111382__SETD2_chr3_47142972	1	582	349	2	100
MAP3K1_chr5_56111382__SMAD4_chr18_48573460	1	1634	2	0	0
MAP3K1_chr5_56111382__SMAD4_chr18_48575673	2	2	2	0	1
MAP3K1_chr5_56111382__SMAD4_chr18_48586241	3	1	1	0	0
MAP3K1_chr5_56111382__SMARCA4_chr19_11094819	3	611	2	0	447
MAP3K1_chr5_56111382__SMO_chr7_128828974	3	847	123	2318	334
MAP3K1_chr5_56111382__SMO_chr7_128845081	0	0	693	1702	688
MAP3K1_chr5_56111382__SMO_chr7_128845117	7	2	81	3	0
MAP3K1_chr5_56111382__SRC_chr20_36012562	0	2	3	0	1
MAP3K1_chr5_56111382__TOP1_chr20_39657693	2	5	1518	3	692
MAP3K1_chr5_56111382__TOP1_chr20_39690055	1	1	1	1	1
MAP3K1_chr5_56111382__TOP1_chr20_39690109	2	2	218	1	441
MAP3K1_chr5_56111382__TP53_chr17_7578373	2	2	1	0	1
MAP3K1_chr5_56111382__TSC1_chr9_135804256	1	2	665	0	0
MAP3K1_chr5_56111382__TYMS_chr18_659665	3	1	2	4	5
MAP3K1_chr5_56111382__VEGFA_chr6_43738425	0	1	409	1	147
MAP3K1_chr5_56111382__VHL_chr3_10183791	1	48	454	916	1
MAP3K1_chr5_56111382__WEE1_chr11_9595542	0	0	13	2	0
MAP3K1_chr5_56111382__WEE1_chr11_9595845	2	0	644	0	2
MAP3K1_chr5_56152466__ADA_chr20_43280245	3	2	374	6	3
MAP3K1_chr5_56152466__AKT1_chr14_105239686	1885	3	230	4321	6
MAP3K1_chr5_56152466__ALK_chr2_29541172	5	2	27	4	1112
MAP3K1_chr5_56152466__APC_chr5_112102023	4	2	1	1	258
MAP3K1_chr5_56152466__APC_chr5_112102933	1	1	0	3	3
MAP3K1_chr5_56152466__ARID1A_chr1_27022876	5	2	1	3611	6
MAP3K1_chr5_56152466__ARID1A_chr1_27056288	5	1	650	2	264
MAP3K1_chr5_56152466__ARID2_chr12_46123614	3	1	0	1	0
MAP3K1_chr5_56152466__ARID2_chr12_46205318	3060	2	1210	7	1370
MAP3K1_chr5_56152466__ATM_chr11_108098350	3	3	0	5	0
MAP3K1_chr5_56152466__ATM_chr11_108098390	10	3	2	3	124
MAP3K1_chr5_56152466__BCL2_chr18_60795945	2	2	1	1	795
MAP3K1_chr5_56152466__BCL2_chr18_60795960	5	1223	4	367	538
MAP3K1_chr5_56152466__BCL2_chr18_60985877	4	5	0	1	2
MAP3K1_chr5_56152466__BRAF_chr7_140508787	3012	1961	836	3	1492
