construct_id	U2OS-CAS9B-t28_S4_trimmed53_len_filtered_counts	U2OS-CAS9TREX2A-t14_S1_trimmed53_len_filtered_counts	U2OS-CAS9TREX2A-t28_S5_trimmed53_len_filtered_counts	U2OS-CAS9TREX2B-t14_S2_trimmed53_len_filtered_counts	U2OS-CAS9TREX2B-t28_S6_trimmed53_len_filtered_counts	U2OS-Parent-t28_S3_trimmed53_len_filtered_counts
NF1_chr17_29483038__SMARCB1_chr22_24133949	79	29	12	131	159	23
NF1_chr17_29483038__SMO_chr7_128828974	219	168	147	82	121	108
NF1_chr17_29483038__SMO_chr7_128845117	56	8	17	90	78	54
NF1_chr17_29483038__SRC_chr20_36012562	202	9	4	10	13	8
NF1_chr17_29483038__SRC_chr20_36014563	89	107	28	29	12	3
NF1_chr17_29483038__SRC_chr20_36022600	380	152	86	173	155	39
NF1_chr17_29483038__TOP1_chr20_39657693	165	81	32	103	32	67
NF1_chr17_29483038__TOP1_chr20_39690109	19	26	21	5	6	25
NF1_chr17_29483038__TP53_chr17_7577537	364	186	44	227	117	91
NF1_chr17_29483038__TSC1_chr9_135804256	67	154	7	82	138	14
NF1_chr17_29483038__TYMS_chr18_659656	564	254	205	295	2820	47
NF1_chr17_29483038__VEGFA_chr6_43742077	268	199	209	70	13	65
NF1_chr17_29483038__VHL_chr3_10183773	70	87	187	10	5	32
NF1_chr17_29483038__WEE1_chr11_9595462	183	16	23	64	47	3
NF1_chr17_29483038__WEE1_chr11_9595542	92	109	75	32	13	56
NF1_chr17_29483039__ABL1_chr9_133738283	167	83	22	18	7	29
NF1_chr17_29483039__ADA_chr20_43257696	89	122	46	208	481	36
NF1_chr17_29483039__AKT1_chr14_105239609	81	80	184	147	181	22
NF1_chr17_29483039__AKT1_chr14_105239686	164	106	67	360	1027	15
NF1_chr17_29483039__AKT1_chr14_105258968	93	8	19	74	12	30
NF1_chr17_29483039__ALK_chr2_30143522	22	7	17	85	138	36
NF1_chr17_29483039__ARID1A_chr1_27022876	17	38	28	3	7	2
NF1_chr17_29483039__ARID1A_chr1_27056288	206	102	74	13	11	37
NF1_chr17_29483039__ARID2_chr12_46123614	70	0	10	55	3	1
NF1_chr17_29483039__ATM_chr11_108098390	126	7	5	15	6	18
NF1_chr17_29483039__ATM_chr11_108098402	22	2	0	21	0	27
NF1_chr17_29483039__BCL2_chr18_60795945	33	4	15	9	6	4
NF1_chr17_29483039__BCL2_chr18_60795960	85	9	3	124	4	25
NF1_chr17_29483039__BCL2_chr18_60985877	243	211	136	242	675	85
NF1_chr17_29483039__BRAF_chr7_140508787	209	134	104	144	7	58
NF1_chr17_29483039__BRAF_chr7_140534469	47	130	29	253	350	87
NF1_chr17_29483039__BRAF_chr7_140624501	76	27	54	5	6	33
NF1_chr17_29483039__BRCA1_chr17_41256141	76	45	59	43	67	43
NF1_chr17_29483039__BRCA1_chr17_41267735	307	3	6	3	2	73
NF1_chr17_29483039__BRCA2_chr13_32912006	15	7	14	10	1	12
NF1_chr17_29483039__BRCA2_chr13_32914228	98	6	5	29	7	20
NF1_chr17_29483039__BRD4_chr19_15376361	42	4	56	3	7	44
NF1_chr17_29483039__BTK_chrX_100626613	23	7	16	9	9	25
NF1_chr17_29483039__CASP8_chr2_202123033	48	19	15	29	14	30
NF1_chr17_29483039__CDH1_chr16_68772255	15	28	70	3	1	2
NF1_chr17_29483039__CDK4_chr12_58143253	10	7	7	9	3	19
NF1_chr17_29483039__CDK6_chr7_92244474	68	18	50	26	62	35
NF1_chr17_29483039__CDK6_chr7_92252365	70	99	20	54	6	111
NF1_chr17_29483039__CDK6_chr7_92462628	5	4	2	14	3	10
NF1_chr17_29483039__CDK9_chr9_130548409	29	25	168	13	8	7
NF1_chr17_29483039__CDKN1B_chr12_12870777	8	0	9	11	4	11
NF1_chr17_29483039__CHEK1_chr11_125496644	76	102	20	6	3	3
NF1_chr17_29483039__CHEK1_chr11_125496687	7	0	11	0	0	16
NF1_chr17_29483039__CHEK2_chr22_29085137	179	9	19	49	8	10
NF1_chr17_29483039__CHEK2_chr22_29090029	8	5	9	1	0	0
NF1_chr17_29483039__DHFR_chr5_79949819	16	41	10	11	0	43
NF1_chr17_29483039__DHFR_chr5_79950216	44	6	26	6	9	3
NF1_chr17_29483039__EGFR_chr7_55086962	35	21	17	131	8	54
NF1_chr17_29483039__ERBB2_chr17_37868221	50	5	10	46	6	7
NF1_chr17_29483039__ERBB2_chr17_37868292	81	131	84	7	3	27
NF1_chr17_29483039__FGFR2_chr10_123353328	8	10	16	7	6	25
NF1_chr17_29483039__FGFR3_chr4_1795655	8	20	15	14	4	5
NF1_chr17_29483039__FGFR3_chr4_1795735	44	28	20	67	5	99
NF1_chr17_29483039__FGFR3_chr4_1795736	60	2	17	21	11	39
NF1_chr17_29483039__FLT3_chr13_28636131	167	91	60	38	60	10
NF1_chr17_29483039__HDAC1_chr1_32757816	30	54	74	9	6	1
NF1_chr17_29483039__HDAC1_chr1_32792601	44	20	33	3	9	17
NF1_chr17_29483039__HDAC1_chr1_32792637	70	67	25	7	7	13
NF1_chr17_29483039__HDAC2_chr6_114292056	80	153	523	2	12	50
NF1_chr17_29483039__HDAC6_chrX_48661089	58	98	38	37	2	34
NF1_chr17_29483039__HSP90AA1_chr14_102552141	59	5	12	25	3	5
NF1_chr17_29483039__HSP90AA1_chr14_102605736	273	196	237	62	76	67
NF1_chr17_29483039__IGF1R_chr15_99192824	16	250	162	13	9	33
NF1_chr17_29483039__IGF1R_chr15_99434664	138	6	23	10	11	9
NF1_chr17_29483039__KDM5C_chrX_53254068	21	150	466	47	8	31
NF1_chr17_29483039__KDM6A_chrX_44820616	192	8	11	47	117	31
NF1_chr17_29483039__KIT_chr4_55524164	32	27	30	10	5	17
NF1_chr17_29483039__KIT_chr4_55524229	22	3	15	5	6	3
NF1_chr17_29483039__KMT2D_chr12_49448468	149	137	562	48	14	23
NF1_chr17_29483039__MAP3K1_chr5_56111382	11	181	219	5	9	9
NF1_chr17_29483039__MAP3K1_chr5_56152466	126	6	5	6	5	26
NF1_chr17_29483039__MAP3K1_chr5_56152485	175	43	17	206	98	43
NF1_chr17_29483039__MET_chr7_116340188	131	12	28	8	6	54
NF1_chr17_29483039__MLH1_chr3_37035029	140	51	164	33	8	16
NF1_chr17_29483039__MLH1_chr3_37038179	49	112	65	11	6	15
NF1_chr17_29483039__MSH6_chr2_48010356	106	199	351	12	8	6
NF1_chr17_29483039__MTOR_chr1_11317010	96	4	12	40	28	19
NF1_chr17_29483039__MTOR_chr1_11317149	11	7	20	3	3	0
NF1_chr17_29483039__NonTargetingControlGuideForHuman0362	78	20	30	38	18	4
NF1_chr17_29483039__NonTargetingControlGuideForHuman0412	120	73	24	22	78	23
NF1_chr17_29483039__PARP1_chr1_226595581	18	15	11	22	4	50
NF1_chr17_29483039__PBRM1_chr3_52702516	31	172	25	11	8	35
NF1_chr17_29483039__PBRM1_chr3_52713723	18	1	22	18	9	23
NF1_chr17_29483039__PDGFRA_chr4_55129914	154	11	22	15	9	57
NF1_chr17_29483039__PIK3R1_chr5_67522521	111	108	23	51	8	36
NF1_chr17_29483039__PIK3R1_chr5_67576410	74	110	200	35	10	55
NF1_chr17_29483039__PIK3R1_chr5_67576421	61	16	23	34	4	6
NF1_chr17_29483039__PRKDC_chr8_48686398	6	106	256	41	8	0
NF1_chr17_29483039__PRKDC_chr8_48686781	135	226	676	40	7	109
NF1_chr17_29483039__PRKDC_chr8_48872683	10	15	6	1	4	14
NF1_chr17_29483039__PTEN_chr10_89653786	11	59	17	27	6	15
NF1_chr17_29483039__PTEN_chr10_89685297	35	77	49	9	5	16
NF1_chr17_29483039__RB1_chr13_48878054	116	4	9	61	7	4
NF1_chr17_29483039__RB1_chr13_48934148	193	2	17	19	5	1
NF1_chr17_29483039__ROR1_chr1_64240072	180	37	22	48	47	26
NF1_chr17_29483039__ROR1_chr1_64240143	133	25	26	13	51	31
NF1_chr17_29483039__RPS6KB1_chr17_57970538	48	86	147	114	442	66
NF1_chr17_29483039__RRM2_chr2_10262728	206	80	80	40	33	31
NF1_chr17_29483039__RRM2_chr2_10262940	170	121	63	46	73	38
NF1_chr17_29483039__RUNX1_chr21_36252860	80	46	23	8	4	20
NF1_chr17_29483039__RUNX1_chr21_36252902	92	74	77	92	1013	14
NF1_chr17_29483039__SETD2_chr3_47142951	33	37	10	26	1	39
NF1_chr17_29483039__SMAD4_chr18_48573460	133	2	6	4	2	1
NF1_chr17_29483039__SMAD4_chr18_48586241	10	5	7	5	2	15
NF1_chr17_29483039__SMO_chr7_128828974	96	30	53	569	5164	55
NF1_chr17_29483039__SMO_chr7_128845081	34	13	11	52	8	38
NF1_chr17_29483039__SMO_chr7_128845117	89	19	19	10	6	45
NF1_chr17_29483039__SRC_chr20_36012562	34	2	7	105	33	9
NF1_chr17_29483039__SRC_chr20_36014563	181	8	25	55	35	25
NF1_chr17_29483039__SRC_chr20_36022600	231	35	15	14	13	77
NF1_chr17_29483039__TOP1_chr20_39657693	14	6	30	63	281	14
NF1_chr17_29483039__TP53_chr17_7577537	228	27	77	170	382	80
NF1_chr17_29483039__TP53_chr17_7579881	124	75	124	119	52	73
NF1_chr17_29483039__TSC1_chr9_135796748	81	23	31	12	9	28
NF1_chr17_29483039__TSC1_chr9_135796796	163	49	34	201	57	154
NF1_chr17_29483039__TYMS_chr18_657730	94	165	172	54	20	148
NF1_chr17_29483039__TYMS_chr18_659656	33	117	58	4	8	62
NF1_chr17_29483039__TYMS_chr18_659665	75	161	93	104	71	41
NF1_chr17_29483039__VEGFA_chr6_43742077	276	449	2218	109	120	55
NF1_chr17_29483039__VEGFA_chr6_43742108	10	3	9	9	5	16
NF1_chr17_29483039__VHL_chr3_10183518	85	27	17	9	7	21
NF1_chr17_29483039__VHL_chr3_10183791	5	0	3	13	0	13
NF1_chr17_29483039__WEE1_chr11_9595462	82	9	41	27	8	27
NF1_chr17_29483039__WEE1_chr11_9595542	174	50	14	7	3	62
NonTargetingControlGuideForHuman0001__NonTargetingControlGuideForHuman0002	73	1	0	64	37	13
NonTargetingControlGuideForHuman0001__NonTargetingControlGuideForHuman0008	5	6	29	4	1	0
NonTargetingControlGuideForHuman0001__NonTargetingControlGuideForHuman0009	0	0	0	0	0	0
NonTargetingControlGuideForHuman0001__NonTargetingControlGuideForHuman0029	60	0	0	2	0	1
NonTargetingControlGuideForHuman0001__NonTargetingControlGuideForHuman0082	57	0	1	0	0	0
NonTargetingControlGuideForHuman0001__NonTargetingControlGuideForHuman0084	18	32	2	0	0	0
NonTargetingControlGuideForHuman0001__NonTargetingControlGuideForHuman0093	0	116	44	0	0	0
NonTargetingControlGuideForHuman0001__NonTargetingControlGuideForHuman0159	0	0	0	0	0	1
NonTargetingControlGuideForHuman0001__NonTargetingControlGuideForHuman0276	7	0	0	21	9	1
NonTargetingControlGuideForHuman0001__NonTargetingControlGuideForHuman0323	16	109	281	4	3	3
NonTargetingControlGuideForHuman0001__NonTargetingControlGuideForHuman0352	34	109	132	51	0	22
NonTargetingControlGuideForHuman0001__NonTargetingControlGuideForHuman0362	0	19	6	30	2	0
NonTargetingControlGuideForHuman0001__NonTargetingControlGuideForHuman0412	93	6	4	6	1	30
NonTargetingControlGuideForHuman0001__NonTargetingControlGuideForHuman0515	8	15	118	66	1	12
NonTargetingControlGuideForHuman0002__NonTargetingControlGuideForHuman0006	0	0	0	0	0	0
NonTargetingControlGuideForHuman0002__NonTargetingControlGuideForHuman0008	0	11	95	1	0	0
NonTargetingControlGuideForHuman0002__NonTargetingControlGuideForHuman0009	18	1	0	0	1	0
NonTargetingControlGuideForHuman0002__NonTargetingControlGuideForHuman0082	15	0	0	6	0	3
NonTargetingControlGuideForHuman0002__NonTargetingControlGuideForHuman0084	0	0	0	0	0	11
NonTargetingControlGuideForHuman0002__NonTargetingControlGuideForHuman0098	0	0	1	0	0	0
NonTargetingControlGuideForHuman0002__NonTargetingControlGuideForHuman0276	47	0	0	4	0	7
NonTargetingControlGuideForHuman0002__NonTargetingControlGuideForHuman0316	14	1	0	121	44	7
NonTargetingControlGuideForHuman0002__NonTargetingControlGuideForHuman0323	0	0	1	0	0	23
NonTargetingControlGuideForHuman0002__NonTargetingControlGuideForHuman0412	1	0	2	13	0	11
NonTargetingControlGuideForHuman0002__NonTargetingControlGuideForHuman0515	8	0	3	0	0	28
NonTargetingControlGuideForHuman0006__NonTargetingControlGuideForHuman0001	0	52	1	47	0	1
NonTargetingControlGuideForHuman0006__NonTargetingControlGuideForHuman0028	9	1	0	0	2	0
NonTargetingControlGuideForHuman0006__NonTargetingControlGuideForHuman0029	0	0	1	12	0	0
NonTargetingControlGuideForHuman0006__NonTargetingControlGuideForHuman0084	0	0	0	0	0	2
NonTargetingControlGuideForHuman0006__NonTargetingControlGuideForHuman0094	12	0	0	0	0	0
NonTargetingControlGuideForHuman0006__NonTargetingControlGuideForHuman0098	0	35	14	5	0	0
NonTargetingControlGuideForHuman0006__NonTargetingControlGuideForHuman0152	17	0	0	0	1	0
NonTargetingControlGuideForHuman0006__NonTargetingControlGuideForHuman0276	62	1	0	2	1	0
NonTargetingControlGuideForHuman0006__NonTargetingControlGuideForHuman0316	92	0	0	45	0	1
NonTargetingControlGuideForHuman0006__NonTargetingControlGuideForHuman0323	12	63	52	0	0	21
NonTargetingControlGuideForHuman0006__NonTargetingControlGuideForHuman0515	1	0	1	0	0	0
NonTargetingControlGuideForHuman0008__NonTargetingControlGuideForHuman0006	2	0	0	23	0	5
NonTargetingControlGuideForHuman0008__NonTargetingControlGuideForHuman0009	0	0	0	0	0	0
NonTargetingControlGuideForHuman0008__NonTargetingControlGuideForHuman0084	14	42	10	2	1	19
NonTargetingControlGuideForHuman0008__NonTargetingControlGuideForHuman0094	0	0	0	0	0	0
NonTargetingControlGuideForHuman0008__NonTargetingControlGuideForHuman0152	32	5	7	160	585	104
NonTargetingControlGuideForHuman0008__NonTargetingControlGuideForHuman0244	0	0	0	0	1	0
NonTargetingControlGuideForHuman0008__NonTargetingControlGuideForHuman0316	2	4	2	0	0	1
NonTargetingControlGuideForHuman0008__NonTargetingControlGuideForHuman0322	0	0	0	1	1	0
NonTargetingControlGuideForHuman0008__NonTargetingControlGuideForHuman0352	78	1	1	0	1	53
NonTargetingControlGuideForHuman0008__NonTargetingControlGuideForHuman0412	149	38	255	22	4	19
NonTargetingControlGuideForHuman0009__NonTargetingControlGuideForHuman0006	81	1	1	1	0	8
NonTargetingControlGuideForHuman0009__NonTargetingControlGuideForHuman0029	0	37	0	0	0	0
NonTargetingControlGuideForHuman0009__NonTargetingControlGuideForHuman0082	11	0	0	0	0	23
NonTargetingControlGuideForHuman0009__NonTargetingControlGuideForHuman0093	0	0	0	0	0	0
NonTargetingControlGuideForHuman0009__NonTargetingControlGuideForHuman0094	0	0	0	0	0	13
NonTargetingControlGuideForHuman0009__NonTargetingControlGuideForHuman0098	0	1	0	0	0	23
NonTargetingControlGuideForHuman0009__NonTargetingControlGuideForHuman0152	1	0	0	0	0	0
NonTargetingControlGuideForHuman0009__NonTargetingControlGuideForHuman0159	0	0	0	0	0	0
NonTargetingControlGuideForHuman0009__NonTargetingControlGuideForHuman0276	11	0	0	0	0	0
NonTargetingControlGuideForHuman0009__NonTargetingControlGuideForHuman0316	7	0	0	27	0	5
NonTargetingControlGuideForHuman0009__NonTargetingControlGuideForHuman0322	0	0	0	0	1	0
NonTargetingControlGuideForHuman0009__NonTargetingControlGuideForHuman0323	0	0	0	0	0	0
NonTargetingControlGuideForHuman0009__NonTargetingControlGuideForHuman0515	1	82	88	1	2	1
NonTargetingControlGuideForHuman0028__NonTargetingControlGuideForHuman0001	12	46	6	8	1	0
NonTargetingControlGuideForHuman0028__NonTargetingControlGuideForHuman0002	79	2	1	20	1	15
NonTargetingControlGuideForHuman0028__NonTargetingControlGuideForHuman0008	1	0	0	0	0	0
NonTargetingControlGuideForHuman0028__NonTargetingControlGuideForHuman0009	111	188	449	1	2	81
NonTargetingControlGuideForHuman0028__NonTargetingControlGuideForHuman0093	20	1	0	86	35	25
NonTargetingControlGuideForHuman0028__NonTargetingControlGuideForHuman0157	0	1	0	0	0	0
NonTargetingControlGuideForHuman0028__NonTargetingControlGuideForHuman0159	81	0	1	0	0	21
NonTargetingControlGuideForHuman0028__NonTargetingControlGuideForHuman0244	24	8	29	0	0	5
NonTargetingControlGuideForHuman0028__NonTargetingControlGuideForHuman0322	76	1	1	3	0	19
NonTargetingControlGuideForHuman0028__NonTargetingControlGuideForHuman0352	20	12	1	3	0	2
NonTargetingControlGuideForHuman0028__NonTargetingControlGuideForHuman0362	43	2	4	3	1	14
NonTargetingControlGuideForHuman0028__NonTargetingControlGuideForHuman0412	3	26	5	20	1	4
NonTargetingControlGuideForHuman0028__NonTargetingControlGuideForHuman0586	1	0	0	12	87	0
NonTargetingControlGuideForHuman0029__NonTargetingControlGuideForHuman0002	1	0	0	19	28	24
NonTargetingControlGuideForHuman0029__NonTargetingControlGuideForHuman0008	0	0	0	0	0	0
NonTargetingControlGuideForHuman0029__NonTargetingControlGuideForHuman0028	39	13	2	22	0	8
NonTargetingControlGuideForHuman0029__NonTargetingControlGuideForHuman0094	0	0	0	0	0	0
NonTargetingControlGuideForHuman0029__NonTargetingControlGuideForHuman0157	36	16	1	72	42	7
NonTargetingControlGuideForHuman0029__NonTargetingControlGuideForHuman0244	62	1	0	1	1	0
NonTargetingControlGuideForHuman0029__NonTargetingControlGuideForHuman0316	0	0	0	1	0	0
NonTargetingControlGuideForHuman0029__NonTargetingControlGuideForHuman0323	0	20	0	0	0	6
NonTargetingControlGuideForHuman0029__NonTargetingControlGuideForHuman0362	0	1	1	0	2	0
NonTargetingControlGuideForHuman0029__NonTargetingControlGuideForHuman0586	33	0	1	0	0	0
NonTargetingControlGuideForHuman0039__NonTargetingControlGuideForHuman0040	0	0	1	32	41	21
NonTargetingControlGuideForHuman0039__NonTargetingControlGuideForHuman0069	1	0	0	8	0	6
NonTargetingControlGuideForHuman0039__NonTargetingControlGuideForHuman0072	38	0	1	0	0	4
NonTargetingControlGuideForHuman0039__NonTargetingControlGuideForHuman0074	0	0	0	0	0	0
NonTargetingControlGuideForHuman0039__NonTargetingControlGuideForHuman0076	0	0	0	0	0	0
NonTargetingControlGuideForHuman0039__NonTargetingControlGuideForHuman0178	0	0	9	0	0	0
NonTargetingControlGuideForHuman0039__NonTargetingControlGuideForHuman0264	0	0	0	0	0	16
NonTargetingControlGuideForHuman0039__NonTargetingControlGuideForHuman0273	41	0	0	2	1	19
NonTargetingControlGuideForHuman0039__NonTargetingControlGuideForHuman0274	3	85	496	4	4	4
NonTargetingControlGuideForHuman0039__NonTargetingControlGuideForHuman0352	20	29	0	1	0	0
NonTargetingControlGuideForHuman0039__NonTargetingControlGuideForHuman0362	19	7	3	0	0	0
NonTargetingControlGuideForHuman0039__NonTargetingControlGuideForHuman0433	0	0	0	0	0	4
NonTargetingControlGuideForHuman0039__NonTargetingControlGuideForHuman0434	0	1	0	0	0	0
NonTargetingControlGuideForHuman0040__NonTargetingControlGuideForHuman0068	27	0	0	0	0	0
NonTargetingControlGuideForHuman0040__NonTargetingControlGuideForHuman0069	0	0	0	0	0	12
NonTargetingControlGuideForHuman0040__NonTargetingControlGuideForHuman0074	22	18	0	5	0	29
NonTargetingControlGuideForHuman0040__NonTargetingControlGuideForHuman0079	0	1	1	0	0	0
NonTargetingControlGuideForHuman0040__NonTargetingControlGuideForHuman0095	57	0	0	1	1	2
NonTargetingControlGuideForHuman0040__NonTargetingControlGuideForHuman0179	28	98	40	139	107	30
NonTargetingControlGuideForHuman0040__NonTargetingControlGuideForHuman0246	114	117	72	1	1	0
NonTargetingControlGuideForHuman0040__NonTargetingControlGuideForHuman0273	69	1	2	3	0	10
NonTargetingControlGuideForHuman0040__NonTargetingControlGuideForHuman0274	13	23	2	12	0	9
NonTargetingControlGuideForHuman0040__NonTargetingControlGuideForHuman0352	38	52	167	2	0	32
NonTargetingControlGuideForHuman0040__NonTargetingControlGuideForHuman0412	24	5	0	19	0	7
NonTargetingControlGuideForHuman0040__NonTargetingControlGuideForHuman0485	12	0	2	13	1	18
NonTargetingControlGuideForHuman0040__NonTargetingControlGuideForHuman0654	0	0	0	0	0	0
NonTargetingControlGuideForHuman0041__NonTargetingControlGuideForHuman0039	29	33	3	30	0	1
NonTargetingControlGuideForHuman0041__NonTargetingControlGuideForHuman0040	3	41	49	3	0	7
NonTargetingControlGuideForHuman0041__NonTargetingControlGuideForHuman0068	10	16	0	0	1	15
NonTargetingControlGuideForHuman0041__NonTargetingControlGuideForHuman0069	129	37	0	14	27	32
NonTargetingControlGuideForHuman0041__NonTargetingControlGuideForHuman0077	32	1	2	14	0	5
NonTargetingControlGuideForHuman0041__NonTargetingControlGuideForHuman0095	85	54	21	11	3	17
NonTargetingControlGuideForHuman0041__NonTargetingControlGuideForHuman0178	24	0	0	0	0	0
NonTargetingControlGuideForHuman0041__NonTargetingControlGuideForHuman0179	0	0	0	4	0	0
NonTargetingControlGuideForHuman0041__NonTargetingControlGuideForHuman0246	0	62	62	0	2	2
NonTargetingControlGuideForHuman0041__NonTargetingControlGuideForHuman0273	1	7	0	0	1	8
NonTargetingControlGuideForHuman0041__NonTargetingControlGuideForHuman0352	56	28	4	18	1	13
NonTargetingControlGuideForHuman0041__NonTargetingControlGuideForHuman0362	2	125	44	61	165	38
NonTargetingControlGuideForHuman0041__NonTargetingControlGuideForHuman0485	0	0	0	0	0	9
NonTargetingControlGuideForHuman0041__NonTargetingControlGuideForHuman0654	35	20	6	50	154	38
NonTargetingControlGuideForHuman0068__NonTargetingControlGuideForHuman0039	0	0	0	5	0	0
NonTargetingControlGuideForHuman0068__NonTargetingControlGuideForHuman0072	0	0	0	0	0	0
NonTargetingControlGuideForHuman0068__NonTargetingControlGuideForHuman0077	188	14	4	1	0	14
NonTargetingControlGuideForHuman0068__NonTargetingControlGuideForHuman0095	16	0	8	17	0	1
NonTargetingControlGuideForHuman0068__NonTargetingControlGuideForHuman0178	0	0	1	0	0	0
NonTargetingControlGuideForHuman0068__NonTargetingControlGuideForHuman0246	1	72	38	0	0	0
NonTargetingControlGuideForHuman0068__NonTargetingControlGuideForHuman0264	0	0	0	0	0	0
NonTargetingControlGuideForHuman0068__NonTargetingControlGuideForHuman0284	17	8	0	0	0	0
NonTargetingControlGuideForHuman0068__NonTargetingControlGuideForHuman0352	45	1	1	32	24	0
NonTargetingControlGuideForHuman0068__NonTargetingControlGuideForHuman0412	1	20	2	8	1	21
NonTargetingControlGuideForHuman0068__NonTargetingControlGuideForHuman0433	19	0	4	3	0	0
NonTargetingControlGuideForHuman0068__NonTargetingControlGuideForHuman0654	0	1	0	0	0	0
NonTargetingControlGuideForHuman0069__NonTargetingControlGuideForHuman0068	3	49	2	6	2	33
NonTargetingControlGuideForHuman0069__NonTargetingControlGuideForHuman0074	2	8	0	17	7	13
NonTargetingControlGuideForHuman0069__NonTargetingControlGuideForHuman0178	146	257	196	91	1025	40
NonTargetingControlGuideForHuman0069__NonTargetingControlGuideForHuman0273	7	0	1	23	32	18
NonTargetingControlGuideForHuman0069__NonTargetingControlGuideForHuman0274	76	9	13	189	142	9
NonTargetingControlGuideForHuman0069__NonTargetingControlGuideForHuman0284	2	17	0	0	0	0
NonTargetingControlGuideForHuman0069__NonTargetingControlGuideForHuman0352	165	86	84	18	7	7
NonTargetingControlGuideForHuman0069__NonTargetingControlGuideForHuman0362	35	2	14	3	9	28
NonTargetingControlGuideForHuman0069__NonTargetingControlGuideForHuman0485	0	14	0	1	0	0
NonTargetingControlGuideForHuman0069__NonTargetingControlGuideForHuman0654	248	108	9	103	427	73
NonTargetingControlGuideForHuman0072__NonTargetingControlGuideForHuman0040	0	0	0	0	0	0
NonTargetingControlGuideForHuman0072__NonTargetingControlGuideForHuman0041	30	134	53	0	3	6
NonTargetingControlGuideForHuman0072__NonTargetingControlGuideForHuman0069	22	50	1	1	63	26
NonTargetingControlGuideForHuman0072__NonTargetingControlGuideForHuman0074	2	0	1	0	1	3
NonTargetingControlGuideForHuman0072__NonTargetingControlGuideForHuman0076	0	0	1	0	0	0
NonTargetingControlGuideForHuman0072__NonTargetingControlGuideForHuman0077	128	30	2	22	0	45
NonTargetingControlGuideForHuman0072__NonTargetingControlGuideForHuman0079	67	52	94	1	1	1
NonTargetingControlGuideForHuman0072__NonTargetingControlGuideForHuman0179	117	85	0	78	85	42
NonTargetingControlGuideForHuman0072__NonTargetingControlGuideForHuman0264	1	16	3	0	0	2
NonTargetingControlGuideForHuman0072__NonTargetingControlGuideForHuman0273	0	0	1	0	1	0
NonTargetingControlGuideForHuman0072__NonTargetingControlGuideForHuman0274	24	2	13	0	0	66
NonTargetingControlGuideForHuman0072__NonTargetingControlGuideForHuman0434	0	0	0	0	0	0
NonTargetingControlGuideForHuman0072__NonTargetingControlGuideForHuman0485	0	0	0	0	0	0
NonTargetingControlGuideForHuman0074__NonTargetingControlGuideForHuman0041	1	1	0	1	0	0
NonTargetingControlGuideForHuman0074__NonTargetingControlGuideForHuman0068	0	0	0	0	0	0
NonTargetingControlGuideForHuman0074__NonTargetingControlGuideForHuman0076	111	1	2	2	0	4
NonTargetingControlGuideForHuman0074__NonTargetingControlGuideForHuman0077	3	21	0	0	0	0
NonTargetingControlGuideForHuman0074__NonTargetingControlGuideForHuman0095	9	0	1	5	0	32
NonTargetingControlGuideForHuman0074__NonTargetingControlGuideForHuman0178	59	83	59	135	52	4
NonTargetingControlGuideForHuman0074__NonTargetingControlGuideForHuman0246	4	83	14	6	0	8
NonTargetingControlGuideForHuman0074__NonTargetingControlGuideForHuman0284	0	11	1	0	0	21
NonTargetingControlGuideForHuman0074__NonTargetingControlGuideForHuman0352	103	247	1110	3	13	29
NonTargetingControlGuideForHuman0074__NonTargetingControlGuideForHuman0362	40	5	1	32	4	13
NonTargetingControlGuideForHuman0074__NonTargetingControlGuideForHuman0485	81	98	5	72	10	2
NonTargetingControlGuideForHuman0076__NonTargetingControlGuideForHuman0040	0	0	1	0	0	4
NonTargetingControlGuideForHuman0076__NonTargetingControlGuideForHuman0041	1	1	0	27	34	28
NonTargetingControlGuideForHuman0076__NonTargetingControlGuideForHuman0068	1	1	0	0	1	3
NonTargetingControlGuideForHuman0076__NonTargetingControlGuideForHuman0069	0	0	0	0	0	0
NonTargetingControlGuideForHuman0076__NonTargetingControlGuideForHuman0178	101	1	0	23	0	6
NonTargetingControlGuideForHuman0076__NonTargetingControlGuideForHuman0179	0	0	1	0	0	0
NonTargetingControlGuideForHuman0076__NonTargetingControlGuideForHuman0273	2	76	0	1	0	4
NonTargetingControlGuideForHuman0076__NonTargetingControlGuideForHuman0274	56	467	99	189	147	29
NonTargetingControlGuideForHuman0076__NonTargetingControlGuideForHuman0362	3	4	3	1	3	1
NonTargetingControlGuideForHuman0076__NonTargetingControlGuideForHuman0485	38	0	1	14	0	0
NonTargetingControlGuideForHuman0076__NonTargetingControlGuideForHuman0654	1	13	1	0	1	18
NonTargetingControlGuideForHuman0077__NonTargetingControlGuideForHuman0039	0	0	0	0	0	0
NonTargetingControlGuideForHuman0077__NonTargetingControlGuideForHuman0040	28	0	1	51	1	0
NonTargetingControlGuideForHuman0077__NonTargetingControlGuideForHuman0069	0	0	0	0	0	0
NonTargetingControlGuideForHuman0077__NonTargetingControlGuideForHuman0076	10	56	20	1	71	48
NonTargetingControlGuideForHuman0077__NonTargetingControlGuideForHuman0079	0	0	0	0	0	0
NonTargetingControlGuideForHuman0077__NonTargetingControlGuideForHuman0179	3	113	491	7	2	12
NonTargetingControlGuideForHuman0077__NonTargetingControlGuideForHuman0264	6	0	0	0	0	12
