construct_id	PGP1_MV4_d14_2_S4_trimmed53_len_filtered_counts	PGP1_MV4_d14_1_S3_trimmed53_len_filtered_counts	PGP1_MV4_d3_1_S1_trimmed53_len_filtered_counts	PGP1_MV4_d21_1_S5_trimmed53_len_filtered_counts	PGP1_MV4_d21_2_S6_trimmed53_len_filtered_counts	PGP1_MV4_d3_2_S2_trimmed53_len_filtered_counts	PGP1_MV4_d28_2_S8_trimmed53_len_filtered_counts	PGP1_MV4_d28_1_S7_trimmed53_len_filtered_counts
PC_chr11_66638606__PGAM1_chr10_99186191	1	574	80	30	0	0	0	48
PC_chr11_66638606__PGAM1_chr10_99186192	0	0	306	0	0	165	2	0
PC_chr11_66638606__PGAM2_chr7_44105108	0	673	0	340	0	415	0	189
PC_chr11_66638606__PGK1_chrX_77369291	0	0	311	0	0	209	0	0
PC_chr11_66638606__PGK1_chrX_77369316	0	415	785	25	1	739	0	30
PC_chr11_66638606__PGK2_chr6_49753896	0	176	96	728	0	229	1	41
PC_chr11_66638606__PGK2_chr6_49754854	264	41	563	235	162	0	122	113
PC_chr11_66638606__PGLS_chr19_17622472	26	0	856	189	64	3	301	50
PC_chr11_66638606__PGLS_chr19_17628116	1	0	0	0	0	0	0	0
PC_chr11_66638606__PKLR_chr1_155271174	0	0	225	0	2	594	0	0
PC_chr11_66638606__PKM_chr15_72492804	0	21	464	0	0	484	0	0
PC_chr11_66638606__PKM_chr15_72492920	119	0	650	0	135	621	152	0
PC_chr11_66638606__RPIA_chr2_88991246	0	0	0	0	0	716	0	0
PC_chr11_66638606__TKT_chr3_53263054	0	146	241	802	0	238	0	256
PC_chr11_66638606__TKT_chr3_53263293	12	42	370	0	0	0	0	0
PC_chr11_66638653__ALDOA_chr16_30078583	0	50	0	142	0	257	0	0
PC_chr11_66638653__ALDOA_chr16_30078641	0	356	0	312	0	67	0	79
PC_chr11_66638653__ALDOC_chr17_26901140	0	355	0	404	0	191	2	59
PC_chr11_66638653__ALDOC_chr17_26901145	0	0	2	0	0	41	0	0
PC_chr11_66638653__DLAT_chr11_111896198	0	23	90	0	0	32	0	0
PC_chr11_66638653__DLAT_chr11_111899333	0	0	0	2	0	0	0	1
PC_chr11_66638653__ENO1_chr1_8928068	0	0	142	0	0	141	0	0
PC_chr11_66638653__ENO1_chr1_8930510	0	0	181	1	0	37	0	1
PC_chr11_66638653__ENO1_chr1_8934907	818	0	0	0	1103	263	1527	1
PC_chr11_66638653__ENO2_chr12_7024987	0	0	0	1	1	0	0	0
PC_chr11_66638653__ENO2_chr12_7025649	16	0	87	0	16	45	0	0
PC_chr11_66638653__ENO3_chr17_4855147	508	380	1	901	1063	340	677	376
PC_chr11_66638653__ENO3_chr17_4856126	0	0	185	0	0	276	0	0
PC_chr11_66638653__FBP1_chr9_97369211	0	3	0	33	0	0	0	11
PC_chr11_66638653__FBP1_chr9_97401589	9	0	0	1	29	34	20	0
PC_chr11_66638653__G6PC_chr17_41055970	0	0	89	0	0	0	0	0
PC_chr11_66638653__GAPDHS_chr19_36024416	381	0	282	1	658	0	779	0
PC_chr11_66638653__GAPDHS_chr19_36027769	0	0	0	0	0	2	0	0
PC_chr11_66638653__GAPDHS_chr19_36027833	0	1	0	1	0	190	0	0
PC_chr11_66638653__GAPDH_chr12_6644017	418	15	307	112	761	106	562	85
PC_chr11_66638653__GOT1_chr10_101190319	283	54	0	0	231	0	581	0
PC_chr11_66638653__GOT2_chr16_58752127	0	0	211	0	0	258	0	0
PC_chr11_66638653__GOT2_chr16_58768033	0	0	95	0	0	224	0	0
PC_chr11_66638653__H6PD_chr1_9300071	0	0	0	0	0	197	0	0
PC_chr11_66638653__HK1_chr10_71048482	719	230	155	982	714	118	882	296
PC_chr11_66638653__HK1_chr10_71048505	0	0	184	0	0	490	0	0
PC_chr11_66638653__HK2_chr2_75061761	163	105	700	123	0	301	0	97
PC_chr11_66638653__HK3_chr5_176318055	0	0	85	0	0	325	0	0
PC_chr11_66638653__HK3_chr5_176323146	0	0	0	0	0	68	0	0
PC_chr11_66638653__LDHAL6B_chr15_59499219	112	0	274	0	87	445	0	0
PC_chr11_66638653__LDHAL6B_chr15_59499223	106	0	10	0	76	0	48	1
PC_chr11_66638653__LDHAL6B_chr15_59499236	0	0	12	0	0	83	0	0
PC_chr11_66638653__LDHA_chr11_18418076	0	22	0	0	0	28	0	0
PC_chr11_66638653__LDHA_chr11_18418383	0	0	0	1	0	0	0	0
PC_chr11_66638653__LDHA_chr11_18418499	0	0	0	0	0	219	0	1
PC_chr11_66638653__LDHB_chr12_21795002	47	6	1	0	88	419	104	0
PC_chr11_66638653__LDHB_chr12_21796959	0	1	0	0	0	87	0	0
PC_chr11_66638653__LDHC_chr11_18434337	0	0	413	0	0	0	0	1
PC_chr11_66638653__MDH1_chr2_63821628	1067	0	538	1	702	311	342	0
PC_chr11_66638653__MDH2_chr7_75686735	0	145	216	702	0	142	0	87
PC_chr11_66638653__MDH2_chr7_75687297	332	446	923	318	92	732	161	101
PC_chr11_66638653__ME2_chr18_48434448	1675	3225	271	1830	875	841	240	922
PC_chr11_66638653__ME2_chr18_48439284	0	1	438	0	0	0	0	0
PC_chr11_66638653__NonTargetingControlGuideForHuman0039	324	542	101	659	623	708	379	204
PC_chr11_66638653__NonTargetingControlGuideForHuman0095	16	386	91	1079	56	387	19	397
PC_chr11_66638653__PCK1_chr20_56137238	985	682	99	742	901	442	473	196
PC_chr11_66638653__PCK1_chr20_56137848	0	0	0	0	0	60	0	0
PC_chr11_66638653__PDHA1_chrX_19368113	0	0	0	0	0	175	0	0
PC_chr11_66638653__PDHA2_chr4_96761286	0	1	260	0	0	71	0	0
PC_chr11_66638653__PDHA2_chr4_96761315	0	0	0	0	0	0	0	0
PC_chr11_66638653__PDHB_chr3_58416382	0	0	5	0	0	185	0	0
PC_chr11_66638653__PDHB_chr3_58416562	0	138	340	106	0	130	0	51
PC_chr11_66638653__PDHX_chr11_34937907	195	416	179	857	947	537	1474	364
PC_chr11_66638653__PDHX_chr11_34938309	339	1	291	0	399	172	259	0
PC_chr11_66638653__PFKL_chr21_45726628	2	2389	246	12242	2	222	5	9031
PC_chr11_66638653__PFKL_chr21_45730903	0	0	504	0	0	162	0	0
PC_chr11_66638653__PFKM_chr12_48501200	309	129	531	185	66	162	199	63
PC_chr11_66638653__PFKP_chr10_3124584	1055	286	104	483	2880	280	3009	165
PC_chr11_66638653__PGAM1_chr10_99186190	0	6	37	1	0	312	0	0
PC_chr11_66638653__PGAM1_chr10_99186192	0	0	0	0	0	151	0	0
PC_chr11_66638653__PGAM2_chr7_44105108	0	1	53	0	0	77	0	0
PC_chr11_66638653__PGD_chr1_10459156	795	1011	582	1728	398	479	360	734
PC_chr11_66638653__PGD_chr1_10459684	0	501	0	362	0	0	0	69
PC_chr11_66638653__PGD_chr1_10459752	1001	2417	0	3446	2015	310	2478	1357
PC_chr11_66638653__PGK1_chrX_77369386	0	0	0	0	1	463	0	0
PC_chr11_66638653__PGK2_chr6_49753896	215	171	0	30	1	178	0	86
PC_chr11_66638653__PGK2_chr6_49754854	0	0	0	0	0	209	0	0
PC_chr11_66638653__PGLS_chr19_17622472	955	551	423	397	807	806	1140	297
PC_chr11_66638653__PGLS_chr19_17628116	0	0	201	0	0	140	0	0
PC_chr11_66638653__PKLR_chr1_155264502	282	0	0	0	284	0	292	0
PC_chr11_66638653__PKLR_chr1_155271174	0	0	0	2	0	237	0	1
PC_chr11_66638653__PKM_chr15_72492804	23	466	0	532	97	1	121	310
PC_chr11_66638653__PKM_chr15_72523284	21	14	365	130	1	518	0	101
PC_chr11_66638653__RPE_chr2_210867486	0	0	0	1	0	39	0	0
PC_chr11_66638653__RPE_chr2_210880741	0	0	337	0	0	133	0	1
PC_chr11_66638653__RPIA_chr2_88991246	25	0	0	0	16	95	0	0
PC_chr11_66638653__TALDO1_chr11_755880	1	2166	62	6512	2	7	3	3496
PC_chr11_66638653__TPI1_chr12_6976607	0	0	17	0	4	218	156	0
PC_chr11_66638653__TPI1_chr12_6976836	0	1	0	2	0	0	0	0
PC_chr11_66639617__ALDOA_chr16_30078641	0	4	0	1	0	723	0	1
PC_chr11_66639617__DLAT_chr11_111899333	0	0	221	0	1	110	0	0
PC_chr11_66639617__DLAT_chr11_111899338	0	0	474	0	0	169	0	0
PC_chr11_66639617__DLD_chr7_107531707	133	0	414	0	155	183	12	0
PC_chr11_66639617__DLD_chr7_107533699	0	0	335	0	0	366	0	0
PC_chr11_66639617__ENO1_chr1_8930510	540	1339	1065	1128	453	502	463	595
PC_chr11_66639617__ENO3_chr17_4855147	1	45	1026	146	11	208	2	25
PC_chr11_66639617__FBP1_chr9_97369115	0	0	0	2	0	426	0	0
PC_chr11_66639617__FBP1_chr9_97369211	0	0	0	0	0	0	0	0
PC_chr11_66639617__G6PC_chr17_41052917	1330	161	1061	0	5748	624	4151	4
PC_chr11_66639617__G6PC_chr17_41055970	3	6	467	5	0	0	0	3
PC_chr11_66639617__G6PD_chrX_153775081	1867	461	1166	285	3865	569	3693	107
PC_chr11_66639617__GAPDHS_chr19_36027833	329	34	149	1051	61	656	121	332
PC_chr11_66639617__GAPDH_chr12_6644017	464	118	374	331	498	333	310	31
PC_chr11_66639617__GAPDH_chr12_6645947	1	36	372	0	0	172	0	0
PC_chr11_66639617__GCK_chr7_44189577	0	0	0	0	0	26	0	0
PC_chr11_66639617__GCK_chr7_44228532	1	0	221	0	1	537	2	0
PC_chr11_66639617__GOT1_chr10_101163300	45	1	0	2	60	119	65	1
PC_chr11_66639617__GOT1_chr10_101190319	0	0	272	0	0	410	0	0
PC_chr11_66639617__GOT2_chr16_58768033	0	0	348	0	0	394	1	0
PC_chr11_66639617__H6PD_chr1_9300071	187	0	110	0	48	110	26	0
PC_chr11_66639617__H6PD_chr1_9305432	0	0	0	0	0	1219	0	0
PC_chr11_66639617__HK1_chr10_71048482	109	133	297	90	32	470	1	98
PC_chr11_66639617__HK2_chr2_75061733	0	0	0	0	1	141	0	0
PC_chr11_66639617__HK2_chr2_75061762	0	7	366	0	0	679	0	0
PC_chr11_66639617__HK3_chr5_176318055	39	0	712	1	14	547	0	0
PC_chr11_66639617__HK3_chr5_176318178	62	1	738	0	147	1011	31	0
PC_chr11_66639617__HK3_chr5_176323146	500	1	104	0	815	404	337	0
PC_chr11_66639617__LDHA_chr11_18418076	0	0	86	0	0	83	0	0
PC_chr11_66639617__LDHB_chr12_21794888	0	0	139	0	0	57	0	0
PC_chr11_66639617__LDHB_chr12_21795002	1	0	0	0	0	101	0	0
PC_chr11_66639617__LDHB_chr12_21796959	0	246	805	34	0	229	0	0
PC_chr11_66639617__LDHC_chr11_18436748	133	0	274	0	79	316	58	0
PC_chr11_66639617__LDHC_chr11_18436754	49	0	1	0	0	0	0	0
PC_chr11_66639617__MDH1_chr2_63816175	0	2	320	11	0	510	0	2
PC_chr11_66639617__MDH2_chr7_75677504	18	0	0	0	10	473	23	0
PC_chr11_66639617__MDH2_chr7_75686735	0	0	1	0	0	911	1	0
PC_chr11_66639617__ME1_chr6_83947513	1153	236	1004	629	1151	714	1414	287
PC_chr11_66639617__ME1_chr6_83947541	13	1	187	0	4	354	8	1
PC_chr11_66639617__ME1_chr6_84140670	0	48	0	304	0	0	0	168
PC_chr11_66639617__ME2_chr18_48434448	0	99	163	43	0	197	0	0
PC_chr11_66639617__NonTargetingControlGuideForHuman0039	74	78	142	399	353	66	511	77
PC_chr11_66639617__NonTargetingControlGuideForHuman0095	401	993	239	1929	639	1108	386	584
PC_chr11_66639617__PCK1_chr20_56136482	0	0	258	0	0	146	1	0
PC_chr11_66639617__PDHA1_chrX_19362137	1	46	140	0	0	210	0	1
PC_chr11_66639617__PDHA1_chrX_19364716	0	0	109	0	0	464	0	0
PC_chr11_66639617__PDHA2_chr4_96761315	0	0	0	0	0	250	0	0
PC_chr11_66639617__PDHB_chr3_58416382	125	0	504	0	0	1056	0	0
PC_chr11_66639617__PDHB_chr3_58416562	0	0	0	0	0	146	0	0
PC_chr11_66639617__PDHB_chr3_58419519	428	94	1012	92	731	1026	520	22
PC_chr11_66639617__PDHX_chr11_34937907	79	70	700	0	88	123	131	0
PC_chr11_66639617__PFKL_chr21_45726628	0	0	235	1	0	159	0	0
PC_chr11_66639617__PFKM_chr12_48501200	685	259	0	555	650	967	800	174
PC_chr11_66639617__PFKM_chr12_48528051	0	0	140	0	0	169	0	0
PC_chr11_66639617__PFKP_chr10_3124584	692	170	664	300	761	609	718	237
PC_chr11_66639617__PGAM1_chr10_99186190	67	16	0	0	87	291	6	0
PC_chr11_66639617__PGAM1_chr10_99186191	654	0	3	0	380	305	144	0
PC_chr11_66639617__PGAM2_chr7_44102497	2	0	295	0	0	258	1	0
PC_chr11_66639617__PGAM2_chr7_44105108	11	0	0	0	7	624	46	0
PC_chr11_66639617__PGD_chr1_10459156	0	161	454	327	0	142	0	61
PC_chr11_66639617__PGD_chr1_10459684	1	37	325	67	0	153	0	0
PC_chr11_66639617__PGD_chr1_10459752	1	0	267	2	0	164	0	0
PC_chr11_66639617__PGK1_chrX_77369386	19	1786	1535	1670	5	412	2	734
PC_chr11_66639617__PGK2_chr6_49754854	0	0	154	0	0	95	0	0
PC_chr11_66639617__PGLS_chr19_17627020	1	842	1647	405	0	1861	1	228
PC_chr11_66639617__PKLR_chr1_155264502	0	0	863	1	0	44	0	1
PC_chr11_66639617__PKLR_chr1_155271174	0	0	1071	0	3	530	0	0
PC_chr11_66639617__PKM_chr15_72492920	1	0	305	0	0	381	2	0
PC_chr11_66639617__RPE_chr2_210867486	0	420	516	162	0	94	0	65
PC_chr11_66639617__RPE_chr2_210880741	185	14	757	32	40	646	28	0
PC_chr11_66639617__RPIA_chr2_88991246	0	38	1	76	0	265	0	56
PC_chr11_66639617__RPIA_chr2_88991329	1	0	233	1	1	128	0	0
PC_chr11_66639617__TALDO1_chr11_755937	15	0	296	0	231	87	0	6
PC_chr11_66639617__TKT_chr3_53263054	813	38	235	1	686	1308	509	0
PC_chr11_66639617__TPI1_chr12_6976607	0	118	412	0	0	362	0	0
PC_chr11_66639617__TPI1_chr12_6976836	4623	1373	582	2312	5167	384	5697	1050
PDHA1_chrX_19362137__ALDOA_chr16_30078215	10	387	354	211	1	388	1	167
PDHA1_chrX_19362137__ALDOA_chr16_30078583	0	3	0	7	0	301	0	4
PDHA1_chrX_19362137__ALDOA_chr16_30078641	0	0	670	0	0	610	1	0
PDHA1_chrX_19362137__ALDOB_chr9_104193156	436	1141	554	531	225	489	468	87
PDHA1_chrX_19362137__ALDOC_chr17_26901140	1303	3163	2192	3205	958	1709	711	1706
PDHA1_chrX_19362137__ALDOC_chr17_26902525	0	0	57	0	0	121	0	0
PDHA1_chrX_19362137__DLAT_chr11_111896198	1712	887	881	982	3248	1213	3693	340
PDHA1_chrX_19362137__DLAT_chr11_111899333	1	798	420	1944	4	295	2	1274
PDHA1_chrX_19362137__DLD_chr7_107533653	1261	686	359	1070	507	295	546	125
PDHA1_chrX_19362137__DLD_chr7_107533699	255	0	90	1	568	170	1006	0
PDHA1_chrX_19362137__ENO1_chr1_8930510	59	69	898	0	217	404	251	0
PDHA1_chrX_19362137__ENO2_chr12_7024987	117	0	100	0	205	29	124	1
PDHA1_chrX_19362137__ENO3_chr17_4855147	7015	5194	1115	11118	6226	1609	4817	3615
PDHA1_chrX_19362137__ENO3_chr17_4856118	186	0	642	1	285	921	212	0
PDHA1_chrX_19362137__FBP1_chr9_97369211	0	12	178	12	0	313	0	0
PDHA1_chrX_19362137__FBP2_chr9_97333794	534	564	87	286	401	1	741	112
PDHA1_chrX_19362137__G6PC_chr17_41055970	5	155	222	160	0	311	0	1
PDHA1_chrX_19362137__G6PD_chrX_153775081	1884	1307	1649	2459	1886	307	2313	1818
PDHA1_chrX_19362137__GAPDHS_chr19_36024416	1023	564	634	544	1206	1666	1117	421
PDHA1_chrX_19362137__GAPDHS_chr19_36027769	0	0	141	2	2	38	0	0
PDHA1_chrX_19362137__GOT1_chr10_101165936	0	141	505	91	0	147	0	235
PDHA1_chrX_19362137__GOT1_chr10_101190319	0	95	5	65	1	1044	1	50
PDHA1_chrX_19362137__GOT2_chr16_58750621	2157	584	996	817	1342	1753	1669	347
PDHA1_chrX_19362137__GOT2_chr16_58752127	1442	0	442	2	1041	116	711	4
PDHA1_chrX_19362137__H6PD_chr1_9300071	0	11	235	0	0	0	1	0
PDHA1_chrX_19362137__HK1_chr10_71048505	24	1260	241	1609	30	293	156	901
PDHA1_chrX_19362137__HK1_chr10_71048517	207	3910	268	7389	0	71	1	3484
PDHA1_chrX_19362137__HK2_chr2_75061762	661	1614	941	3239	563	519	738	1145
PDHA1_chrX_19362137__HK3_chr5_176318055	206	79	792	53	106	1532	1	1
PDHA1_chrX_19362137__HK3_chr5_176318178	0	41	0	0	2	101	1	0
PDHA1_chrX_19362137__LDHAL6B_chr15_59499219	590	207	94	492	204	140	198	316
PDHA1_chrX_19362137__LDHAL6B_chr15_59499223	1	1163	475	896	1	97	1	258
PDHA1_chrX_19362137__LDHA_chr11_18418076	2	0	0	1	0	198	0	0
PDHA1_chrX_19362137__LDHA_chr11_18418383	1905	1490	510	2204	1412	642	1280	891
PDHA1_chrX_19362137__LDHB_chr12_21795002	731	405	594	207	1047	878	575	133
PDHA1_chrX_19362137__LDHB_chr12_21796959	546	348	798	265	209	749	86	51
PDHA1_chrX_19362137__LDHC_chr11_18434337	155	1	1105	0	6	310	0	0
PDHA1_chrX_19362137__MDH1_chr2_63821628	375	2	139	1	176	811	1	0
PDHA1_chrX_19362137__MDH2_chr7_75677504	0	0	179	0	0	303	0	0
PDHA1_chrX_19362137__MDH2_chr7_75687297	0	208	1000	171	2	1497	0	57
PDHA1_chrX_19362137__ME1_chr6_83947541	183	301	196	1000	472	1493	572	223
PDHA1_chrX_19362137__ME2_chr18_48439284	717	0	1	1	789	534	743	2
PDHA1_chrX_19362137__NonTargetingControlGuideForHuman0654	5071	1718	762	2759	4175	573	3618	1192
PDHA1_chrX_19362137__PCK1_chr20_56136482	58	304	660	2243	38	191	22	571
PDHA1_chrX_19362137__PCK1_chr20_56137238	0	374	308	1594	10	737	94	494
PDHA1_chrX_19362137__PC_chr11_66638653	10	1	316	0	24	1271	0	0
PDHA1_chrX_19362137__PDHA2_chr4_96761286	605	1491	1	8803	203	223	118	3349
PDHA1_chrX_19362137__PDHA2_chr4_96761315	2	0	109	0	0	0	0	0
PDHA1_chrX_19362137__PDHB_chr3_58416382	168	1159	1110	1809	30	1557	0	968
PDHA1_chrX_19362137__PDHB_chr3_58416562	90	393	0	108	125	1	130	10
PDHA1_chrX_19362137__PDHB_chr3_58419519	1021	479	1347	1161	2111	1335	1477	458
PDHA1_chrX_19362137__PDHX_chr11_34937907	1919	2956	261	9481	3174	995	3755	3142
PDHA1_chrX_19362137__PDHX_chr11_34938260	1	207	476	1272	1	121	0	618
PDHA1_chrX_19362137__PFKL_chr21_45726628	2	2	725	0	0	0	0	0
PDHA1_chrX_19362137__PFKM_chr12_48501913	996	56	797	412	1066	868	1531	146
PDHA1_chrX_19362137__PFKM_chr12_48528051	80	0	0	1	1	430	0	0
PDHA1_chrX_19362137__PFKP_chr10_3109771	0	0	290	0	1	285	0	0
PDHA1_chrX_19362137__PFKP_chr10_3124584	854	1478	292	2174	1503	585	1613	1496
PDHA1_chrX_19362137__PFKP_chr10_3124604	3066	914	115	435	9304	338	22688	116
PDHA1_chrX_19362137__PGAM2_chr7_44102518	0	0	98	0	0	267	0	0
PDHA1_chrX_19362137__PGD_chr1_10459684	2	382	645	413	0	905	0	98
PDHA1_chrX_19362137__PGK1_chrX_77369386	153	0	216	1	200	178	550	1
PDHA1_chrX_19362137__PGK2_chr6_49753896	1831	3	467	3	2853	588	2258	2
PDHA1_chrX_19362137__PGLS_chr19_17627020	684	71	488	292	777	381	687	30
PDHA1_chrX_19362137__PGLS_chr19_17628116	1	453	0	778	1	76	0	379
PDHA1_chrX_19362137__PKLR_chr1_155264502	90	217	0	251	172	269	347	202
PDHA1_chrX_19362137__PKM_chr15_72492920	1733	2346	572	2512	665	1886	838	1006
PDHA1_chrX_19362137__RPE_chr2_210867486	104	132	621	199	10	0	98	17
PDHA1_chrX_19362137__RPE_chr2_210880741	727	1899	648	1882	559	424	475	552
PDHA1_chrX_19362137__RPIA_chr2_88991246	0	35	423	55	0	135	0	27
PDHA1_chrX_19362137__RPIA_chr2_88991329	0	197	296	503	1	16	1	130
PDHA1_chrX_19362137__TALDO1_chr11_747467	44	354	439	178	76	652	0	141
PDHA1_chrX_19362137__TKT_chr3_53289952	82	0	0	1	140	1	112	0
PDHA1_chrX_19362137__TPI1_chr12_6976607	0	19	159	16	0	195	0	9
PDHA1_chrX_19362137__TPI1_chr12_6976775	0	0	0	0	0	0	0	0
PDHA1_chrX_19362137__TPI1_chr12_6976836	1	171	2	123	0	202	0	0
PDHA1_chrX_19364716__ALDOA_chr16_30078641	23	168	329	401	19	289	39	262
PDHA1_chrX_19364716__ALDOB_chr9_104188893	0	238	658	376	1	140	0	209
PDHA1_chrX_19364716__ALDOB_chr9_104193156	1136	816	869	1924	97	834	459	776
PDHA1_chrX_19364716__ALDOC_chr17_26902525	0	414	0	190	0	554	0	181
PDHA1_chrX_19364716__DLD_chr7_107533653	0	323	199	752	1	292	1	315
PDHA1_chrX_19364716__DLD_chr7_107533699	202	44	789	107	319	235	177	62
PDHA1_chrX_19364716__ENO1_chr1_8930510	0	0	550	0	2	1118	1	0
PDHA1_chrX_19364716__ENO2_chr12_7024987	256	1	392	3	166	624	344	0
PDHA1_chrX_19364716__ENO3_chr17_4855147	608	2575	995	6966	895	1378	911	2090
PDHA1_chrX_19364716__ENO3_chr17_4856118	1891	585	119	281	2653	693	2874	93
PDHA1_chrX_19364716__ENO3_chr17_4856126	38	0	1	0	0	88	0	0
PDHA1_chrX_19364716__FBP1_chr9_97369115	1205	0	290	0	1084	354	929	0
PDHA1_chrX_19364716__FBP1_chr9_97369211	0	1	105	7	1	134	2	5
PDHA1_chrX_19364716__FBP2_chr9_97333794	728	1150	577	1254	167	434	188	490
PDHA1_chrX_19364716__G6PC_chr17_41055970	0	614	1	1303	1	66	0	576
PDHA1_chrX_19364716__G6PD_chrX_153760877	56	128	388	50	0	538	0	39
PDHA1_chrX_19364716__G6PD_chrX_153760901	0	0	0	0	0	0	0	0
PDHA1_chrX_19364716__G6PD_chrX_153775081	185	279	958	119	53	918	2	7
PDHA1_chrX_19364716__GAPDHS_chr19_36024416	1605	482	638	227	2275	498	2547	50
PDHA1_chrX_19364716__GAPDHS_chr19_36027769	1	1526	327	6121	21	404	1	3752
PDHA1_chrX_19364716__GAPDH_chr12_6645859	328	0	0	0	540	108	146	0
PDHA1_chrX_19364716__GAPDH_chr12_6645947	1	0	601	0	0	0	0	0
PDHA1_chrX_19364716__GCK_chr7_44189603	0	0	0	1	1	139	0	0
PDHA1_chrX_19364716__GOT1_chr10_101165936	0	0	203	0	0	738	1	0
PDHA1_chrX_19364716__GOT1_chr10_101190319	26	0	70	0	56	438	51	0
PDHA1_chrX_19364716__GOT2_chr16_58768033	0	23	188	0	0	124	0	0
PDHA1_chrX_19364716__HK1_chr10_71048505	73	2	309	19	163	0	38	0
PDHA1_chrX_19364716__HK1_chr10_71048517	229	0	0	1	29	497	2	0
PDHA1_chrX_19364716__HK2_chr2_75061761	176	52	450	680	18	1217	0	864
PDHA1_chrX_19364716__HK2_chr2_75061762	241	669	420	1459	394	831	282	486
PDHA1_chrX_19364716__HK3_chr5_176318055	0	507	0	420	2	547	1	86
PDHA1_chrX_19364716__HK3_chr5_176318178	1429	0	74	0	896	696	822	0
PDHA1_chrX_19364716__LDHAL6B_chr15_59499219	1533	2174	25	2069	1718	1267	2479	583
PDHA1_chrX_19364716__LDHAL6B_chr15_59499223	736	286	396	142	2207	580	1459	180
PDHA1_chrX_19364716__LDHB_chr12_21795002	1479	59	341	0	1834	356	1316	1
PDHA1_chrX_19364716__LDHB_chr12_21796959	29	289	107	1020	0	1	1	637
PDHA1_chrX_19364716__LDHC_chr11_18436754	202	30	120	0	258	357	301	0
PDHA1_chrX_19364716__MDH1_chr2_63821628	10982	306	181	3014	5557	773	5627	1590
PDHA1_chrX_19364716__ME1_chr6_83947541	2	96	0	562	0	128	2	375
PDHA1_chrX_19364716__ME2_chr18_48439284	38	833	527	1394	225	21	81	470
PDHA1_chrX_19364716__NonTargetingControlGuideForHuman0654	1139	85	154	180	1735	588	1219	5
PDHA1_chrX_19364716__PCK1_chr20_56136482	368	0	255	0	531	682	620	0
PDHA1_chrX_19364716__PCK1_chr20_56137238	55	37	229	56	309	726	140	1
PDHA1_chrX_19364716__PC_chr11_66638653	790	0	822	2	2005	501	1616	1
PDHA1_chrX_19364716__PDHA2_chr4_96761286	0	0	157	1	0	465	1	0
PDHA1_chrX_19364716__PDHA2_chr4_96761315	1	0	227	0	0	78	0	0
PDHA1_chrX_19364716__PDHA2_chr4_96761496	374	1213	228	3503	201	1196	227	1509
PDHA1_chrX_19364716__PDHB_chr3_58416382	1	312	146	109	1	537	0	77
PDHA1_chrX_19364716__PDHB_chr3_58416562	18	9	379	0	0	725	0	1
PDHA1_chrX_19364716__PDHB_chr3_58419519	89	363	1221	1016	207	1307	202	168
PDHA1_chrX_19364716__PFKL_chr21_45726628	0	223	239	56	0	0	1	2
PDHA1_chrX_19364716__PFKL_chr21_45730903	1404	1	654	0	2017	833	1781	1
PDHA1_chrX_19364716__PFKM_chr12_48501200	424	171	684	694	441	58	778	93
PDHA1_chrX_19364716__PFKP_chr10_3109771	0	0	0	0	1	178	0	0
PDHA1_chrX_19364716__PFKP_chr10_3124584	5784	4038	1023	6942	5461	1532	6102	3138
PDHA1_chrX_19364716__PFKP_chr10_3124604	1305	230	368	224	828	629	446	84
PDHA1_chrX_19364716__PGAM1_chr10_99186190	1400	472	518	402	893	774	840	36
PDHA1_chrX_19364716__PGAM1_chr10_99186191	151	85	0	1	44	587	0	2
PDHA1_chrX_19364716__PGAM1_chr10_99186192	0	128	472	154	1	247	0	1
PDHA1_chrX_19364716__PGAM2_chr7_44102518	0	0	770	0	1	125	0	0
PDHA1_chrX_19364716__PGD_chr1_10459752	392	26	18	37	247	282	138	12
PDHA1_chrX_19364716__PGK1_chrX_77369291	4	7	514	6	1	0	0	6
PDHA1_chrX_19364716__PGK1_chrX_77369316	1209	562	1768	931	294	2540	81	309
PDHA1_chrX_19364716__PGK2_chr6_49753896	793	559	672	469	687	57	607	139
PDHA1_chrX_19364716__PGLS_chr19_17622472	468	1497	2063	1274	594	1605	962	514
PDHA1_chrX_19364716__PGLS_chr19_17627020	12	16	622	0	147	0	78	0
PDHA1_chrX_19364716__PGLS_chr19_17628116	0	39	320	0	0	1	0	0
PDHA1_chrX_19364716__PKLR_chr1_155264502	1	36	342	524	84	971	55	131
PDHA1_chrX_19364716__PKM_chr15_72492920	743	1206	408	1475	928	1254	1070	595
PDHA1_chrX_19364716__RPE_chr2_210867486	0	60	0	35	1	0	0	25
PDHA1_chrX_19364716__RPIA_chr2_88991246	32	1912	318	9331	2	219	2	10590
PDHA1_chrX_19364716__RPIA_chr2_88991329	12	352	533	1073	21	677	26	547
PDHA1_chrX_19364716__TKT_chr3_53263054	0	0	126	3	0	0	1	0
PDHA1_chrX_19364716__TPI1_chr12_6976607	151	1069	1142	1323	255	350	169	204
PDHA1_chrX_19364716__TPI1_chr12_6976775	0	0	0	0	0	0	0	0
PDHA1_chrX_19368113__ALDOA_chr16_30078215	0	0	626	0	0	1013	0	0
PDHA1_chrX_19368113__ALDOB_chr9_104188886	0	1	0	0	0	16	0	0
PDHA1_chrX_19368113__ALDOB_chr9_104188893	0	0	155	0	0	78	0	0
